"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain11-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 19:41:45 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 19:41:45
0,0,19-07 19:41:46
0,0,19-07 19:41:47
0,0,19-07 19:41:48
0,0,19-07 19:41:49
0,0,19-07 19:41:50
0,0,19-07 19:41:51
0,0,19-07 19:41:52
0,0,19-07 19:41:53
0,0,19-07 19:41:54
0,0,19-07 19:41:55
2329072,0,19-07 19:41:56
7321878,0,19-07 19:41:57
4072604,0,19-07 19:41:58
5062909,0,19-07 19:41:59
3542744,2136,19-07 19:42:00
4334813,0,19-07 19:42:01
5346432,0,19-07 19:42:02
2431135,712,19-07 19:42:03
3674927,356,19-07 19:42:04
4935995,0,19-07 19:42:05
731734,712,19-07 19:42:06
733076,356,19-07 19:42:07
1721558,356,19-07 19:42:08
3954605,0,19-07 19:42:09
4406910,0,19-07 19:42:10
4729260,0,19-07 19:42:11
5241701,0,19-07 19:42:12
4473853,0,19-07 19:42:13
3885988,2136,19-07 19:42:14
3476586,0,19-07 19:42:15
5708756,356,19-07 19:42:16
4974691,0,19-07 19:42:17
4167170,712,19-07 19:42:18
417171,356,19-07 19:42:19
588998,712,19-07 19:42:20
759803,356,19-07 19:42:21
5227996,0,19-07 19:42:22
5273772,0,19-07 19:42:23
3669617,0,19-07 19:42:24
5439103,0,19-07 19:42:25
4867310,0,19-07 19:42:26
4215180,1780,19-07 19:42:27
5262498,0,19-07 19:42:28
3303068,712,19-07 19:42:29
3029735,712,19-07 19:42:30
4823140,356,19-07 19:42:31
720607,0,19-07 19:42:32
1542403,712,19-07 19:42:33
4956644,0,19-07 19:42:34
4511036,0,19-07 19:42:35
4900198,0,19-07 19:42:36
1018298,0,19-07 19:42:37
281493,0,19-07 19:42:38
3629341,356,19-07 19:42:39
4942823,0,19-07 19:42:40
5255813,1068,19-07 19:42:41
4061784,356,19-07 19:42:42
2843481,356,19-07 19:42:43
593006,1424,19-07 19:42:44
1282989,0,19-07 19:42:45
3053886,0,19-07 19:42:46
3905930,0,19-07 19:42:47
4953376,0,19-07 19:42:48
3613926,0,19-07 19:42:49
4044554,0,19-07 19:42:50
4869623,712,19-07 19:42:51
4075975,712,19-07 19:42:52
5133940,0,19-07 19:42:53
4805215,1068,19-07 19:42:54
4947260,712,19-07 19:42:55
1062261,712,19-07 19:42:56
2328984,0,19-07 19:42:57
4926802,0,19-07 19:42:58
4095689,0,19-07 19:42:59
4382312,0,19-07 19:43:00
5023164,0,19-07 19:43:01
5534205,0,19-07 19:43:02
2740284,1424,19-07 19:43:03
4109379,0,19-07 19:43:04
4469932,1068,19-07 19:43:05
4504944,356,19-07 19:43:06
5255122,712,19-07 19:43:07
651193,0,19-07 19:43:08
963516,356,19-07 19:43:09
1755863,0,19-07 19:43:10
4064495,0,19-07 19:43:11
3819577,0,19-07 19:43:12
5152009,0,19-07 19:43:13
4755103,0,19-07 19:43:14
3186336,0,19-07 19:43:15
2194466,356,19-07 19:43:16
5270003,0,19-07 19:43:17
6210630,1424,19-07 19:43:18
3750456,1068,19-07 19:43:19
3346845,0,19-07 19:43:20
567577,712,19-07 19:43:21
900737,356,19-07 19:43:22
3924270,0,19-07 19:43:23
3481471,0,19-07 19:43:24
5881572,0,19-07 19:43:25
5693695,0,19-07 19:43:26
5781352,0,19-07 19:43:27
3111204,1780,19-07 19:43:28
5046475,356,19-07 19:43:29
3042324,712,19-07 19:43:30
4468567,356,19-07 19:43:31
4055368,356,19-07 19:43:32
737754,356,19-07 19:43:33
905254,356,19-07 19:43:34
3482688,0,19-07 19:43:35
3952428,0,19-07 19:43:36
3427052,0,19-07 19:43:37
4028180,0,19-07 19:43:38
4459569,0,19-07 19:43:39
2590157,0,19-07 19:43:40
2389870,0,19-07 19:43:41
3214440,0,19-07 19:43:42
3923622,1068,19-07 19:43:43
5099322,1068,19-07 19:43:44
5736449,0,19-07 19:43:45
686190,1068,19-07 19:43:46
992916,356,19-07 19:43:47
3595231,0,19-07 19:43:48
4504556,0,19-07 19:43:49
4130236,0,19-07 19:43:50
4596948,0,19-07 19:43:51
5160606,0,19-07 19:43:52
2748701,2136,19-07 19:43:53
4578516,0,19-07 19:43:54
5444429,0,19-07 19:43:55
4826503,712,19-07 19:43:56
5697436,712,19-07 19:43:57
772797,356,19-07 19:43:58
1328931,0,19-07 19:43:59
3659533,0,19-07 19:44:00
4503511,0,19-07 19:44:01
