"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain12-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 21:33:01 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 21:33:01
42,42,27-07 21:33:02
0,0,27-07 21:33:03
0,0,27-07 21:33:04
0,0,27-07 21:33:05
0,0,27-07 21:33:06
95,95,27-07 21:33:07
0,0,27-07 21:33:08
0,0,27-07 21:33:09
0,0,27-07 21:33:10
0,0,27-07 21:33:11
42,42,27-07 21:33:12
0,0,27-07 21:33:13
677406,19658,27-07 21:33:14
1355492,36348,27-07 21:33:15
1352828,35652,27-07 21:33:16
1352857,34349,27-07 21:33:17
1352960,37764,27-07 21:33:18
1352894,36786,27-07 21:33:19
1352960,35586,27-07 21:33:20
1352960,35730,27-07 21:33:21
1352960,37500,27-07 21:33:22
1341830,31770,27-07 21:33:23
1352432,32550,27-07 21:33:24
1355360,34890,27-07 21:33:25
1352989,35622,27-07 21:33:26
1355426,35670,27-07 21:33:27
1354832,33959,27-07 21:33:28
1352696,34410,27-07 21:33:29
1358454,36474,27-07 21:33:30
1352894,36174,27-07 21:33:31
1351706,32604,27-07 21:33:32
1352828,34398,27-07 21:33:33
1352960,36180,27-07 21:33:34
1352960,38130,27-07 21:33:35
1352960,37686,27-07 21:33:36
1353055,36906,27-07 21:33:37
1352960,36737,27-07 21:33:38
1352960,38280,27-07 21:33:39
1352960,37752,27-07 21:33:40
1352960,36192,27-07 21:33:41
1352960,35256,27-07 21:33:42
1352300,34134,27-07 21:33:43
1352960,35244,27-07 21:33:44
1352870,34044,27-07 21:33:45
1352960,36432,27-07 21:33:46
1352593,34320,27-07 21:33:47
1352960,36023,27-07 21:33:48
1352894,35322,27-07 21:33:49
1353002,35760,27-07 21:33:50
1352894,35718,27-07 21:33:51
1352960,37422,27-07 21:33:52
1352960,36708,27-07 21:33:53
1352894,35532,27-07 21:33:54
1352960,36180,27-07 21:33:55
1353055,38544,27-07 21:33:56
1352894,34806,27-07 21:33:57
1352960,35969,27-07 21:33:58
1352960,34848,27-07 21:33:59
1352828,33540,27-07 21:34:00
1352894,37302,27-07 21:34:01
1352960,36864,27-07 21:34:02
1352960,35850,27-07 21:34:03
1352960,35412,27-07 21:34:04
1352960,37272,27-07 21:34:05
1352960,36522,27-07 21:34:06
1353055,36246,27-07 21:34:07
1352936,33780,27-07 21:34:08
1352960,36395,27-07 21:34:09
1355492,37140,27-07 21:34:10
1352894,35112,27-07 21:34:11
1355426,36426,27-07 21:34:12
1353002,36012,27-07 21:34:13
1352894,36096,27-07 21:34:14
1352960,36048,27-07 21:34:15
1352960,35838,27-07 21:34:16
1353055,36114,27-07 21:34:17
1352960,36246,27-07 21:34:18
1352960,37607,27-07 21:34:19
1352630,33870,27-07 21:34:20
1352960,37092,27-07 21:34:21
1352960,37590,27-07 21:34:22
1352960,36378,27-07 21:34:23
1352960,37104,27-07 21:34:24
