"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain32-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","08 Dec 2017 06:49:10 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,08-12 06:49:10
0,0,08-12 06:49:11
0,0,08-12 06:49:12
0,0,08-12 06:49:13
95,95,08-12 06:49:14
0,0,08-12 06:49:15
0,0,08-12 06:49:16
0,0,08-12 06:49:17
0,0,08-12 06:49:18
0,0,08-12 06:49:19
0,0,08-12 06:49:20
0,0,08-12 06:49:21
0,0,08-12 06:49:22
0,0,08-12 06:49:23
0,0,08-12 06:49:24
147296,95,08-12 06:49:25
1406392,0,08-12 06:49:26
1406614,0,08-12 06:49:27
1411054,0,08-12 06:49:28
1391982,0,08-12 06:49:29
1390410,0,08-12 06:49:30
1393955,0,08-12 06:49:31
1394670,42,08-12 06:49:32
1402322,0,08-12 06:49:33
1392553,95,08-12 06:49:34
1392323,0,08-12 06:49:35
1404555,0,08-12 06:49:36
1400291,0,08-12 06:49:37
1331016,239,08-12 06:49:38
1380330,494,08-12 06:49:39
955601,510,08-12 06:49:40
1404453,0,08-12 06:49:41
1389042,0,08-12 06:49:42
1371459,42,08-12 06:49:43
1389338,0,08-12 06:49:44
1405681,0,08-12 06:49:45
1375424,494,08-12 06:49:46
1347623,0,08-12 06:49:47
1363016,0,08-12 06:49:48
1389290,510,08-12 06:49:49
1414046,1020,08-12 06:49:50
1383535,0,08-12 06:49:51
1377624,765,08-12 06:49:52
1345404,0,08-12 06:49:53
1347800,510,08-12 06:49:54
1323373,255,08-12 06:49:55
1386241,0,08-12 06:49:56
1386113,0,08-12 06:49:57
1383390,0,08-12 06:49:58
1387734,0,08-12 06:49:59
1351783,1275,08-12 06:50:00
1268942,255,08-12 06:50:01
1158407,255,08-12 06:50:02
1405287,0,08-12 06:50:03
1406166,0,08-12 06:50:04
1386285,0,08-12 06:50:05
1290992,0,08-12 06:50:06
1418435,0,08-12 06:50:07
1410191,0,08-12 06:50:08
1390977,0,08-12 06:50:09
1392487,0,08-12 06:50:10
1408725,95,08-12 06:50:11
1410273,0,08-12 06:50:12
1399333,0,08-12 06:50:13
1398401,0,08-12 06:50:14
1398028,0,08-12 06:50:15
1416846,0,08-12 06:50:16
1414066,42,08-12 06:50:17
1409116,0,08-12 06:50:18
1416293,0,08-12 06:50:19
1405409,0,08-12 06:50:20
1404582,95,08-12 06:50:21
1389776,0,08-12 06:50:22
1397901,0,08-12 06:50:23
1391844,0,08-12 06:50:24
1399029,0,08-12 06:50:25
1361743,0,08-12 06:50:26
1332933,980,08-12 06:50:27
947455,510,08-12 06:50:28
1399652,0,08-12 06:50:29
1400760,0,08-12 06:50:30
1401594,0,08-12 06:50:31
1408213,0,08-12 06:50:32
1408885,0,08-12 06:50:33
1410003,791,08-12 06:50:34
1385808,0,08-12 06:50:35
1369132,0,08-12 06:50:36
1401218,510,08-12 06:50:37
1417267,765,08-12 06:50:38
1383654,255,08-12 06:50:39
1399158,510,08-12 06:50:40
1383796,0,08-12 06:50:41
1370919,510,08-12 06:50:42
1348019,255,08-12 06:50:43
1375184,0,08-12 06:50:44
1385756,0,08-12 06:50:45
1380503,0,08-12 06:50:46
1380010,0,08-12 06:50:47
1355482,1530,08-12 06:50:48
1268554,255,08-12 06:50:49
1065110,0,08-12 06:50:50
1401242,0,08-12 06:50:51
1400836,0,08-12 06:50:52
1393800,0,08-12 06:50:53
1305709,0,08-12 06:50:54
1405697,0,08-12 06:50:55
1412703,0,08-12 06:50:56
1408956,0,08-12 06:50:57
1410567,0,08-12 06:50:58
1409990,95,08-12 06:50:59
1407029,0,08-12 06:51:00
1404080,0,08-12 06:51:01
1408056,42,08-12 06:51:02
1392135,0,08-12 06:51:03
1418662,0,08-12 06:51:04
1415690,0,08-12 06:51:05
1413941,0,08-12 06:51:06
1414654,0,08-12 06:51:07
1413143,0,08-12 06:51:08
1404594,95,08-12 06:51:09
1403783,0,08-12 06:51:10
1406886,0,08-12 06:51:11
1375269,0,08-12 06:51:12
1375267,0,08-12 06:51:13
1316684,239,08-12 06:51:14
1383305,239,08-12 06:51:15
941919,0,08-12 06:51:16
1387088,0,08-12 06:51:17
1403901,0,08-12 06:51:18
1397085,0,08-12 06:51:19
1418615,0,08-12 06:51:20
1400671,0,08-12 06:51:21
1409848,749,08-12 06:51:22
1385637,0,08-12 06:51:23
1375570,510,08-12 06:51:24
1399890,0,08-12 06:51:25
1410706,765,08-12 06:51:26
1377803,42,08-12 06:51:27
1389648,0,08-12 06:51:28
1353030,0,08-12 06:51:29
1321198,0,08-12 06:51:30
1336560,996,08-12 06:51:31
1383395,0,08-12 06:51:32
1386351,0,08-12 06:51:33
1378405,0,08-12 06:51:34
1384524,0,08-12 06:51:35
1359263,1530,08-12 06:51:36
1265919,255,08-12 06:51:37
1128994,255,08-12 06:51:38
1399277,0,08-12 06:51:39
1393188,0,08-12 06:51:40
1399114,0,08-12 06:51:41
1299963,0,08-12 06:51:42
1408108,0,08-12 06:51:43
1408377,0,08-12 06:51:44
1410395,0,08-12 06:51:45
1407085,0,08-12 06:51:46
1405523,42,08-12 06:51:47
1410392,95,08-12 06:51:48
1410092,0,08-12 06:51:49
1411496,0,08-12 06:51:50
1406138,0,08-12 06:51:51
1417159,0,08-12 06:51:52
1410943,0,08-12 06:51:53
1408153,0,08-12 06:51:54
1418337,0,08-12 06:51:55
1414917,0,08-12 06:51:56
1391958,0,08-12 06:51:57
1398734,95,08-12 06:51:58
1407705,0,08-12 06:51:59
1409271,0,08-12 06:52:00
1401558,0,08-12 06:52:01
1361843,1195,08-12 06:52:02
1384955,239,08-12 06:52:03
958347,0,08-12 06:52:04
1406919,0,08-12 06:52:05
1405287,0,08-12 06:52:06
1404060,0,08-12 06:52:07
1427255,0,08-12 06:52:08
1423724,0,08-12 06:52:09
1404532,749,08-12 06:52:10
1369382,510,08-12 06:52:11
1385824,0,08-12 06:52:12
1393381,510,08-12 06:52:13
1416725,255,08-12 06:52:14
1384665,0,08-12 06:52:15
1390981,510,08-12 06:52:16
1388672,0,08-12 06:52:17
1352750,807,08-12 06:52:18
1331198,255,08-12 06:52:19
1373965,0,08-12 06:52:20
1385875,0,08-12 06:52:21
1384660,0,08-12 06:52:22
1385376,0,08-12 06:52:23
1358868,1530,08-12 06:52:24
1260587,255,08-12 06:52:25
894459,0,08-12 06:52:26
1398128,0,08-12 06:52:27
1402229,0,08-12 06:52:28
1399204,0,08-12 06:52:29
1301394,0,08-12 06:52:30
1372704,0,08-12 06:52:31
1390641,42,08-12 06:52:32
1411476,0,08-12 06:52:33
1408946,0,08-12 06:52:34
1410228,95,08-12 06:52:35
1408889,0,08-12 06:52:36
1410330,0,08-12 06:52:37
1401407,0,08-12 06:52:38
1411480,0,08-12 06:52:39
1419614,0,08-12 06:52:40
1399664,0,08-12 06:52:41
1404369,0,08-12 06:52:42
1416515,0,08-12 06:52:43
1410053,0,08-12 06:52:44
1403079,95,08-12 06:52:45
1386770,0,08-12 06:52:46
1400907,0,08-12 06:52:47
1390206,0,08-12 06:52:48
1384134,0,08-12 06:52:49
1360614,0,08-12 06:52:50
1353979,964,08-12 06:52:51
947680,510,08-12 06:52:52
1406609,0,08-12 06:52:53
1403901,0,08-12 06:52:54
1406373,0,08-12 06:52:55
1421248,0,08-12 06:52:56
1425209,0,08-12 06:52:57
1410795,749,08-12 06:52:58
1377955,0,08-12 06:52:59
1360486,1020,08-12 06:53:00
1377835,0,08-12 06:53:01
