"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain7-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 22:07:10 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 22:07:10
0,0,27-07 22:07:11
0,0,27-07 22:07:12
0,0,27-07 22:07:13
0,0,27-07 22:07:14
0,0,27-07 22:07:15
0,0,27-07 22:07:16
0,0,27-07 22:07:17
0,0,27-07 22:07:18
0,0,27-07 22:07:19
0,0,27-07 22:07:20
95,95,27-07 22:07:21
1405057,16784,27-07 22:07:22
9539270,178428,27-07 22:07:23
10876316,188460,27-07 22:07:24
16185746,189834,27-07 22:07:25
15963276,152892,27-07 22:07:26
12816530,111108,27-07 22:07:27
11902820,241464,27-07 22:07:28
14625338,86172,27-07 22:07:29
11095258,125880,27-07 22:07:30
10331495,86753,27-07 22:07:31
9544176,137778,27-07 22:07:32
11144448,100212,27-07 22:07:33
15006690,263226,27-07 22:07:34
19366034,180342,27-07 22:07:35
12210326,103182,27-07 22:07:36
12913276,101874,27-07 22:07:37
12658418,322470,27-07 22:07:38
12816574,92802,27-07 22:07:39
13059572,107868,27-07 22:07:40
13048367,143309,27-07 22:07:41
12398550,142704,27-07 22:07:42
12444836,179226,27-07 22:07:43
12859590,304710,27-07 22:07:44
13198232,173874,27-07 22:07:45
10848492,99540,27-07 22:07:46
14321298,191892,27-07 22:07:47
13378602,144072,27-07 22:07:48
11366304,117306,27-07 22:07:49
13011706,189474,27-07 22:07:50
13097169,195437,27-07 22:07:51
13254308,130950,27-07 22:07:52
11732760,136926,27-07 22:07:53
13038586,158508,27-07 22:07:54
13755358,147462,27-07 22:07:55
11108084,126276,27-07 22:07:56
13965274,188598,27-07 22:07:57
13100406,158970,27-07 22:07:58
12202838,110868,27-07 22:07:59
10919118,129882,27-07 22:08:00
15189959,281921,27-07 22:08:01
12539060,170688,27-07 22:08:02
12636720,170688,27-07 22:08:03
10008522,165234,27-07 22:08:04
15369606,191046,27-07 22:08:05
12876838,150126,27-07 22:08:06
13199424,201534,27-07 22:08:07
13010324,129078,27-07 22:08:08
11898392,182070,27-07 22:08:09
12400934,275448,27-07 22:08:10
13992545,191663,27-07 22:08:11
12842226,140898,27-07 22:08:12
12279428,117150,27-07 22:08:13
12933734,271278,27-07 22:08:14
11692552,149670,27-07 22:08:15
13995596,155922,27-07 22:08:16
11528750,126414,27-07 22:08:17
13558578,184602,27-07 22:08:18
12539192,160872,27-07 22:08:19
13260720,147378,27-07 22:08:20
12126003,111245,27-07 22:08:21
13637342,221574,27-07 22:08:22
11612696,166254,27-07 22:08:23
12127760,145146,27-07 22:08:24
13896512,182934,27-07 22:08:25
12638838,206052,27-07 22:08:26
13292010,181218,27-07 22:08:27
12232876,181098,27-07 22:08:28
11634690,143190,27-07 22:08:29
14407236,174102,27-07 22:08:30
