"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain36-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 22:07:12 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 22:07:12
0,0,27-07 22:07:13
0,0,27-07 22:07:14
0,0,27-07 22:07:15
0,0,27-07 22:07:16
0,0,27-07 22:07:17
0,0,27-07 22:07:18
0,0,27-07 22:07:19
0,0,27-07 22:07:20
3879341,80174,27-07 22:07:21
13929557,272843,27-07 22:07:22
15591340,146340,27-07 22:07:23
8558068,194796,27-07 22:07:24
8413680,204054,27-07 22:07:25
9699064,232938,27-07 22:07:26
10495268,242220,27-07 22:07:27
12279230,210882,27-07 22:07:28
12587736,187692,27-07 22:07:29
15415376,153006,27-07 22:07:30
14140436,256482,27-07 22:07:31
23853603,143273,27-07 22:07:32
9889588,206454,27-07 22:07:33
11902012,213618,27-07 22:07:34
9746226,169230,27-07 22:07:35
8049130,203640,27-07 22:07:36
10140722,216930,27-07 22:07:37
15319984,170896,27-07 22:07:38
9684478,211986,27-07 22:07:39
19698564,175788,27-07 22:07:40
21860752,132552,27-07 22:07:41
11195085,146177,27-07 22:07:42
13463182,230586,27-07 22:07:43
12774046,168954,27-07 22:07:44
12081988,167514,27-07 22:07:45
12766300,164598,27-07 22:07:46
14131224,163074,27-07 22:07:47
11986050,158814,27-07 22:07:48
13416254,147768,27-07 22:07:49
11378806,173910,27-07 22:07:50
11972534,147030,27-07 22:07:51
14740221,167657,27-07 22:07:52
11587560,138764,27-07 22:07:53
13509116,111330,27-07 22:07:54
13114942,158292,27-07 22:07:55
10979036,124800,27-07 22:07:56
15087808,159306,27-07 22:07:57
12757750,257124,27-07 22:07:58
12326980,196104,27-07 22:07:59
12427758,112764,27-07 22:08:00
13200240,119862,27-07 22:08:01
12257659,165377,27-07 22:08:02
13491146,146496,27-07 22:08:03
10524346,151458,27-07 22:08:04
14630728,221244,27-07 22:08:05
11835146,167352,27-07 22:08:06
12027912,295338,27-07 22:08:07
15033210,269820,27-07 22:08:08
12514306,194424,27-07 22:08:09
11608138,137952,27-07 22:08:10
14204582,154824,27-07 22:08:11
12150667,167495,27-07 22:08:12
12632884,175308,27-07 22:08:13
12174710,193434,27-07 22:08:14
13655212,179052,27-07 22:08:15
13017242,186186,27-07 22:08:16
13066642,185016,27-07 22:08:17
12410834,132192,27-07 22:08:18
11992592,113004,27-07 22:08:19
13227770,138738,27-07 22:08:20
13114388,141252,27-07 22:08:21
11067697,174485,27-07 22:08:22
12196316,159000,27-07 22:08:23
14432330,220656,27-07 22:08:24
12135602,184974,27-07 22:08:25
13517320,160080,27-07 22:08:26
12845328,151350,27-07 22:08:27
10789230,146640,27-07 22:08:28
14799414,185718,27-07 22:08:29
13042032,142038,27-07 22:08:30
11979322,182826,27-07 22:08:31
13048928,156732,27-07 22:08:32
13473923,214343,27-07 22:08:33
12176768,143736,27-07 22:08:34
13165280,165150,27-07 22:08:35
12989092,159966,27-07 22:08:36
11671564,154152,27-07 22:08:37
13989620,180000,27-07 22:08:38
11218770,164766,27-07 22:08:39
13591354,183822,27-07 22:08:40
11943798,200598,27-07 22:08:41
13312304,197334,27-07 22:08:42
13365541,206189,27-07 22:08:43
13342942,196794,27-07 22:08:44
12067050,147432,27-07 22:08:45
13223720,191748,27-07 22:08:46
12191118,136140,27-07 22:08:47
12991040,207240,27-07 22:08:48
12253380,195912,27-07 22:08:49
13489560,193740,27-07 22:08:50
12488634,164832,27-07 22:08:51
12479650,193044,27-07 22:08:52
13477445,195479,27-07 22:08:53
12149772,197046,27-07 22:08:54
13268936,173034,27-07 22:08:55
12015634,160020,27-07 22:08:56
13856950,168732,27-07 22:08:57
12278430,170142,27-07 22:08:58
12334038,180306,27-07 22:08:59
13393246,182970,27-07 22:09:00
12955230,189048,27-07 22:09:01
11189632,177702,27-07 22:09:02
14465353,186893,27-07 22:09:03
11964272,169992,27-07 22:09:04
12993406,143580,27-07 22:09:05
12904368,174336,27-07 22:09:06
13278298,165108,27-07 22:09:07
12170310,136548,27-07 22:09:08
13287588,180522,27-07 22:09:09
12145346,139578,27-07 22:09:10
