"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain36-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","10 Dec 2017 01:35:54 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,10-12 01:35:54
0,0,10-12 01:35:55
95,95,10-12 01:35:56
0,0,10-12 01:35:57
0,0,10-12 01:35:58
4928504,0,10-12 01:35:59
10008158,0,10-12 01:36:00
10408856,247,10-12 01:36:01
9252619,255,10-12 01:36:02
11184579,255,10-12 01:36:03
5857374,765,10-12 01:36:04
11808318,0,10-12 01:36:05
10535671,0,10-12 01:36:06
8444092,0,10-12 01:36:07
6575198,0,10-12 01:36:08
6912642,0,10-12 01:36:09
7795756,0,10-12 01:36:10
7882230,510,10-12 01:36:11
10573997,0,10-12 01:36:12
9684713,0,10-12 01:36:13
8864949,247,10-12 01:36:14
8575465,255,10-12 01:36:15
6312900,42,10-12 01:36:16
6053182,1530,10-12 01:36:17
7301446,0,10-12 01:36:18
11634824,0,10-12 01:36:19
9244126,0,10-12 01:36:20
8476159,717,10-12 01:36:21
9158391,0,10-12 01:36:22
8503210,510,10-12 01:36:23
7726362,502,10-12 01:36:24
6394700,0,10-12 01:36:25
6803382,0,10-12 01:36:26
7844238,0,10-12 01:36:27
10822377,0,10-12 01:36:28
10557547,0,10-12 01:36:29
9458255,0,10-12 01:36:30
9480063,510,10-12 01:36:31
3013770,765,10-12 01:36:32
10279684,0,10-12 01:36:33
7909338,0,10-12 01:36:34
7535340,0,10-12 01:36:35
7621819,486,10-12 01:36:36
9808673,42,10-12 01:36:37
8694323,0,10-12 01:36:38
8799170,255,10-12 01:36:39
5386573,510,10-12 01:36:40
8329343,0,10-12 01:36:41
8448009,0,10-12 01:36:42
8654014,0,10-12 01:36:43
7582076,0,10-12 01:36:44
9293930,255,10-12 01:36:45
8892097,0,10-12 01:36:46
2585825,1530,10-12 01:36:47
8950210,0,10-12 01:36:48
11684435,0,10-12 01:36:49
10355026,0,10-12 01:36:50
7744979,42,10-12 01:36:51
9055121,765,10-12 01:36:52
5901891,0,10-12 01:36:53
6915638,765,10-12 01:36:54
4043117,0,10-12 01:36:55
8535411,0,10-12 01:36:56
7810915,0,10-12 01:36:57
7037597,0,10-12 01:36:58
10055140,510,10-12 01:36:59
7517311,255,10-12 01:37:00
5267676,765,10-12 01:37:01
7107998,0,10-12 01:37:02
10246909,0,10-12 01:37:03
9298040,0,10-12 01:37:04
8148974,486,10-12 01:37:05
8657743,0,10-12 01:37:06
7090569,765,10-12 01:37:07
6161879,510,10-12 01:37:08
6045503,494,10-12 01:37:09
8898361,0,10-12 01:37:10
8635009,0,10-12 01:37:11
9142617,0,10-12 01:37:12
7700763,0,10-12 01:37:13
7108871,510,10-12 01:37:14
10153876,757,10-12 01:37:15
5627741,510,10-12 01:37:16
6026560,0,10-12 01:37:17
8802850,0,10-12 01:37:18
10346303,0,10-12 01:37:19
10729815,956,10-12 01:37:20
11778639,255,10-12 01:37:21
12196049,247,10-12 01:37:22
6177338,255,10-12 01:37:23
8867945,0,10-12 01:37:24
8989173,0,10-12 01:37:25
9989830,42,10-12 01:37:26
9806039,0,10-12 01:37:27
8939556,1004,10-12 01:37:28
10822040,510,10-12 01:37:29
4215234,255,10-12 01:37:30
7399292,0,10-12 01:37:31
10443095,0,10-12 01:37:32
10040449,42,10-12 01:37:33
10097897,0,10-12 01:37:34
9074070,255,10-12 01:37:35
8513866,247,10-12 01:37:36
3117801,1275,10-12 01:37:37
5998773,0,10-12 01:37:38
7497388,0,10-12 01:37:39
9862312,0,10-12 01:37:40
7271972,0,10-12 01:37:41
8278265,0,10-12 01:37:42
7659229,255,10-12 01:37:43
7039885,1530,10-12 01:37:44
4114389,0,10-12 01:37:45
6217922,0,10-12 01:37:46
7314321,0,10-12 01:37:47
10811642,0,10-12 01:37:48
10898900,0,10-12 01:37:49
9140880,255,10-12 01:37:50
8603570,510,10-12 01:37:51
5765523,1020,10-12 01:37:52
10923569,0,10-12 01:37:53
9738125,0,10-12 01:37:54
9331136,0,10-12 01:37:55
7891643,0,10-12 01:37:56
8587067,255,10-12 01:37:57
7647084,255,10-12 01:37:58
6044416,239,10-12 01:37:59
9357260,0,10-12 01:38:00
7505162,42,10-12 01:38:01
8714803,239,10-12 01:38:02
10469008,0,10-12 01:38:03
7900207,0,10-12 01:38:04
7189529,510,10-12 01:38:05
5721339,510,10-12 01:38:06
9583198,0,10-12 01:38:07
7809164,0,10-12 01:38:08
8592931,0,10-12 01:38:09
6826734,510,10-12 01:38:10
