"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain15-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:53:38 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:53:38
0,0,19-07 07:53:39
0,0,19-07 07:53:40
0,0,19-07 07:53:41
0,0,19-07 07:53:42
0,0,19-07 07:53:43
0,0,19-07 07:53:44
0,0,19-07 07:53:45
0,0,19-07 07:53:46
0,0,19-07 07:53:47
3610,0,19-07 07:53:48
2471775,0,19-07 07:53:49
6133777,0,19-07 07:53:50
2647869,0,19-07 07:53:51
3520157,0,19-07 07:53:52
4470843,0,19-07 07:53:53
2608959,0,19-07 07:53:54
2252195,356,19-07 07:53:55
3336983,0,19-07 07:53:56
4509950,712,19-07 07:53:57
4465984,356,19-07 07:53:58
4507643,0,19-07 07:53:59
2823742,1780,19-07 07:54:00
791559,712,19-07 07:54:01
2551810,0,19-07 07:54:02
4390905,0,19-07 07:54:03
3496586,0,19-07 07:54:04
2906728,0,19-07 07:54:05
2433092,0,19-07 07:54:06
3454804,0,19-07 07:54:07
2969460,0,19-07 07:54:08
2117475,712,19-07 07:54:09
3786276,0,19-07 07:54:10
3557080,0,19-07 07:54:11
3656962,0,19-07 07:54:12
3805170,1424,19-07 07:54:13
3743602,356,19-07 07:54:14
555764,1068,19-07 07:54:15
770386,356,19-07 07:54:16
2805054,0,19-07 07:54:17
2673240,0,19-07 07:54:18
4434322,0,19-07 07:54:19
5839349,0,19-07 07:54:20
3370217,0,19-07 07:54:21
3298074,0,19-07 07:54:22
2676529,2136,19-07 07:54:23
2632342,0,19-07 07:54:24
4000256,0,19-07 07:54:25
3179801,0,19-07 07:54:26
5019837,712,19-07 07:54:27
4262659,0,19-07 07:54:28
752471,1068,19-07 07:54:29
630580,356,19-07 07:54:30
3564521,0,19-07 07:54:31
5649481,0,19-07 07:54:32
4767722,0,19-07 07:54:33
3283672,0,19-07 07:54:34
3730046,0,19-07 07:54:35
2227613,1068,19-07 07:54:36
4297463,0,19-07 07:54:37
4459843,712,19-07 07:54:38
4413172,712,19-07 07:54:39
4911426,0,19-07 07:54:40
1001488,712,19-07 07:54:41
661268,356,19-07 07:54:42
2002816,356,19-07 07:54:43
4046172,0,19-07 07:54:44
4762950,0,19-07 07:54:45
3348264,0,19-07 07:54:46
4222697,0,19-07 07:54:47
3310799,0,19-07 07:54:48
2543134,0,19-07 07:54:49
5721105,0,19-07 07:54:50
3458615,1068,19-07 07:54:51
3895319,356,19-07 07:54:52
2883797,712,19-07 07:54:53
3828258,356,19-07 07:54:54
847979,1068,19-07 07:54:55
826456,356,19-07 07:54:56
3527528,0,19-07 07:54:57
2744803,0,19-07 07:54:58
3541646,0,19-07 07:54:59
4342816,0,19-07 07:55:00
3441711,0,19-07 07:55:01
4252011,0,19-07 07:55:02
2754501,0,19-07 07:55:03
2550619,712,19-07 07:55:04
5161830,0,19-07 07:55:05
4273487,0,19-07 07:55:06
3493088,1068,19-07 07:55:07
3231359,0,19-07 07:55:08
3043171,1780,19-07 07:55:09
955681,356,19-07 07:55:10
1687224,0,19-07 07:55:11
3250231,0,19-07 07:55:12
3618042,0,19-07 07:55:13
5283416,0,19-07 07:55:14
5360133,0,19-07 07:55:15
5241228,0,19-07 07:55:16
2945003,712,19-07 07:55:17
3185583,0,19-07 07:55:18
3889303,712,19-07 07:55:19
3848820,1068,19-07 07:55:20
4550500,356,19-07 07:55:21
1514287,0,19-07 07:55:22
854070,1068,19-07 07:55:23
1912651,0,19-07 07:55:24
3063164,0,19-07 07:55:25
4994084,0,19-07 07:55:26
3673150,0,19-07 07:55:27
4053242,0,19-07 07:55:28
4052362,0,19-07 07:55:29
2236389,1424,19-07 07:55:30
2480297,0,19-07 07:55:31
4149598,1424,19-07 07:55:32
5074179,0,19-07 07:55:33
3278993,0,19-07 07:55:34
4233216,1068,19-07 07:55:35
733985,356,19-07 07:55:36
804920,356,19-07 07:55:37
3017770,0,19-07 07:55:38
3698289,0,19-07 07:55:39
3510288,0,19-07 07:55:40
3365897,0,19-07 07:55:41
3318765,0,19-07 07:55:42
5395363,0,19-07 07:55:43
2891600,2136,19-07 07:55:44
3256342,0,19-07 07:55:45
3650955,0,19-07 07:55:46
4794272,1068,19-07 07:55:47
3038067,356,19-07 07:55:48
3584242,0,19-07 07:55:49
676140,712,19-07 07:55:50
713606,356,19-07 07:55:51
3343237,0,19-07 07:55:52
4959265,0,19-07 07:55:53
4974672,0,19-07 07:55:54
5238112,0,19-07 07:55:55
3637497,0,19-07 07:55:56
4118854,356,19-07 07:55:57
5889387,0,19-07 07:55:58
5849853,0,19-07 07:55:59
