"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain23-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:53:38 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:53:38
0,0,19-07 07:53:39
0,0,19-07 07:53:40
0,0,19-07 07:53:41
0,0,19-07 07:53:42
0,0,19-07 07:53:43
0,0,19-07 07:53:44
0,0,19-07 07:53:45
0,0,19-07 07:53:46
0,0,19-07 07:53:47
0,0,19-07 07:53:48
0,0,19-07 07:53:49
0,0,19-07 07:53:50
1826335,0,19-07 07:53:51
4346999,0,19-07 07:53:52
3914869,0,19-07 07:53:53
3333612,0,19-07 07:53:54
4699688,0,19-07 07:53:55
3835381,0,19-07 07:53:56
3738825,1780,19-07 07:53:57
4329777,0,19-07 07:53:58
3762737,712,19-07 07:53:59
5301529,356,19-07 07:54:00
3519343,356,19-07 07:54:01
879256,0,19-07 07:54:02
1744215,712,19-07 07:54:03
2899280,0,19-07 07:54:04
5899673,0,19-07 07:54:05
5131557,0,19-07 07:54:06
5426408,0,19-07 07:54:07
5253144,0,19-07 07:54:08
3725120,1068,19-07 07:54:09
4304146,1068,19-07 07:54:10
4476713,712,19-07 07:54:11
2838406,0,19-07 07:54:12
4759281,356,19-07 07:54:13
1152810,712,19-07 07:54:14
1079119,356,19-07 07:54:15
4083033,0,19-07 07:54:16
2554136,0,19-07 07:54:17
4002290,0,19-07 07:54:18
3759312,0,19-07 07:54:19
4336364,0,19-07 07:54:20
2076707,0,19-07 07:54:21
3809498,2136,19-07 07:54:22
5084429,0,19-07 07:54:23
4804294,712,19-07 07:54:24
3481842,356,19-07 07:54:25
3604671,356,19-07 07:54:26
748212,356,19-07 07:54:27
617533,356,19-07 07:54:28
3210467,0,19-07 07:54:29
3247395,0,19-07 07:54:30
4162808,0,19-07 07:54:31
3177250,0,19-07 07:54:32
3101270,0,19-07 07:54:33
3271917,0,19-07 07:54:34
3009474,0,19-07 07:54:35
2073808,0,19-07 07:54:36
4247932,0,19-07 07:54:37
4663230,356,19-07 07:54:38
2829434,0,19-07 07:54:39
3860069,0,19-07 07:54:40
2241823,356,19-07 07:54:41
945681,1424,19-07 07:54:42
2599657,0,19-07 07:54:43
5133399,0,19-07 07:54:44
5623508,0,19-07 07:54:45
3821027,0,19-07 07:54:46
3656548,0,19-07 07:54:47
3033114,0,19-07 07:54:48
1971014,356,19-07 07:54:49
3706536,0,19-07 07:54:50
2993864,356,19-07 07:54:51
3708623,0,19-07 07:54:52
2666841,0,19-07 07:54:53
3741019,712,19-07 07:54:54
475818,712,19-07 07:54:55
776658,1424,19-07 07:54:56
2217426,0,19-07 07:54:57
3063479,0,19-07 07:54:58
3611386,0,19-07 07:54:59
3602476,0,19-07 07:55:00
2898213,0,19-07 07:55:01
5043723,0,19-07 07:55:02
3074309,712,19-07 07:55:03
3954702,0,19-07 07:55:04
3851805,0,19-07 07:55:05
4510957,1068,19-07 07:55:06
3439465,356,19-07 07:55:07
3290051,0,19-07 07:55:08
784872,712,19-07 07:55:09
1211209,356,19-07 07:55:10
3209785,0,19-07 07:55:11
5532774,0,19-07 07:55:12
4562281,0,19-07 07:55:13
4127089,0,19-07 07:55:14
4224380,0,19-07 07:55:15
2544344,0,19-07 07:55:16
5333230,0,19-07 07:55:17
2722195,0,19-07 07:55:18
4766085,0,19-07 07:55:19
5160859,356,19-07 07:55:20
632004,1780,19-07 07:55:21
1008954,356,19-07 07:55:22
2809557,0,19-07 07:55:23
2957160,0,19-07 07:55:24
3251576,0,19-07 07:55:25
3509248,0,19-07 07:55:26
3569583,0,19-07 07:55:27
4500539,0,19-07 07:55:28
3516341,0,19-07 07:55:29
1841582,356,19-07 07:55:30
3531614,0,19-07 07:55:31
4116978,0,19-07 07:55:32
4963133,712,19-07 07:55:33
4694512,0,19-07 07:55:34
808470,1780,19-07 07:55:35
1092920,356,19-07 07:55:36
2939022,0,19-07 07:55:37
3434430,0,19-07 07:55:38
5560105,0,19-07 07:55:39
4612612,0,19-07 07:55:40
3475274,0,19-07 07:55:41
2448510,0,19-07 07:55:42
3676730,0,19-07 07:55:43
4867318,0,19-07 07:55:44
4288058,712,19-07 07:55:45
4611636,0,19-07 07:55:46
2931312,712,19-07 07:55:47
527883,1424,19-07 07:55:48
852594,356,19-07 07:55:49
2920098,0,19-07 07:55:50
3287659,0,19-07 07:55:51
4018920,0,19-07 07:55:52
3454074,0,19-07 07:55:53
6081679,0,19-07 07:55:54
3692814,356,19-07 07:55:55
3986348,0,19-07 07:55:56
6089509,0,19-07 07:55:57
5047462,0,19-07 07:55:58
4553936,712,19-07 07:55:59
5230753,1780,19-07 07:56:00
1171423,356,19-07 07:56:01
5482990,0,19-07 07:56:02
