"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain38-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:53:38 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:53:38
0,0,19-07 07:53:39
0,0,19-07 07:53:40
0,0,19-07 07:53:41
0,0,19-07 07:53:42
0,0,19-07 07:53:43
0,0,19-07 07:53:44
0,0,19-07 07:53:45
0,0,19-07 07:53:46
0,0,19-07 07:53:47
0,0,19-07 07:53:48
0,0,19-07 07:53:49
148202,0,19-07 07:53:50
3440871,0,19-07 07:53:51
4484709,0,19-07 07:53:52
5210123,0,19-07 07:53:53
5141991,0,19-07 07:53:54
2671312,0,19-07 07:53:55
1676482,2136,19-07 07:53:56
2834267,0,19-07 07:53:57
3914401,0,19-07 07:53:58
3903207,0,19-07 07:53:59
3372303,0,19-07 07:54:00
4380602,356,19-07 07:54:01
655030,1424,19-07 07:54:02
679174,356,19-07 07:54:03
1250359,356,19-07 07:54:04
3235469,0,19-07 07:54:05
3985891,0,19-07 07:54:06
4545756,0,19-07 07:54:07
3824932,0,19-07 07:54:08
5817844,0,19-07 07:54:09
2900400,0,19-07 07:54:10
3489190,0,19-07 07:54:11
4037756,0,19-07 07:54:12
4674540,0,19-07 07:54:13
5019954,0,19-07 07:54:14
614576,1068,19-07 07:54:15
650137,1424,19-07 07:54:16
2265233,0,19-07 07:54:17
5432981,0,19-07 07:54:18
3986684,0,19-07 07:54:19
3970306,0,19-07 07:54:20
5024810,0,19-07 07:54:21
2147302,356,19-07 07:54:22
4614865,0,19-07 07:54:23
4648870,1068,19-07 07:54:24
4521616,1068,19-07 07:54:25
3658505,0,19-07 07:54:26
2568564,0,19-07 07:54:27
459680,1068,19-07 07:54:28
801953,712,19-07 07:54:29
2981918,0,19-07 07:54:30
2873829,0,19-07 07:54:31
4502905,0,19-07 07:54:32
5339311,0,19-07 07:54:33
5352825,0,19-07 07:54:34
3369235,356,19-07 07:54:35
4205799,0,19-07 07:54:36
3741017,712,19-07 07:54:37
4130054,0,19-07 07:54:38
5500634,0,19-07 07:54:39
604366,0,19-07 07:54:40
427899,1068,19-07 07:54:41
4391497,0,19-07 07:54:42
5263965,0,19-07 07:54:43
5030864,0,19-07 07:54:44
5418148,0,19-07 07:54:45
3252431,712,19-07 07:54:46
3857469,712,19-07 07:54:47
4569774,356,19-07 07:54:48
3521465,1068,19-07 07:54:49
5320798,0,19-07 07:54:50
492282,712,19-07 07:54:51
660315,356,19-07 07:54:52
1773182,0,19-07 07:54:53
4533481,0,19-07 07:54:54
4979010,0,19-07 07:54:55
5209900,0,19-07 07:54:56
5415313,0,19-07 07:54:57
4479017,712,19-07 07:54:58
3715405,0,19-07 07:54:59
3302219,1424,19-07 07:55:00
2451543,1068,19-07 07:55:01
4629520,356,19-07 07:55:02
3579419,356,19-07 07:55:03
865124,356,19-07 07:55:04
1637082,0,19-07 07:55:05
4903552,0,19-07 07:55:06
3989277,0,19-07 07:55:07
5586498,0,19-07 07:55:08
2883844,0,19-07 07:55:09
4625535,0,19-07 07:55:10
2232969,0,19-07 07:55:11
3656456,0,19-07 07:55:12
4262794,712,19-07 07:55:13
4172929,712,19-07 07:55:14
6232765,356,19-07 07:55:15
670509,1424,19-07 07:55:16
1035653,0,19-07 07:55:17
2804264,0,19-07 07:55:18
2682507,0,19-07 07:55:19
3840318,0,19-07 07:55:20
4663225,0,19-07 07:55:21
3005764,0,19-07 07:55:22
4233396,0,19-07 07:55:23
3534270,0,19-07 07:55:24
4730848,0,19-07 07:55:25
3642238,356,19-07 07:55:26
4828984,1068,19-07 07:55:27
5189145,712,19-07 07:55:28
1358094,712,19-07 07:55:29
1135031,0,19-07 07:55:30
3192693,0,19-07 07:55:31
2496821,0,19-07 07:55:32
4915841,0,19-07 07:55:33
3371412,0,19-07 07:55:34
4315763,0,19-07 07:55:35
3643729,0,19-07 07:55:36
1887949,0,19-07 07:55:37
4860732,0,19-07 07:55:38
4221472,712,19-07 07:55:39
3206503,356,19-07 07:55:40
3039942,356,19-07 07:55:41
2790902,356,19-07 07:55:42
902712,712,19-07 07:55:43
2048877,356,19-07 07:55:44
3844034,0,19-07 07:55:45
4810534,0,19-07 07:55:46
3505616,0,19-07 07:55:47
4715322,0,19-07 07:55:48
3684386,0,19-07 07:55:49
4406618,1780,19-07 07:55:50
3828467,356,19-07 07:55:51
4050149,712,19-07 07:55:52
3494433,0,19-07 07:55:53
3362928,712,19-07 07:55:54
1031210,356,19-07 07:55:55
2282515,356,19-07 07:55:56
4673879,0,19-07 07:55:57
6625736,0,19-07 07:55:58
5947313,0,19-07 07:55:59
5881258,712,19-07 07:56:00
5791818,0,19-07 07:56:01
6732080,0,19-07 07:56:02
6735247,712,19-07 07:56:03
5359562,1424,19-07 07:56:04
3405500,356,19-07 07:56:05
8006878,0,19-07 07:56:06
8167577,0,19-07 07:56:07
8780952,0,19-07 07:56:08
