"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain31-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:53:38 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:53:38
0,0,19-07 07:53:39
0,0,19-07 07:53:40
0,0,19-07 07:53:41
0,0,19-07 07:53:42
0,0,19-07 07:53:43
0,0,19-07 07:53:44
0,0,19-07 07:53:45
0,0,19-07 07:53:46
0,0,19-07 07:53:47
0,0,19-07 07:53:48
0,0,19-07 07:53:49
58939,0,19-07 07:53:50
555286,0,19-07 07:53:51
4036923,0,19-07 07:53:52
3630496,0,19-07 07:53:53
6128975,0,19-07 07:53:54
4921890,0,19-07 07:53:55
2051739,0,19-07 07:53:56
4299799,0,19-07 07:53:57
4667498,0,19-07 07:53:58
4687346,1068,19-07 07:53:59
3875185,0,19-07 07:54:00
2487211,712,19-07 07:54:01
885109,1424,19-07 07:54:02
3495558,0,19-07 07:54:03
4826207,0,19-07 07:54:04
5666884,0,19-07 07:54:05
3115753,0,19-07 07:54:06
3702657,0,19-07 07:54:07
2945784,356,19-07 07:54:08
3397428,0,19-07 07:54:09
5747282,0,19-07 07:54:10
3026998,0,19-07 07:54:11
4259180,0,19-07 07:54:12
4128757,356,19-07 07:54:13
495955,1068,19-07 07:54:14
832607,1424,19-07 07:54:15
2885277,0,19-07 07:54:16
5059249,0,19-07 07:54:17
5781156,0,19-07 07:54:18
3473611,0,19-07 07:54:19
6887483,0,19-07 07:54:20
3015965,1068,19-07 07:54:21
2737917,0,19-07 07:54:22
4617107,0,19-07 07:54:23
4181500,0,19-07 07:54:24
3335701,0,19-07 07:54:25
4688188,356,19-07 07:54:26
601015,2136,19-07 07:54:27
824160,0,19-07 07:54:28
2392445,0,19-07 07:54:29
3210783,0,19-07 07:54:30
5772166,0,19-07 07:54:31
6895713,0,19-07 07:54:32
5164944,0,19-07 07:54:33
2518575,0,19-07 07:54:34
2327065,2136,19-07 07:54:35
4201770,356,19-07 07:54:36
5020405,356,19-07 07:54:37
5281649,0,19-07 07:54:38
1842911,712,19-07 07:54:39
864380,356,19-07 07:54:40
2269522,0,19-07 07:54:41
3874064,0,19-07 07:54:42
4117232,0,19-07 07:54:43
4492823,0,19-07 07:54:44
4597733,0,19-07 07:54:45
2430791,0,19-07 07:54:46
2496411,1068,19-07 07:54:47
3725006,0,19-07 07:54:48
5464663,0,19-07 07:54:49
3523081,356,19-07 07:54:50
5433352,0,19-07 07:54:51
749619,1068,19-07 07:54:52
1413321,1068,19-07 07:54:53
4078687,0,19-07 07:54:54
4434670,0,19-07 07:54:55
5529304,0,19-07 07:54:56
6183166,0,19-07 07:54:57
3021045,2136,19-07 07:54:58
6459105,0,19-07 07:54:59
4484813,712,19-07 07:55:00
4905195,0,19-07 07:55:01
4176243,0,19-07 07:55:02
796686,1068,19-07 07:55:03
1134876,0,19-07 07:55:04
4220820,0,19-07 07:55:05
4639760,0,19-07 07:55:06
5266284,0,19-07 07:55:07
4284169,0,19-07 07:55:08
5394646,0,19-07 07:55:09
3063774,0,19-07 07:55:10
4777776,0,19-07 07:55:11
4726755,712,19-07 07:55:12
4501843,356,19-07 07:55:13
3843553,1780,19-07 07:55:14
1056013,356,19-07 07:55:15
1762307,0,19-07 07:55:16
4733299,0,19-07 07:55:17
3909130,0,19-07 07:55:18
4375446,0,19-07 07:55:19
5225978,0,19-07 07:55:20
2499133,0,19-07 07:55:21
5499169,0,19-07 07:55:22
4917960,356,19-07 07:55:23
3335548,1068,19-07 07:55:24
4068170,0,19-07 07:55:25
2538062,1424,19-07 07:55:26
511678,712,19-07 07:55:27
1788678,356,19-07 07:55:28
4901164,0,19-07 07:55:29
4648246,0,19-07 07:55:30
3825647,0,19-07 07:55:31
4642695,0,19-07 07:55:32
3093610,0,19-07 07:55:33
3878175,0,19-07 07:55:34
4101389,0,19-07 07:55:35
5154150,0,19-07 07:55:36
2906425,356,19-07 07:55:37
5346424,2136,19-07 07:55:38
525918,0,19-07 07:55:39
997100,712,19-07 07:55:40
3936734,0,19-07 07:55:41
4169586,0,19-07 07:55:42
5508836,0,19-07 07:55:43
5134919,0,19-07 07:55:44
2868273,0,19-07 07:55:45
2951607,0,19-07 07:55:46
3816343,712,19-07 07:55:47
4650010,0,19-07 07:55:48
5237458,0,19-07 07:55:49
5649062,0,19-07 07:55:50
2020944,1068,19-07 07:55:51
1026176,1424,19-07 07:55:52
1152821,0,19-07 07:55:53
4281461,0,19-07 07:55:54
5517036,0,19-07 07:55:55
5400553,0,19-07 07:55:56
5988580,0,19-07 07:55:57
4033198,356,19-07 07:55:58
6530666,0,19-07 07:55:59
6364691,712,19-07 07:56:00
7014951,0,19-07 07:56:01
2879784,1424,19-07 07:56:02
3443416,712,19-07 07:56:03
8196660,0,19-07 07:56:04
8741777,0,19-07 07:56:05
