"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain35-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:53:38 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:53:38
0,0,19-07 07:53:39
0,0,19-07 07:53:40
0,0,19-07 07:53:41
0,0,19-07 07:53:42
0,0,19-07 07:53:43
0,0,19-07 07:53:44
0,0,19-07 07:53:45
0,0,19-07 07:53:46
0,0,19-07 07:53:47
2577732,0,19-07 07:53:48
7993646,0,19-07 07:53:49
5356432,0,19-07 07:53:50
6204296,0,19-07 07:53:51
2929608,356,19-07 07:53:52
3294617,712,19-07 07:53:53
4278437,0,19-07 07:53:54
3911815,712,19-07 07:53:55
3237314,712,19-07 07:53:56
5989510,0,19-07 07:53:57
575234,712,19-07 07:53:58
766475,356,19-07 07:53:59
2141538,0,19-07 07:54:00
4346188,0,19-07 07:54:01
4909686,0,19-07 07:54:02
4562768,0,19-07 07:54:03
3285401,0,19-07 07:54:04
4870738,0,19-07 07:54:05
1971564,712,19-07 07:54:06
5405710,0,19-07 07:54:07
3390405,1780,19-07 07:54:08
4244094,712,19-07 07:54:09
4170857,0,19-07 07:54:10
1245947,712,19-07 07:54:11
671116,356,19-07 07:54:12
1352015,0,19-07 07:54:13
4055249,0,19-07 07:54:14
3315341,0,19-07 07:54:15
4180448,0,19-07 07:54:16
4640211,0,19-07 07:54:17
5165900,0,19-07 07:54:18
2941107,356,19-07 07:54:19
2323316,356,19-07 07:54:20
3336430,0,19-07 07:54:21
4291864,1780,19-07 07:54:22
3577009,356,19-07 07:54:23
2546167,356,19-07 07:54:24
3780729,356,19-07 07:54:25
633241,712,19-07 07:54:26
949890,0,19-07 07:54:27
3866877,0,19-07 07:54:28
4159457,0,19-07 07:54:29
4493984,0,19-07 07:54:30
3553455,0,19-07 07:54:31
3306818,0,19-07 07:54:32
2471098,712,19-07 07:54:33
4705539,712,19-07 07:54:34
3057866,712,19-07 07:54:35
3534312,1068,19-07 07:54:36
5123470,356,19-07 07:54:37
500628,356,19-07 07:54:38
797192,356,19-07 07:54:39
1411484,0,19-07 07:54:40
3594697,0,19-07 07:54:41
3027024,0,19-07 07:54:42
4232068,0,19-07 07:54:43
3682501,0,19-07 07:54:44
4979569,0,19-07 07:54:45
2895831,356,19-07 07:54:46
2192196,0,19-07 07:54:47
3734445,0,19-07 07:54:48
4129386,0,19-07 07:54:49
4864392,0,19-07 07:54:50
3995309,0,19-07 07:54:51
2560527,0,19-07 07:54:52
510121,1780,19-07 07:54:53
694231,712,19-07 07:54:54
2867791,0,19-07 07:54:55
4271389,0,19-07 07:54:56
5062238,0,19-07 07:54:57
3474737,0,19-07 07:54:58
4064139,0,19-07 07:54:59
4105961,0,19-07 07:55:00
2548938,0,19-07 07:55:01
6522517,0,19-07 07:55:02
4452136,356,19-07 07:55:03
3936561,712,19-07 07:55:04
4529139,1068,19-07 07:55:05
909669,356,19-07 07:55:06
2847004,0,19-07 07:55:07
5579829,0,19-07 07:55:08
6585710,0,19-07 07:55:09
5524495,0,19-07 07:55:10
6200521,0,19-07 07:55:11
3243696,2136,19-07 07:55:12
2292727,0,19-07 07:55:13
3354513,0,19-07 07:55:14
4138732,0,19-07 07:55:15
3055649,712,19-07 07:55:16
5453916,0,19-07 07:55:17
661015,1424,19-07 07:55:18
817483,356,19-07 07:55:19
2931632,0,19-07 07:55:20
4748088,0,19-07 07:55:21
3178344,0,19-07 07:55:22
3611521,0,19-07 07:55:23
3860469,0,19-07 07:55:24
3879728,0,19-07 07:55:25
2453407,1068,19-07 07:55:26
3600035,0,19-07 07:55:27
2632814,0,19-07 07:55:28
4073760,356,19-07 07:55:29
4208684,712,19-07 07:55:30
4076413,356,19-07 07:55:31
484817,1068,19-07 07:55:32
739563,712,19-07 07:55:33
2327747,0,19-07 07:55:34
3838306,0,19-07 07:55:35
5408718,0,19-07 07:55:36
4125097,0,19-07 07:55:37
4801308,0,19-07 07:55:38
3747131,712,19-07 07:55:39
3274794,356,19-07 07:55:40
4701245,0,19-07 07:55:41
3734105,0,19-07 07:55:42
3508236,0,19-07 07:55:43
4906586,356,19-07 07:55:44
723255,1780,19-07 07:55:45
699808,356,19-07 07:55:46
3645507,0,19-07 07:55:47
3580294,0,19-07 07:55:48
6353754,0,19-07 07:55:49
5063096,0,19-07 07:55:50
5395025,0,19-07 07:55:51
2527301,1424,19-07 07:55:52
5121896,356,19-07 07:55:53
5171462,0,19-07 07:55:54
5498328,1068,19-07 07:55:55
3994996,356,19-07 07:55:56
1634362,356,19-07 07:55:57
861592,712,19-07 07:55:58
3934815,0,19-07 07:55:59
4461309,0,19-07 07:56:00
6639620,0,19-07 07:56:01
7091566,0,19-07 07:56:02
6888888,0,19-07 07:56:03
6517449,356,19-07 07:56:04
7779115,1780,19-07 07:56:05
8130055,356,19-07 07:56:06
5231945,712,19-07 07:56:07
