"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain12-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","08 Dec 2017 01:09:25 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,08-12 01:09:25
0,0,08-12 01:09:26
95,95,08-12 01:09:27
0,0,08-12 01:09:28
0,0,08-12 01:09:29
0,0,08-12 01:09:30
0,0,08-12 01:09:31
84,84,08-12 01:09:32
0,0,08-12 01:09:33
0,0,08-12 01:09:34
0,0,08-12 01:09:35
0,0,08-12 01:09:36
95,95,08-12 01:09:37
0,0,08-12 01:09:38
0,0,08-12 01:09:39
0,0,08-12 01:09:40
0,0,08-12 01:09:41
0,0,08-12 01:09:42
0,0,08-12 01:09:43
0,0,08-12 01:09:44
0,0,08-12 01:09:45
0,0,08-12 01:09:46
95,95,08-12 01:09:47
0,0,08-12 01:09:48
1287870,0,08-12 01:09:49
1327429,0,08-12 01:09:50
1285652,0,08-12 01:09:51
1421137,0,08-12 01:09:52
1407990,0,08-12 01:09:53
1411358,42,08-12 01:09:54
1410156,0,08-12 01:09:55
1410806,95,08-12 01:09:56
1407892,0,08-12 01:09:57
1404499,0,08-12 01:09:58
1381824,0,08-12 01:09:59
1405869,0,08-12 01:10:00
1409753,0,08-12 01:10:01
1420661,42,08-12 01:10:02
1418217,0,08-12 01:10:03
1398066,0,08-12 01:10:04
1412563,0,08-12 01:10:05
1399190,95,08-12 01:10:06
1404788,0,08-12 01:10:07
1407315,0,08-12 01:10:08
1409889,0,08-12 01:10:09
1402590,0,08-12 01:10:10
1393623,0,08-12 01:10:11
1358455,1434,08-12 01:10:12
1384595,0,08-12 01:10:13
960469,255,08-12 01:10:14
1396323,42,08-12 01:10:15
1380606,0,08-12 01:10:16
1402271,0,08-12 01:10:17
1423185,0,08-12 01:10:18
1413929,0,08-12 01:10:19
1367951,749,08-12 01:10:20
1360811,255,08-12 01:10:21
1369244,1020,08-12 01:10:22
1380149,0,08-12 01:10:23
1408592,255,08-12 01:10:24
1387002,255,08-12 01:10:25
1389329,0,08-12 01:10:26
1359794,510,08-12 01:10:27
1332782,510,08-12 01:10:28
1389139,42,08-12 01:10:29
1385227,0,08-12 01:10:30
1379945,0,08-12 01:10:31
1377782,0,08-12 01:10:32
1399904,255,08-12 01:10:33
1300099,1275,08-12 01:10:34
1216185,297,08-12 01:10:35
940208,0,08-12 01:10:36
1370805,0,08-12 01:10:37
1372936,0,08-12 01:10:38
1386906,0,08-12 01:10:39
1302030,0,08-12 01:10:40
1395274,0,08-12 01:10:41
1389366,0,08-12 01:10:42
1406130,0,08-12 01:10:43
1398969,95,08-12 01:10:44
1408606,0,08-12 01:10:45
1405050,0,08-12 01:10:46
1382086,0,08-12 01:10:47
1369443,0,08-12 01:10:48
1392135,0,08-12 01:10:49
1398821,0,08-12 01:10:50
1348285,0,08-12 01:10:51
1295022,0,08-12 01:10:52
1391427,0,08-12 01:10:53
1410885,95,08-12 01:10:54
1396185,0,08-12 01:10:55
1404792,42,08-12 01:10:56
1404762,0,08-12 01:10:57
1395816,0,08-12 01:10:58
1388143,0,08-12 01:10:59
1352995,1476,08-12 01:11:00
1376409,0,08-12 01:11:01
949328,255,08-12 01:11:02
1378938,0,08-12 01:11:03
1401993,0,08-12 01:11:04
1354344,0,08-12 01:11:05
1353043,0,08-12 01:11:06
1382399,0,08-12 01:11:07
1398277,749,08-12 01:11:08
1384482,0,08-12 01:11:09
1354884,510,08-12 01:11:10
1401434,765,08-12 01:11:11
1412491,255,08-12 01:11:12
1370756,255,08-12 01:11:13
1381036,255,08-12 01:11:14
1377438,0,08-12 01:11:15
1326009,510,08-12 01:11:16
1331676,297,08-12 01:11:17
1385455,0,08-12 01:11:18
1380331,0,08-12 01:11:19
1359337,0,08-12 01:11:20
1368264,0,08-12 01:11:21
1276596,255,08-12 01:11:22
1273728,1020,08-12 01:11:23
935226,510,08-12 01:11:24
1388606,0,08-12 01:11:25
1406520,0,08-12 01:11:26
1401370,42,08-12 01:11:27
1297972,0,08-12 01:11:28
1410074,0,08-12 01:11:29
1397000,0,08-12 01:11:30
1399507,0,08-12 01:11:31
1369963,0,08-12 01:11:32
1404080,95,08-12 01:11:33
1386017,0,08-12 01:11:34
1368934,0,08-12 01:11:35
1377196,0,08-12 01:11:36
1370302,42,08-12 01:11:37
1402520,0,08-12 01:11:38
1417525,0,08-12 01:11:39
1417059,0,08-12 01:11:40
1389739,0,08-12 01:11:41
1416156,0,08-12 01:11:42
1391741,95,08-12 01:11:43
1397003,0,08-12 01:11:44
1358697,0,08-12 01:11:45
1396092,0,08-12 01:11:46
1384495,0,08-12 01:11:47
1386656,0,08-12 01:11:48
1301099,1434,08-12 01:11:49
1353244,0,08-12 01:11:50
952567,255,08-12 01:11:51
1404741,0,08-12 01:11:52
1393035,0,08-12 01:11:53
1390815,42,08-12 01:11:54
1412833,0,08-12 01:11:55
1423622,0,08-12 01:11:56
1387206,749,08-12 01:11:57
1355664,552,08-12 01:11:58
1362159,765,08-12 01:11:59
1386185,255,08-12 01:12:00
1401173,0,08-12 01:12:01
1376625,255,08-12 01:12:02
1380192,255,08-12 01:12:03
1358339,510,08-12 01:12:04
1331304,255,08-12 01:12:05
1386926,0,08-12 01:12:06
1382697,0,08-12 01:12:07
1363055,0,08-12 01:12:08
1378134,0,08-12 01:12:09
1394191,0,08-12 01:12:10
1308302,1259,08-12 01:12:11
1221704,510,08-12 01:12:12
965609,0,08-12 01:12:13
1394040,0,08-12 01:12:14
1400646,0,08-12 01:12:15
1393664,0,08-12 01:12:16
1298261,0,08-12 01:12:17
1407818,0,08-12 01:12:18
1393322,42,08-12 01:12:19
1407157,0,08-12 01:12:20
1408820,95,08-12 01:12:21
1370035,0,08-12 01:12:22
1376806,0,08-12 01:12:23
1376982,0,08-12 01:12:24
1370946,0,08-12 01:12:25
1392373,0,08-12 01:12:26
1372763,42,08-12 01:12:27
1372852,0,08-12 01:12:28
1389859,0,08-12 01:12:29
1414507,0,08-12 01:12:30
1412313,95,08-12 01:12:31
1402340,0,08-12 01:12:32
1401553,0,08-12 01:12:33
1398265,0,08-12 01:12:34
1403052,0,08-12 01:12:35
1400291,0,08-12 01:12:36
1338956,478,08-12 01:12:37
1378402,494,08-12 01:12:38
956006,510,08-12 01:12:39
1390674,0,08-12 01:12:40
1382337,0,08-12 01:12:41
1390128,0,08-12 01:12:42
1417390,0,08-12 01:12:43
1425568,0,08-12 01:12:44
1396807,749,08-12 01:12:45
1366786,0,08-12 01:12:46
1380996,0,08-12 01:12:47
1395405,510,08-12 01:12:48
1382399,1020,08-12 01:12:49
1373472,255,08-12 01:12:50
1380077,255,08-12 01:12:51
1372124,0,08-12 01:12:52
1360774,510,08-12 01:12:53
1327098,255,08-12 01:12:54
1366359,0,08-12 01:12:55
