"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain43-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","08 Dec 2017 01:09:30 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,08-12 01:09:30
0,0,08-12 01:09:31
0,0,08-12 01:09:32
0,0,08-12 01:09:33
95,95,08-12 01:09:34
0,0,08-12 01:09:35
0,0,08-12 01:09:36
0,0,08-12 01:09:37
0,0,08-12 01:09:38
0,0,08-12 01:09:39
0,0,08-12 01:09:40
0,0,08-12 01:09:41
0,0,08-12 01:09:42
0,0,08-12 01:09:43
95,95,08-12 01:09:44
0,0,08-12 01:09:45
0,0,08-12 01:09:46
0,0,08-12 01:09:47
0,0,08-12 01:09:48
0,0,08-12 01:09:49
0,0,08-12 01:09:50
0,0,08-12 01:09:51
0,0,08-12 01:09:52
0,0,08-12 01:09:53
95,95,08-12 01:09:54
0,0,08-12 01:09:55
0,0,08-12 01:09:56
0,0,08-12 01:09:57
0,0,08-12 01:09:58
0,0,08-12 01:09:59
0,0,08-12 01:10:00
283357,0,08-12 01:10:01
1082394,0,08-12 01:10:02
1364088,0,08-12 01:10:03
1263046,95,08-12 01:10:04
1395141,0,08-12 01:10:05
1372022,0,08-12 01:10:06
1364460,42,08-12 01:10:07
1357106,0,08-12 01:10:08
1380506,42,08-12 01:10:09
1347327,0,08-12 01:10:10
1356434,0,08-12 01:10:11
1316274,0,08-12 01:10:12
1372235,0,08-12 01:10:13
1377718,95,08-12 01:10:14
1396122,0,08-12 01:10:15
1355045,0,08-12 01:10:16
1365106,0,08-12 01:10:17
1369939,0,08-12 01:10:18
1359671,0,08-12 01:10:19
1353979,0,08-12 01:10:20
1379788,0,08-12 01:10:21
1389559,0,08-12 01:10:22
1383267,0,08-12 01:10:23
1372390,95,08-12 01:10:24
1338472,1434,08-12 01:10:25
1340766,0,08-12 01:10:26
890298,0,08-12 01:10:27
1358684,0,08-12 01:10:28
1377135,0,08-12 01:10:29
1384656,0,08-12 01:10:30
1352884,0,08-12 01:10:31
1369008,0,08-12 01:10:32
1333575,0,08-12 01:10:33
1361246,0,08-12 01:10:34
1317538,95,08-12 01:10:35
1378398,0,08-12 01:10:36
1365948,255,08-12 01:10:37
1375940,0,08-12 01:10:38
1362640,0,08-12 01:10:39
1371122,0,08-12 01:10:40
1331969,0,08-12 01:10:41
1312240,494,08-12 01:10:42
1329550,42,08-12 01:10:43
1363821,0,08-12 01:10:44
1350919,0,08-12 01:10:45
1370910,0,08-12 01:10:46
1369492,1275,08-12 01:10:47
1232904,297,08-12 01:10:48
1233343,510,08-12 01:10:49
1013682,0,08-12 01:10:50
1383767,0,08-12 01:10:51
1353637,0,08-12 01:10:52
1365179,0,08-12 01:10:53
1278560,0,08-12 01:10:54
1397899,0,08-12 01:10:55
1365944,0,08-12 01:10:56
1373571,0,08-12 01:10:57
