"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain62-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","11 Dec 2017 21:28:13 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,11-12 21:28:13
0,0,11-12 21:28:14
0,0,11-12 21:28:15
136317,4933,11-12 21:28:16
1352300,32010,11-12 21:28:17
1352960,32748,11-12 21:28:18
1332726,23100,11-12 21:28:19
1350848,29568,11-12 21:28:20
1351640,26532,11-12 21:28:21
1351772,24762,11-12 21:28:22
1352300,29724,11-12 21:28:23
1352828,32406,11-12 21:28:24
1352300,25014,11-12 21:28:25
1352263,30257,11-12 21:28:26
1352960,33066,11-12 21:28:27
1352300,32802,11-12 21:28:28
1352894,30492,11-12 21:28:29
1352960,33342,11-12 21:28:30
1352894,33990,11-12 21:28:31
1351706,27072,11-12 21:28:32
1352432,32892,11-12 21:28:33
1352960,32802,11-12 21:28:34
1351376,25158,11-12 21:28:35
1353100,31968,11-12 21:28:36
1351603,26693,11-12 21:28:37
1351380,25872,11-12 21:28:38
1349264,14334,11-12 21:28:39
1351772,28854,11-12 21:28:40
1352960,40470,11-12 21:28:41
1352960,37224,11-12 21:28:42
1352432,36036,11-12 21:28:43
1352828,36630,11-12 21:28:44
1352168,31362,11-12 21:28:45
1352366,30822,11-12 21:28:46
1353055,41081,11-12 21:28:47
1352168,30360,11-12 21:28:48
1352960,40404,11-12 21:28:49
1352432,36696,11-12 21:28:50
1352366,34650,11-12 21:28:51
1351904,32604,11-12 21:28:52
1351904,29496,11-12 21:28:53
1352960,33330,11-12 21:28:54
1352498,33858,11-12 21:28:55
1353055,39641,11-12 21:28:56
1352762,34926,11-12 21:28:57
1352828,33078,11-12 21:28:58
1352498,31548,11-12 21:28:59
1352366,33606,11-12 21:29:00
1352762,35574,11-12 21:29:01
1352366,33990,11-12 21:29:02
1352036,30714,11-12 21:29:03
1351946,25782,11-12 21:29:04
1352828,31878,11-12 21:29:05
1352857,29423,11-12 21:29:06
1352696,31560,11-12 21:29:07
1352894,33528,11-12 21:29:08
1352960,31032,11-12 21:29:09
1352828,33144,11-12 21:29:10
1352696,29910,11-12 21:29:11
1352498,31164,11-12 21:29:12
1352894,33276,11-12 21:29:13
1352762,31482,11-12 21:29:14
1352960,37092,11-12 21:29:15
1352989,36299,11-12 21:29:16
1352960,32868,11-12 21:29:17
1352960,35718,11-12 21:29:18
1352960,36840,11-12 21:29:19
1352894,32298,11-12 21:29:20
1352432,30120,11-12 21:29:21
1352828,34056,11-12 21:29:22
1351970,28644,11-12 21:29:23
