"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain60-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","11 Dec 2017 12:03:08 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,11-12 12:03:08
0,0,11-12 12:03:09
0,0,11-12 12:03:10
0,0,11-12 12:03:11
0,0,11-12 12:03:12
0,0,11-12 12:03:13
0,0,11-12 12:03:14
0,0,11-12 12:03:15
0,0,11-12 12:03:16
151323,0,11-12 12:03:17
1167143,95,11-12 12:03:18
1270402,0,11-12 12:03:19
1244457,0,11-12 12:03:20
1261146,0,11-12 12:03:21
1309997,0,11-12 12:03:22
1363785,0,11-12 12:03:23
1349827,0,11-12 12:03:24
1173963,0,11-12 12:03:25
1278179,0,11-12 12:03:26
1346049,0,11-12 12:03:27
1269350,95,11-12 12:03:28
1321482,0,11-12 12:03:29
1338856,42,11-12 12:03:30
1191112,0,11-12 12:03:31
1338416,0,11-12 12:03:32
1276974,0,11-12 12:03:33
1365899,0,11-12 12:03:34
1292534,0,11-12 12:03:35
1356058,0,11-12 12:03:36
1139415,0,11-12 12:03:37
1269022,95,11-12 12:03:38
1300661,0,11-12 12:03:39
1246708,717,11-12 12:03:40
1225922,247,11-12 12:03:41
874969,0,11-12 12:03:42
1191501,42,11-12 12:03:43
1310001,0,11-12 12:03:44
1196478,0,11-12 12:03:45
1232386,0,11-12 12:03:46
1313945,0,11-12 12:03:47
1294958,510,11-12 12:03:48
1283851,0,11-12 12:03:49
1264755,510,11-12 12:03:50
1348209,765,11-12 12:03:51
1362382,255,11-12 12:03:52
1238600,0,11-12 12:03:53
1247273,0,11-12 12:03:54
1189649,0,11-12 12:03:55
1197225,0,11-12 12:03:56
1245832,1020,11-12 12:03:57
1256297,749,11-12 12:03:58
1253787,0,11-12 12:03:59
1350464,0,11-12 12:04:00
1306727,0,11-12 12:04:01
1225515,0,11-12 12:04:02
1069534,0,11-12 12:04:03
1143080,1514,11-12 12:04:04
1138094,255,11-12 12:04:05
718770,255,11-12 12:04:06
1173041,42,11-12 12:04:07
1178108,0,11-12 12:04:08
1177919,0,11-12 12:04:09
1078348,0,11-12 12:04:10
1196130,0,11-12 12:04:11
1292487,0,11-12 12:04:12
1249774,0,11-12 12:04:13
1325777,0,11-12 12:04:14
1308148,0,11-12 12:04:15
1122773,95,11-12 12:04:16
1167492,0,11-12 12:04:17
1303265,0,11-12 12:04:18
1252346,0,11-12 12:04:19
1208263,0,11-12 12:04:20
1342686,0,11-12 12:04:21
1070822,0,11-12 12:04:22
1091297,0,11-12 12:04:23
803215,0,11-12 12:04:24
1297413,0,11-12 12:04:25
1320490,95,11-12 12:04:26
1283704,0,11-12 12:04:27
1302118,0,11-12 12:04:28
1270958,0,11-12 12:04:29
1226100,0,11-12 12:04:30
1286739,42,11-12 12:04:31
1181295,0,11-12 12:04:32
1316509,0,11-12 12:04:33
980199,239,11-12 12:04:34
1347825,0,11-12 12:04:35
780024,0,11-12 12:04:36
1131915,0,11-12 12:04:37
1178829,0,11-12 12:04:38
1298400,0,11-12 12:04:39
1169230,0,11-12 12:04:40
1131831,0,11-12 12:04:41
1332753,0,11-12 12:04:42
1261411,749,11-12 12:04:43
1143543,0,11-12 12:04:44
1078201,0,11-12 12:04:45
1215225,1062,11-12 12:04:46
1285453,510,11-12 12:04:47
1265470,0,11-12 12:04:48
1245669,0,11-12 12:04:49
1239983,0,11-12 12:04:50
1274817,0,11-12 12:04:51
1170194,1020,11-12 12:04:52
1080451,510,11-12 12:04:53
1347295,0,11-12 12:04:54
1195366,0,11-12 12:04:55
1215481,0,11-12 12:04:56
1140681,0,11-12 12:04:57
1163974,0,11-12 12:04:58
1180858,1530,11-12 12:04:59
1134058,255,11-12 12:05:00
810341,255,11-12 12:05:01
1340652,0,11-12 12:05:02
1223952,0,11-12 12:05:03
1212236,0,11-12 12:05:04
1201028,0,11-12 12:05:05
1172382,0,11-12 12:05:06
1270493,0,11-12 12:05:07
1187770,0,11-12 12:05:08
1245818,0,11-12 12:05:09
1258327,0,11-12 12:05:10
1103785,95,11-12 12:05:11
1199337,0,11-12 12:05:12
1161049,0,11-12 12:05:13
1257474,0,11-12 12:05:14
1299027,0,11-12 12:05:15
1170408,42,11-12 12:05:16
1179137,0,11-12 12:05:17
1259042,0,11-12 12:05:18
1195226,0,11-12 12:05:19
1196854,0,11-12 12:05:20
1298032,95,11-12 12:05:21
1304141,0,11-12 12:05:22
1127416,0,11-12 12:05:23
1196537,0,11-12 12:05:24
1180494,42,11-12 12:05:25
1293420,0,11-12 12:05:26
1231633,0,11-12 12:05:27
1300400,0,11-12 12:05:28
1197197,239,11-12 12:05:29
1178876,247,11-12 12:05:30
759661,0,11-12 12:05:31
1259810,0,11-12 12:05:32
1117935,0,11-12 12:05:33
1237506,0,11-12 12:05:34
1139064,0,11-12 12:05:35
1197374,0,11-12 12:05:36
1249040,0,11-12 12:05:37
1192552,255,11-12 12:05:38
1155867,0,11-12 12:05:39
1252698,510,11-12 12:05:40
1160968,1020,11-12 12:05:41
1202125,0,11-12 12:05:42
1282524,510,11-12 12:05:43
1202073,0,11-12 12:05:44
1262807,255,11-12 12:05:45
1251354,0,11-12 12:05:46
1155042,510,11-12 12:05:47
1219616,0,11-12 12:05:48
1281484,0,11-12 12:05:49
1328985,0,11-12 12:05:50
1173030,0,11-12 12:05:51
1188901,0,11-12 12:05:52
1265472,0,11-12 12:05:53
1222728,1530,11-12 12:05:54
1079989,255,11-12 12:05:55
601280,255,11-12 12:05:56
1218110,0,11-12 12:05:57
1292532,0,11-12 12:05:58
1283231,0,11-12 12:05:59
1243345,42,11-12 12:06:00
1142397,0,11-12 12:06:01
1291606,0,11-12 12:06:02
1272411,0,11-12 12:06:03
1273324,42,11-12 12:06:04
1177088,0,11-12 12:06:05
1338411,95,11-12 12:06:06
1257015,0,11-12 12:06:07
1346702,0,11-12 12:06:08
1303417,0,11-12 12:06:09
1319233,0,11-12 12:06:10
1264531,0,11-12 12:06:11
1177636,0,11-12 12:06:12
1300951,0,11-12 12:06:13
1190776,0,11-12 12:06:14
1284062,0,11-12 12:06:15
1215040,95,11-12 12:06:16
1187820,0,11-12 12:06:17
1367789,0,11-12 12:06:18
1235559,0,11-12 12:06:19
1224648,0,11-12 12:06:20
1113555,0,11-12 12:06:21
1218489,0,11-12 12:06:22
1213931,0,11-12 12:06:23
1167717,964,11-12 12:06:24
1081115,0,11-12 12:06:25
894359,510,11-12 12:06:26
1207587,0,11-12 12:06:27
1272174,0,11-12 12:06:28
1144854,0,11-12 12:06:29
1184744,0,11-12 12:06:30
1357797,0,11-12 12:06:31
1152591,0,11-12 12:06:32
1113090,0,11-12 12:06:33
1196444,510,11-12 12:06:34
1163538,765,11-12 12:06:35
1152423,0,11-12 12:06:36
1165402,255,11-12 12:06:37
1161656,0,11-12 12:06:38
1141471,0,11-12 12:06:39
1184638,255,11-12 12:06:40
1211301,1020,11-12 12:06:41
1151323,0,11-12 12:06:42
1209399,289,11-12 12:06:43
1269444,0,11-12 12:06:44
1248725,0,11-12 12:06:45
1210091,42,11-12 12:06:46
1244753,0,11-12 12:06:47
1286345,765,11-12 12:06:48
1205601,1020,11-12 12:06:49
1198727,255,11-12 12:06:50
1063867,0,11-12 12:06:51
1234046,0,11-12 12:06:52
1342617,0,11-12 12:06:53
1254042,0,11-12 12:06:54
1094189,0,11-12 12:06:55
1309567,0,11-12 12:06:56
1256493,0,11-12 12:06:57
1267023,0,11-12 12:06:58
1314026,0,11-12 12:06:59
1225272,95,11-12 12:07:00
1285378,0,11-12 12:07:01
1178891,0,11-12 12:07:02
1143978,0,11-12 12:07:03
1161796,0,11-12 12:07:04
1174756,0,11-12 12:07:05
1364790,0,11-12 12:07:06
