"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain8-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 06:17:32 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 06:17:32
0,0,27-07 06:17:33
0,0,27-07 06:17:34
0,0,27-07 06:17:35
0,0,27-07 06:17:36
0,0,27-07 06:17:37
0,0,27-07 06:17:38
0,0,27-07 06:17:39
95,95,27-07 06:17:40
135031,3452,27-07 06:17:41
1341476,25212,27-07 06:17:42
1341080,29568,27-07 06:17:43
1341080,30360,27-07 06:17:44
1341122,30402,27-07 06:17:45
1341080,30360,27-07 06:17:46
1341080,30360,27-07 06:17:47
1341080,30360,27-07 06:17:48
1341175,30455,27-07 06:17:49
1341080,30360,27-07 06:17:50
1341080,30360,27-07 06:17:51
1341080,30360,27-07 06:17:52
1341080,30360,27-07 06:17:53
1341080,30360,27-07 06:17:54
1341080,30360,27-07 06:17:55
1341080,30360,27-07 06:17:56
1341080,30360,27-07 06:17:57
1341080,30360,27-07 06:17:58
1341080,29502,27-07 06:17:59
1341175,28409,27-07 06:18:00
1341080,30360,27-07 06:18:01
1341080,30294,27-07 06:18:02
1341080,30360,27-07 06:18:03
1341080,30360,27-07 06:18:04
1341080,30360,27-07 06:18:05
1341080,30096,27-07 06:18:06
1341080,30360,27-07 06:18:07
1341080,28710,27-07 06:18:08
1341080,29700,27-07 06:18:09
1341175,30455,27-07 06:18:10
1341080,30360,27-07 06:18:11
1341080,30360,27-07 06:18:12
1341080,30360,27-07 06:18:13
1341080,30360,27-07 06:18:14
1341080,30360,27-07 06:18:15
1341122,30402,27-07 06:18:16
1341080,30360,27-07 06:18:17
1341080,30360,27-07 06:18:18
1341080,30360,27-07 06:18:19
1341175,30455,27-07 06:18:20
1341080,30360,27-07 06:18:21
1341080,30360,27-07 06:18:22
1341122,30402,27-07 06:18:23
1341080,30360,27-07 06:18:24
1341080,30030,27-07 06:18:25
1341080,30360,27-07 06:18:26
1341080,30360,27-07 06:18:27
1341080,30360,27-07 06:18:28
1341080,30360,27-07 06:18:29
1341175,30455,27-07 06:18:30
1341080,30360,27-07 06:18:31
1341080,29766,27-07 06:18:32
1341080,30360,27-07 06:18:33
1341080,30294,27-07 06:18:34
1341080,30096,27-07 06:18:35
1341080,30360,27-07 06:18:36
1341080,30360,27-07 06:18:37
1341080,30360,27-07 06:18:38
1341080,30360,27-07 06:18:39
1341175,30455,27-07 06:18:40
1341080,30360,27-07 06:18:41
1341080,30360,27-07 06:18:42
