"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain49-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 17:22:33 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 17:22:33
1352828,35994,27-07 17:22:34
1352960,34662,27-07 17:22:35
1352960,36126,27-07 17:22:36
1353055,37475,27-07 17:22:37
1352960,36114,27-07 17:22:38
1352960,37434,27-07 17:22:39
1352738,35484,27-07 17:22:40
1352960,37380,27-07 17:22:41
1352960,35520,27-07 17:22:42
1352960,36390,27-07 17:22:43
1352960,36402,27-07 17:22:44
1352960,39042,27-07 17:22:45
1353002,35232,27-07 17:22:46
1353055,35573,27-07 17:22:47
1352894,34410,27-07 17:22:48
1352960,36378,27-07 17:22:49
1352960,36168,27-07 17:22:50
1352894,34794,27-07 17:22:51
