"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain24-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 18:23:37 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 18:23:37
0,0,19-07 18:23:38
0,0,19-07 18:23:39
0,0,19-07 18:23:40
0,0,19-07 18:23:41
0,0,19-07 18:23:42
0,0,19-07 18:23:43
0,0,19-07 18:23:44
0,0,19-07 18:23:45
0,0,19-07 18:23:46
0,0,19-07 18:23:47
0,0,19-07 18:23:48
180608,0,19-07 18:23:49
2605083,0,19-07 18:23:50
2758263,0,19-07 18:23:51
2697398,0,19-07 18:23:52
2952524,0,19-07 18:23:53
3513400,0,19-07 18:23:54
2452685,0,19-07 18:23:55
2745452,0,19-07 18:23:56
3221903,0,19-07 18:23:57
3125355,0,19-07 18:23:58
2020643,0,19-07 18:23:59
2043620,2136,19-07 18:24:00
3300823,0,19-07 18:24:01
2912958,0,19-07 18:24:02
2800521,1068,19-07 18:24:03
2669290,0,19-07 18:24:04
2536749,712,19-07 18:24:05
2789556,356,19-07 18:24:06
2514414,356,19-07 18:24:07
3757250,0,19-07 18:24:08
1706804,356,19-07 18:24:09
435065,712,19-07 18:24:10
738914,356,19-07 18:24:11
749926,356,19-07 18:24:12
2254830,0,19-07 18:24:13
2916130,0,19-07 18:24:14
2718603,0,19-07 18:24:15
3125146,0,19-07 18:24:16
2939516,0,19-07 18:24:17
2674576,0,19-07 18:24:18
2592893,0,19-07 18:24:19
3009585,0,19-07 18:24:20
3190833,0,19-07 18:24:21
3026243,0,19-07 18:24:22
1695227,0,19-07 18:24:23
2182412,1068,19-07 18:24:24
3364224,0,19-07 18:24:25
2915910,0,19-07 18:24:26
2994606,712,19-07 18:24:27
2681485,1068,19-07 18:24:28
3165297,712,19-07 18:24:29
2737715,356,19-07 18:24:30
2923456,356,19-07 18:24:31
3753032,0,19-07 18:24:32
451439,356,19-07 18:24:33
469944,356,19-07 18:24:34
732747,712,19-07 18:24:35
1775917,0,19-07 18:24:36
2631109,0,19-07 18:24:37
1934017,0,19-07 18:24:38
3072914,0,19-07 18:24:39
2784056,0,19-07 18:24:40
2931068,0,19-07 18:24:41
2745337,0,19-07 18:24:42
2328078,0,19-07 18:24:43
2753515,0,19-07 18:24:44
3343553,0,19-07 18:24:45
2949702,0,19-07 18:24:46
1637193,712,19-07 18:24:47
1839796,356,19-07 18:24:48
3382107,0,19-07 18:24:49
2985190,0,19-07 18:24:50
2767273,2136,19-07 18:24:51
2994156,356,19-07 18:24:52
2709565,356,19-07 18:24:53
3051298,0,19-07 18:24:54
2464190,356,19-07 18:24:55
4275509,356,19-07 18:24:56
490525,712,19-07 18:24:57
412158,356,19-07 18:24:58
758272,0,19-07 18:24:59
1470051,0,19-07 18:25:00
2711310,0,19-07 18:25:01
2251629,0,19-07 18:25:02
2378760,0,19-07 18:25:03
2995806,0,19-07 18:25:04
3006548,0,19-07 18:25:05
2867124,0,19-07 18:25:06
2029703,0,19-07 18:25:07
2430490,0,19-07 18:25:08
3298447,0,19-07 18:25:09
3345147,0,19-07 18:25:10
2000638,1424,19-07 18:25:11
2073393,712,19-07 18:25:12
3282431,0,19-07 18:25:13
2771506,0,19-07 18:25:14
2897649,1068,19-07 18:25:15
2907971,356,19-07 18:25:16
2872452,356,19-07 18:25:17
2219174,356,19-07 18:25:18
2212084,356,19-07 18:25:19
3766914,0,19-07 18:25:20
1983292,712,19-07 18:25:21
466181,356,19-07 18:25:22
693365,356,19-07 18:25:23
365251,356,19-07 18:25:24
2428260,0,19-07 18:25:25
2579139,0,19-07 18:25:26
2755532,0,19-07 18:25:27
2674414,0,19-07 18:25:28
2846464,0,19-07 18:25:29
2957500,0,19-07 18:25:30
2744706,0,19-07 18:25:31
2409261,0,19-07 18:25:32
2859311,0,19-07 18:25:33
3262809,0,19-07 18:25:34
2574795,0,19-07 18:25:35
2010424,2136,19-07 18:25:36
2472698,0,19-07 18:25:37
2848607,0,19-07 18:25:38
2586351,1068,19-07 18:25:39
3067540,356,19-07 18:25:40
2901297,356,19-07 18:25:41
3361334,0,19-07 18:25:42
1862276,356,19-07 18:25:43
4218386,0,19-07 18:25:44
2113366,1068,19-07 18:25:45
478870,356,19-07 18:25:46
758582,0,19-07 18:25:47
460307,356,19-07 18:25:48
2339113,0,19-07 18:25:49
2784295,0,19-07 18:25:50
2673303,0,19-07 18:25:51
3341338,0,19-07 18:25:52
2955604,0,19-07 18:25:53
3418189,0,19-07 18:25:54
3282399,0,19-07 18:25:55
3648448,0,19-07 18:25:56
