"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain13-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 18:23:37 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 18:23:37
0,0,19-07 18:23:38
0,0,19-07 18:23:39
0,0,19-07 18:23:40
0,0,19-07 18:23:41
0,0,19-07 18:23:42
0,0,19-07 18:23:43
0,0,19-07 18:23:44
0,0,19-07 18:23:45
0,0,19-07 18:23:46
0,0,19-07 18:23:47
258284,0,19-07 18:23:48
2759063,0,19-07 18:23:49
2546384,0,19-07 18:23:50
3283286,0,19-07 18:23:51
2796056,0,19-07 18:23:52
2549440,0,19-07 18:23:53
2541989,0,19-07 18:23:54
2547640,0,19-07 18:23:55
3270271,0,19-07 18:23:56
3104903,0,19-07 18:23:57
1927896,0,19-07 18:23:58
1740077,1424,19-07 18:23:59
2800732,712,19-07 18:24:00
3091499,0,19-07 18:24:01
2784572,1068,19-07 18:24:02
2446812,356,19-07 18:24:03
2328763,356,19-07 18:24:04
3286150,356,19-07 18:24:05
2085902,356,19-07 18:24:06
3061276,0,19-07 18:24:07
3060962,0,19-07 18:24:08
770713,712,19-07 18:24:09
444808,356,19-07 18:24:10
766234,712,19-07 18:24:11
1327934,0,19-07 18:24:12
2672487,0,19-07 18:24:13
2051491,0,19-07 18:24:14
2760060,0,19-07 18:24:15
2979946,0,19-07 18:24:16
2827816,0,19-07 18:24:17
2355000,0,19-07 18:24:18
2534536,0,19-07 18:24:19
2428729,0,19-07 18:24:20
3041019,0,19-07 18:24:21
3135295,0,19-07 18:24:22
2093034,0,19-07 18:24:23
1972667,356,19-07 18:24:24
2831384,712,19-07 18:24:25
2919811,0,19-07 18:24:26
2644908,1068,19-07 18:24:27
2721053,356,19-07 18:24:28
2415351,1068,19-07 18:24:29
3180277,0,19-07 18:24:30
2135773,1068,19-07 18:24:31
3370125,0,19-07 18:24:32
3088160,0,19-07 18:24:33
531331,0,19-07 18:24:34
472966,1068,19-07 18:24:35
633451,356,19-07 18:24:36
1110193,0,19-07 18:24:37
2752742,0,19-07 18:24:38
2093725,0,19-07 18:24:39
2772361,0,19-07 18:24:40
2723018,0,19-07 18:24:41
2519964,0,19-07 18:24:42
2780300,0,19-07 18:24:43
2559176,0,19-07 18:24:44
2800285,0,19-07 18:24:45
2937795,0,19-07 18:24:46
3118047,0,19-07 18:24:47
2010807,0,19-07 18:24:48
1712045,2136,19-07 18:24:49
2590341,0,19-07 18:24:50
3087719,0,19-07 18:24:51
2514762,0,19-07 18:24:52
2835877,1068,19-07 18:24:53
2155359,0,19-07 18:24:54
3704983,356,19-07 18:24:55
2298008,1068,19-07 18:24:56
4038107,0,19-07 18:24:57
2423636,0,19-07 18:24:58
522474,1068,19-07 18:24:59
528783,356,19-07 18:25:00
668433,0,19-07 18:25:01
2037229,0,19-07 18:25:02
2314004,0,19-07 18:25:03
2080821,0,19-07 18:25:04
2612558,0,19-07 18:25:05
2692528,0,19-07 18:25:06
2673856,0,19-07 18:25:07
2436320,0,19-07 18:25:08
2583141,0,19-07 18:25:09
2486068,0,19-07 18:25:10
2891511,0,19-07 18:25:11
2870651,0,19-07 18:25:12
2238457,0,19-07 18:25:13
1788222,1068,19-07 18:25:14
2376858,1068,19-07 18:25:15
3269611,0,19-07 18:25:16
2572667,0,19-07 18:25:17
2744788,356,19-07 18:25:18
2194420,1424,19-07 18:25:19
3397718,0,19-07 18:25:20
2356403,0,19-07 18:25:21
3602211,0,19-07 18:25:22
3052496,0,19-07 18:25:23
468136,1068,19-07 18:25:24
427802,1068,19-07 18:25:25
720481,356,19-07 18:25:26
852226,0,19-07 18:25:27
2440222,0,19-07 18:25:28
2482363,0,19-07 18:25:29
2340843,0,19-07 18:25:30
2499498,0,19-07 18:25:31
2758004,0,19-07 18:25:32
2555272,0,19-07 18:25:33
2760448,0,19-07 18:25:34
2819898,0,19-07 18:25:35
2708324,0,19-07 18:25:36
3130537,0,19-07 18:25:37
2610678,0,19-07 18:25:38
1120639,712,19-07 18:25:39
2012877,356,19-07 18:25:40
2875544,0,19-07 18:25:41
2477318,0,19-07 18:25:42
2326998,1068,19-07 18:25:43
2712852,356,19-07 18:25:44
2809670,356,19-07 18:25:45
3363485,0,19-07 18:25:46
1820992,712,19-07 18:25:47
4066219,0,19-07 18:25:48
2163628,712,19-07 18:25:49
454247,1424,19-07 18:25:50
753309,356,19-07 18:25:51
628257,0,19-07 18:25:52
2874802,0,19-07 18:25:53
