"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain17-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 18:23:37 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 18:23:37
0,0,19-07 18:23:38
0,0,19-07 18:23:39
0,0,19-07 18:23:40
0,0,19-07 18:23:41
0,0,19-07 18:23:42
0,0,19-07 18:23:43
0,0,19-07 18:23:44
0,0,19-07 18:23:45
0,0,19-07 18:23:46
0,0,19-07 18:23:47
0,0,19-07 18:23:48
168828,0,19-07 18:23:49
973233,0,19-07 18:23:50
2443139,0,19-07 18:23:51
2320441,0,19-07 18:23:52
2691098,0,19-07 18:23:53
3041264,0,19-07 18:23:54
2942900,0,19-07 18:23:55
2792866,0,19-07 18:23:56
2654331,0,19-07 18:23:57
3592658,0,19-07 18:23:58
3059425,0,19-07 18:23:59
1709016,0,19-07 18:24:00
1946835,2136,19-07 18:24:01
2041225,356,19-07 18:24:02
3211075,0,19-07 18:24:03
2961708,0,19-07 18:24:04
2514412,0,19-07 18:24:05
3481636,1068,19-07 18:24:06
2813385,0,19-07 18:24:07
2170149,356,19-07 18:24:08
4479382,0,19-07 18:24:09
1451458,1068,19-07 18:24:10
454049,712,19-07 18:24:11
686471,356,19-07 18:24:12
531763,356,19-07 18:24:13
2247924,0,19-07 18:24:14
2662700,0,19-07 18:24:15
2618607,0,19-07 18:24:16
2500294,0,19-07 18:24:17
2859764,0,19-07 18:24:18
2793032,0,19-07 18:24:19
2935223,0,19-07 18:24:20
2633025,0,19-07 18:24:21
2750206,0,19-07 18:24:22
3048661,0,19-07 18:24:23
2660425,0,19-07 18:24:24
1821742,2136,19-07 18:24:25
2089962,0,19-07 18:24:26
3065199,0,19-07 18:24:27
2514572,0,19-07 18:24:28
3117420,1424,19-07 18:24:29
2403114,356,19-07 18:24:30
3641797,0,19-07 18:24:31
2163288,0,19-07 18:24:32
2565502,356,19-07 18:24:33
3773698,0,19-07 18:24:34
560451,1068,19-07 18:24:35
470228,0,19-07 18:24:36
732086,1068,19-07 18:24:37
941934,0,19-07 18:24:38
2707766,0,19-07 18:24:39
2358974,0,19-07 18:24:40
2891440,0,19-07 18:24:41
2902806,0,19-07 18:24:42
2751036,0,19-07 18:24:43
2996376,0,19-07 18:24:44
2316945,0,19-07 18:24:45
3162745,0,19-07 18:24:46
3264905,0,19-07 18:24:47
2747461,0,19-07 18:24:48
1747422,0,19-07 18:24:49
1992448,2136,19-07 18:24:50
3320091,356,19-07 18:24:51
2560166,0,19-07 18:24:52
2701213,712,19-07 18:24:53
3365282,356,19-07 18:24:54
2677865,0,19-07 18:24:55
2477497,712,19-07 18:24:56
1983757,356,19-07 18:24:57
3760586,0,19-07 18:24:58
2117923,356,19-07 18:24:59
526133,712,19-07 18:25:00
734641,356,19-07 18:25:01
698582,356,19-07 18:25:02
2291451,0,19-07 18:25:03
2704771,0,19-07 18:25:04
2448283,0,19-07 18:25:05
2586578,0,19-07 18:25:06
2655024,0,19-07 18:25:07
2431852,0,19-07 18:25:08
2581007,0,19-07 18:25:09
2476877,0,19-07 18:25:10
2561478,0,19-07 18:25:11
2980397,0,19-07 18:25:12
2725896,0,19-07 18:25:13
1703128,0,19-07 18:25:14
2194518,1424,19-07 18:25:15
3186564,0,19-07 18:25:16
2806618,0,19-07 18:25:17
2727054,712,19-07 18:25:18
3073774,1424,19-07 18:25:19
2853873,0,19-07 18:25:20
2606757,0,19-07 18:25:21
2233212,356,19-07 18:25:22
3843086,0,19-07 18:25:23
1484432,356,19-07 18:25:24
436831,1424,19-07 18:25:25
729291,356,19-07 18:25:26
536543,356,19-07 18:25:27
2435359,0,19-07 18:25:28
2341843,0,19-07 18:25:29
2133829,0,19-07 18:25:30
2892746,0,19-07 18:25:31
2758592,0,19-07 18:25:32
2657744,0,19-07 18:25:33
2668147,0,19-07 18:25:34
2660990,0,19-07 18:25:35
2792793,0,19-07 18:25:36
3426753,0,19-07 18:25:37
2480838,0,19-07 18:25:38
1454619,2136,19-07 18:25:39
3051404,0,19-07 18:25:40
3096643,0,19-07 18:25:41
2635588,0,19-07 18:25:42
2968211,1068,19-07 18:25:43
2330475,356,19-07 18:25:44
3605072,356,19-07 18:25:45
2178168,0,19-07 18:25:46
3190685,0,19-07 18:25:47
3284378,0,19-07 18:25:48
469806,1424,19-07 18:25:49
416943,356,19-07 18:25:50
762247,356,19-07 18:25:51
1290641,0,19-07 18:25:52
2827867,0,19-07 18:25:53
2919223,0,19-07 18:25:54
