"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain11-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 18:23:37 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 18:23:37
0,0,19-07 18:23:38
0,0,19-07 18:23:39
0,0,19-07 18:23:40
0,0,19-07 18:23:41
0,0,19-07 18:23:42
0,0,19-07 18:23:43
0,0,19-07 18:23:44
0,0,19-07 18:23:45
0,0,19-07 18:23:46
0,0,19-07 18:23:47
0,0,19-07 18:23:48
149614,0,19-07 18:23:49
2524654,0,19-07 18:23:50
3742217,0,19-07 18:23:51
3454686,0,19-07 18:23:52
3048608,0,19-07 18:23:53
3631899,0,19-07 18:23:54
3252850,0,19-07 18:23:55
4533834,0,19-07 18:23:56
3331399,0,19-07 18:23:57
1862553,2136,19-07 18:23:58
3494413,0,19-07 18:23:59
3850663,0,19-07 18:24:00
3878425,1068,19-07 18:24:01
2746625,356,19-07 18:24:02
3631345,0,19-07 18:24:03
2749404,356,19-07 18:24:04
5029407,0,19-07 18:24:05
648026,1068,19-07 18:24:06
706268,356,19-07 18:24:07
531514,356,19-07 18:24:08
2722531,0,19-07 18:24:09
3380804,0,19-07 18:24:10
4071190,0,19-07 18:24:11
3997804,0,19-07 18:24:12
3256316,0,19-07 18:24:13
3954214,0,19-07 18:24:14
3964425,0,19-07 18:24:15
3688874,0,19-07 18:24:16
2621216,2136,19-07 18:24:17
2975894,0,19-07 18:24:18
3631683,0,19-07 18:24:19
3354339,1068,19-07 18:24:20
3420300,356,19-07 18:24:21
4022822,0,19-07 18:24:22
2355692,356,19-07 18:24:23
5276724,0,19-07 18:24:24
1143354,1068,19-07 18:24:25
705361,356,19-07 18:24:26
765005,0,19-07 18:24:27
2744442,0,19-07 18:24:28
3577665,0,19-07 18:24:29
3735678,0,19-07 18:24:30
3633624,0,19-07 18:24:31
3605280,0,19-07 18:24:32
3232109,0,19-07 18:24:33
3804547,0,19-07 18:24:34
4037407,0,19-07 18:24:35
2198133,1068,19-07 18:24:36
3019908,0,19-07 18:24:37
3647411,0,19-07 18:24:38
3795015,1068,19-07 18:24:39
3245777,1424,19-07 18:24:40
4563330,0,19-07 18:24:41
3152101,356,19-07 18:24:42
4764570,0,19-07 18:24:43
629984,712,19-07 18:24:44
725655,356,19-07 18:24:45
843894,356,19-07 18:24:46
3566340,0,19-07 18:24:47
2861724,0,19-07 18:24:48
3873406,0,19-07 18:24:49
3897036,0,19-07 18:24:50
3817225,0,19-07 18:24:51
3597688,0,19-07 18:24:52
3877954,0,19-07 18:24:53
3962713,0,19-07 18:24:54
1998536,1780,19-07 18:24:55
3541464,0,19-07 18:24:56
3544831,0,19-07 18:24:57
3286415,0,19-07 18:24:58
3258857,0,19-07 18:24:59
4016577,0,19-07 18:25:00
3349835,0,19-07 18:25:01
4416716,712,19-07 18:25:02
581051,1780,19-07 18:25:03
693314,356,19-07 18:25:04
852026,0,19-07 18:25:05
3578607,0,19-07 18:25:06
3332464,0,19-07 18:25:07
3622354,0,19-07 18:25:08
3849796,0,19-07 18:25:09
3360787,0,19-07 18:25:10
3338881,0,19-07 18:25:11
3357628,0,19-07 18:25:12
3518511,0,19-07 18:25:13
2240562,0,19-07 18:25:14
2916444,2136,19-07 18:25:15
4098434,0,19-07 18:25:16
3873196,712,19-07 18:25:17
3194505,0,19-07 18:25:18
3221289,356,19-07 18:25:19
2822143,712,19-07 18:25:20
4914693,0,19-07 18:25:21
1904647,712,19-07 18:25:22
487835,356,19-07 18:25:23
827959,356,19-07 18:25:24
2521514,0,19-07 18:25:25
3216874,0,19-07 18:25:26
3835273,0,19-07 18:25:27
3721688,0,19-07 18:25:28
4017076,0,19-07 18:25:29
3597761,0,19-07 18:25:30
3956531,0,19-07 18:25:31
4074814,0,19-07 18:25:32
2113448,2136,19-07 18:25:33
2890066,0,19-07 18:25:34
3967279,0,19-07 18:25:35
3999554,712,19-07 18:25:36
3308943,712,19-07 18:25:37
4352255,356,19-07 18:25:38
3876347,0,19-07 18:25:39
3941705,712,19-07 18:25:40
633355,356,19-07 18:25:41
819894,356,19-07 18:25:42
765980,0,19-07 18:25:43
3692482,0,19-07 18:25:44
2885653,0,19-07 18:25:45
4007546,0,19-07 18:25:46
3740976,0,19-07 18:25:47
3344891,0,19-07 18:25:48
3302350,0,19-07 18:25:49
4047303,0,19-07 18:25:50
4244029,0,19-07 18:25:51
2378817,712,19-07 18:25:52
