"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain19-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 18:23:37 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 18:23:37
0,0,19-07 18:23:38
0,0,19-07 18:23:39
0,0,19-07 18:23:40
0,0,19-07 18:23:41
0,0,19-07 18:23:42
0,0,19-07 18:23:43
0,0,19-07 18:23:44
0,0,19-07 18:23:45
0,0,19-07 18:23:46
0,0,19-07 18:23:47
171854,0,19-07 18:23:48
2271963,0,19-07 18:23:49
2738177,0,19-07 18:23:50
2609343,0,19-07 18:23:51
2358518,0,19-07 18:23:52
2676884,0,19-07 18:23:53
2903512,0,19-07 18:23:54
2580288,0,19-07 18:23:55
2807422,0,19-07 18:23:56
2624152,0,19-07 18:23:57
3188541,0,19-07 18:23:58
2836388,0,19-07 18:23:59
1795541,2136,19-07 18:24:00
2380592,0,19-07 18:24:01
3042059,0,19-07 18:24:02
2623992,0,19-07 18:24:03
3305038,1068,19-07 18:24:04
2575739,356,19-07 18:24:05
3567667,356,19-07 18:24:06
1707546,712,19-07 18:24:07
3849190,0,19-07 18:24:08
2744454,712,19-07 18:24:09
507113,356,19-07 18:24:10
759472,356,19-07 18:24:11
556178,0,19-07 18:24:12
2533087,0,19-07 18:24:13
2848407,0,19-07 18:24:14
2519849,0,19-07 18:24:15
2766538,0,19-07 18:24:16
2864064,0,19-07 18:24:17
3146180,0,19-07 18:24:18
2600219,0,19-07 18:24:19
3025406,0,19-07 18:24:20
3370086,0,19-07 18:24:21
2941523,0,19-07 18:24:22
1876273,356,19-07 18:24:23
2287266,356,19-07 18:24:24
3516912,0,19-07 18:24:25
2801446,0,19-07 18:24:26
2756780,2136,19-07 18:24:27
2613423,356,19-07 18:24:28
2822487,356,19-07 18:24:29
3004810,356,19-07 18:24:30
2442150,356,19-07 18:24:31
3870411,0,19-07 18:24:32
806246,0,19-07 18:24:33
455804,356,19-07 18:24:34
758735,0,19-07 18:24:35
1218542,0,19-07 18:24:36
2863633,0,19-07 18:24:37
2428507,0,19-07 18:24:38
3052930,0,19-07 18:24:39
2989436,0,19-07 18:24:40
2968948,0,19-07 18:24:41
2473161,0,19-07 18:24:42
2467613,0,19-07 18:24:43
2872904,0,19-07 18:24:44
3421785,0,19-07 18:24:45
3159515,0,19-07 18:24:46
1082678,2136,19-07 18:24:47
2408597,0,19-07 18:24:48
3467332,0,19-07 18:24:49
2638758,0,19-07 18:24:50
2864484,1068,19-07 18:24:51
2532645,712,19-07 18:24:52
3399102,0,19-07 18:24:53
2567936,712,19-07 18:24:54
3210223,0,19-07 18:24:55
3385895,0,19-07 18:24:56
537128,712,19-07 18:24:57
537976,356,19-07 18:24:58
588467,356,19-07 18:24:59
2004209,0,19-07 18:25:00
2890781,0,19-07 18:25:01
2486809,0,19-07 18:25:02
3228814,0,19-07 18:25:03
3086124,0,19-07 18:25:04
2812420,0,19-07 18:25:05
2511091,0,19-07 18:25:06
2522324,0,19-07 18:25:07
3130521,0,19-07 18:25:08
3256671,0,19-07 18:25:09
2521900,0,19-07 18:25:10
2215275,2136,19-07 18:25:11
2465146,0,19-07 18:25:12
2946623,0,19-07 18:25:13
2873822,1068,19-07 18:25:14
2795703,356,19-07 18:25:15
2993233,356,19-07 18:25:16
2887205,0,19-07 18:25:17
1986606,712,19-07 18:25:18
4067007,0,19-07 18:25:19
1984307,712,19-07 18:25:20
458828,356,19-07 18:25:21
746522,0,19-07 18:25:22
629264,712,19-07 18:25:23
2621218,0,19-07 18:25:24
2662342,0,19-07 18:25:25
2532563,0,19-07 18:25:26
2460238,0,19-07 18:25:27
2938164,0,19-07 18:25:28
2998020,0,19-07 18:25:29
2586628,0,19-07 18:25:30
2573741,0,19-07 18:25:31
2591649,0,19-07 18:25:32
3479837,0,19-07 18:25:33
2460311,0,19-07 18:25:34
2186285,2136,19-07 18:25:35
2894089,0,19-07 18:25:36
2976951,0,19-07 18:25:37
3119439,0,19-07 18:25:38
2961376,1424,19-07 18:25:39
2933944,356,19-07 18:25:40
2738125,356,19-07 18:25:41
2178118,356,19-07 18:25:42
4137686,0,19-07 18:25:43
1255436,712,19-07 18:25:44
474714,0,19-07 18:25:45
699897,712,19-07 18:25:46
418081,0,19-07 18:25:47
2562415,0,19-07 18:25:48
2878730,0,19-07 18:25:49
2651323,0,19-07 18:25:50
3124310,0,19-07 18:25:51
3254248,0,19-07 18:25:52
3339965,0,19-07 18:25:53
3346661,0,19-07 18:25:54
