"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain13-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","11 Dec 2017 06:38:52 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,11-12 06:38:52
0,0,11-12 06:38:53
95,95,11-12 06:38:54
0,0,11-12 06:38:55
0,0,11-12 06:38:56
129010,0,11-12 06:38:57
753770,0,11-12 06:38:58
1106744,0,11-12 06:38:59
1022891,0,11-12 06:39:00
1127277,0,11-12 06:39:01
1135125,0,11-12 06:39:02
1127694,0,11-12 06:39:03
1128256,95,11-12 06:39:04
1117424,0,11-12 06:39:05
1128802,0,11-12 06:39:06
1118264,0,11-12 06:39:07
1127701,0,11-12 06:39:08
1128534,0,11-12 06:39:09
1127791,0,11-12 06:39:10
1131914,0,11-12 06:39:11
1138626,0,11-12 06:39:12
1127241,0,11-12 06:39:13
1142411,95,11-12 06:39:14
1121680,0,11-12 06:39:15
1135985,0,11-12 06:39:16
1124331,0,11-12 06:39:17
1124055,0,11-12 06:39:18
1114355,42,11-12 06:39:19
1116875,0,11-12 06:39:20
1117906,0,11-12 06:39:21
1131000,0,11-12 06:39:22
1132272,0,11-12 06:39:23
1118808,95,11-12 06:39:24
1062901,1203,11-12 06:39:25
1111689,247,11-12 06:39:26
906283,0,11-12 06:39:27
881120,510,11-12 06:39:28
1126503,42,11-12 06:39:29
1119562,0,11-12 06:39:30
1123836,0,11-12 06:39:31
1127391,0,11-12 06:39:32
1139838,0,11-12 06:39:33
1131640,0,11-12 06:39:34
1118951,749,11-12 06:39:35
1105563,0,11-12 06:39:36
1093554,765,11-12 06:39:37
1136165,255,11-12 06:39:38
1105300,0,11-12 06:39:39
1136728,765,11-12 06:39:40
1106634,255,11-12 06:39:41
1108624,510,11-12 06:39:42
1095072,0,11-12 06:39:43
1078752,510,11-12 06:39:44
1106008,255,11-12 06:39:45
1067691,247,11-12 06:39:46
1104570,0,11-12 06:39:47
1107256,0,11-12 06:39:48
1106959,0,11-12 06:39:49
1102262,0,11-12 06:39:50
1108568,0,11-12 06:39:51
1086319,1530,11-12 06:39:52
1051683,255,11-12 06:39:53
1019385,255,11-12 06:39:54
1124686,0,11-12 06:39:55
1126800,0,11-12 06:39:56
1123833,0,11-12 06:39:57
1121707,0,11-12 06:39:58
1008850,0,11-12 06:39:59
1100283,0,11-12 06:40:00
1121611,0,11-12 06:40:01
1129447,0,11-12 06:40:02
1127925,95,11-12 06:40:03
1127227,0,11-12 06:40:04
1131240,0,11-12 06:40:05
1129082,42,11-12 06:40:06
1152465,0,11-12 06:40:07
1164027,42,11-12 06:40:08
1130464,0,11-12 06:40:09
1125898,0,11-12 06:40:10
1129670,0,11-12 06:40:11
1140908,0,11-12 06:40:12
1130760,95,11-12 06:40:13
1137449,0,11-12 06:40:14
1119717,0,11-12 06:40:15
1133437,0,11-12 06:40:16
1140419,0,11-12 06:40:17
1126575,0,11-12 06:40:18
1128245,0,11-12 06:40:19
1122158,0,11-12 06:40:20
1126044,0,11-12 06:40:21
1128990,0,11-12 06:40:22
1116170,95,11-12 06:40:23
1137865,0,11-12 06:40:24
1058440,956,11-12 06:40:25
1103511,0,11-12 06:40:26
684030,510,11-12 06:40:27
1117713,0,11-12 06:40:28
1119843,0,11-12 06:40:29
