"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain34-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 04:44:03 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 04:44:03
0,0,23-07 04:44:04
0,0,23-07 04:44:05
0,0,23-07 04:44:06
0,0,23-07 04:44:07
0,0,23-07 04:44:08
0,0,23-07 04:44:09
0,0,23-07 04:44:10
0,0,23-07 04:44:11
0,0,23-07 04:44:12
0,0,23-07 04:44:13
0,0,23-07 04:44:14
1944818,0,23-07 04:44:15
3349617,0,23-07 04:44:16
2811448,0,23-07 04:44:17
2199517,0,23-07 04:44:18
2378693,0,23-07 04:44:19
1844577,0,23-07 04:44:20
1455850,1780,23-07 04:44:21
1310562,0,23-07 04:44:22
1642080,0,23-07 04:44:23
2553342,0,23-07 04:44:24
2637704,0,23-07 04:44:25
2170332,0,23-07 04:44:26
3772770,0,23-07 04:44:27
699662,356,23-07 04:44:28
335040,356,23-07 04:44:29
602614,1068,23-07 04:44:30
1378859,1068,23-07 04:44:31
2502488,0,23-07 04:44:32
1779085,0,23-07 04:44:33
3059105,0,23-07 04:44:34
3603238,0,23-07 04:44:35
3654654,0,23-07 04:44:36
3326876,0,23-07 04:44:37
1499426,0,23-07 04:44:38
2233213,0,23-07 04:44:39
3493799,0,23-07 04:44:40
2201445,356,23-07 04:44:41
2697368,356,23-07 04:44:42
2181153,712,23-07 04:44:43
4208765,712,23-07 04:44:44
564502,1068,23-07 04:44:45
492016,0,23-07 04:44:46
2529896,0,23-07 04:44:47
2546264,0,23-07 04:44:48
2564944,0,23-07 04:44:49
2741296,0,23-07 04:44:50
14369997,712,23-07 04:44:57
765510,0,23-07 04:44:57
2351035,356,23-07 04:44:58
2246699,0,23-07 04:44:59
2807072,0,23-07 04:45:00
688919,356,23-07 04:45:01
242040,712,23-07 04:45:02
342152,356,23-07 04:45:03
532929,1068,23-07 04:45:04
1088281,356,23-07 04:45:05
1488932,0,23-07 04:45:06
1313404,0,23-07 04:45:07
2700036,0,23-07 04:45:08
1934820,0,23-07 04:45:09
2386736,0,23-07 04:45:10
2528496,0,23-07 04:45:11
1784074,0,23-07 04:45:12
2018864,0,23-07 04:45:13
1398866,0,23-07 04:45:14
1302050,0,23-07 04:45:15
2741443,0,23-07 04:45:16
3033913,712,23-07 04:45:17
2215821,1424,23-07 04:45:18
2673129,356,23-07 04:45:19
2749889,356,23-07 04:45:20
1456103,356,23-07 04:45:21
343432,712,23-07 04:45:22
716505,0,23-07 04:45:23
2434665,0,23-07 04:45:24
2482415,0,23-07 04:45:25
2532972,0,23-07 04:45:26
1845236,0,23-07 04:45:27
2288128,0,23-07 04:45:28
2383978,0,23-07 04:45:29
2860786,0,23-07 04:45:30
2375618,0,23-07 04:45:31
1521747,0,23-07 04:45:32
1583941,712,23-07 04:45:33
1098114,1068,23-07 04:45:34
2457617,0,23-07 04:45:35
1831684,0,23-07 04:45:36
2146552,0,23-07 04:45:37
1711133,1068,23-07 04:45:38
2039769,712,23-07 04:45:39
2471093,0,23-07 04:45:40
586089,1068,23-07 04:45:41
762213,712,23-07 04:45:42
481294,0,23-07 04:45:43
1900249,0,23-07 04:45:44
2043091,0,23-07 04:45:45
2144532,0,23-07 04:45:46
2739404,0,23-07 04:45:47
3290549,0,23-07 04:45:48
3482129,0,23-07 04:45:49
1428838,0,23-07 04:45:50
1908239,0,23-07 04:45:51
2250493,0,23-07 04:45:52
2062928,356,23-07 04:45:53
1412071,712,23-07 04:45:54
2139737,356,23-07 04:45:55
2373056,0,23-07 04:45:56
391568,712,23-07 04:45:57
427847,1780,23-07 04:45:58
660308,356,23-07 04:45:59
2284372,0,23-07 04:46:00
2085852,0,23-07 04:46:01
1688489,0,23-07 04:46:02
3049940,0,23-07 04:46:03
1751680,0,23-07 04:46:04
1436485,0,23-07 04:46:05
2244508,0,23-07 04:46:06
2408465,0,23-07 04:46:07
1193014,0,23-07 04:46:08
1689851,356,23-07 04:46:09
2303792,0,23-07 04:46:10
2282693,0,23-07 04:46:11
2452305,0,23-07 04:46:12
2004300,356,23-07 04:46:13
2578324,712,23-07 04:46:14
2092096,356,23-07 04:46:15
3445494,0,23-07 04:46:16
866195,0,23-07 04:46:17
375147,1068,23-07 04:46:18
606816,1424,23-07 04:46:19
2133621,0,23-07 04:46:20
3346927,0,23-07 04:46:21
3135116,0,23-07 04:46:22
4288593,0,23-07 04:46:23
4959469,0,23-07 04:46:24
3453670,356,23-07 04:46:25
4011753,712,23-07 04:46:26
4652938,1424,23-07 04:46:27
5764378,356,23-07 04:46:28
5358938,712,23-07 04:46:29
1150447,356,23-07 04:46:30
3725529,0,23-07 04:46:31
7232660,0,23-07 04:46:32
8629713,0,23-07 04:46:33
8735081,0,23-07 04:46:34
