"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain6-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 04:44:02 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 04:44:02
0,0,23-07 04:44:03
0,0,23-07 04:44:04
0,0,23-07 04:44:05
0,0,23-07 04:44:06
0,0,23-07 04:44:07
0,0,23-07 04:44:08
0,0,23-07 04:44:09
0,0,23-07 04:44:10
0,0,23-07 04:44:11
0,0,23-07 04:44:12
0,0,23-07 04:44:13
0,0,23-07 04:44:14
171140,0,23-07 04:44:15
2438714,0,23-07 04:44:16
1277548,0,23-07 04:44:17
1135955,0,23-07 04:44:18
1293721,0,23-07 04:44:19
1004922,1424,23-07 04:44:20
1584167,1068,23-07 04:44:21
1203670,356,23-07 04:44:22
797902,0,23-07 04:44:23
1948208,0,23-07 04:44:24
148939,1068,23-07 04:44:25
305719,0,23-07 04:44:26
844886,0,23-07 04:44:27
1054151,0,23-07 04:44:28
1134465,0,23-07 04:44:29
1230652,0,23-07 04:44:30
892391,0,23-07 04:44:31
942942,0,23-07 04:44:32
1070109,0,23-07 04:44:33
1258096,1068,23-07 04:44:34
1528048,0,23-07 04:44:35
1394331,0,23-07 04:44:36
1239148,0,23-07 04:44:37
1078050,712,23-07 04:44:38
2013265,1068,23-07 04:44:39
186543,1068,23-07 04:44:40
246621,356,23-07 04:44:41
898389,0,23-07 04:44:42
1212790,0,23-07 04:44:43
1501914,0,23-07 04:44:44
1361549,0,23-07 04:44:45
1076124,0,23-07 04:44:46
977484,0,23-07 04:44:47
1214995,0,23-07 04:44:48
1171700,1068,23-07 04:44:49
1484094,0,23-07 04:44:50
1039637,356,23-07 04:44:51
904771,0,23-07 04:44:52
184426,0,23-07 04:44:53
197202,712,23-07 04:44:54
224652,712,23-07 04:44:55
959081,0,23-07 04:44:56
1264097,0,23-07 04:44:57
1234026,0,23-07 04:44:58
1349941,0,23-07 04:44:59
954621,356,23-07 04:45:00
1246636,0,23-07 04:45:01
1309839,1424,23-07 04:45:02
1167898,356,23-07 04:45:03
824558,0,23-07 04:45:04
266805,1424,23-07 04:45:05
779350,0,23-07 04:45:06
1037681,0,23-07 04:45:07
854912,0,23-07 04:45:08
1331209,0,23-07 04:45:09
1049749,356,23-07 04:45:10
1632887,712,23-07 04:45:11
1155386,0,23-07 04:45:12
1191286,356,23-07 04:45:13
1726639,1424,23-07 04:45:14
184471,356,23-07 04:45:15
322508,356,23-07 04:45:16
524202,0,23-07 04:45:17
1283629,0,23-07 04:45:18
1712181,0,23-07 04:45:19
1459215,0,23-07 04:45:20
1995819,0,23-07 04:45:21
1613196,0,23-07 04:45:22
1101688,356,23-07 04:45:23
1649553,0,23-07 04:45:24
1189202,0,23-07 04:45:25
1106437,356,23-07 04:45:26
1642795,0,23-07 04:45:27
1850746,356,23-07 04:45:28
384366,1424,23-07 04:45:29
488224,356,23-07 04:45:30
1269692,0,23-07 04:45:31
878046,0,23-07 04:45:32
1445356,0,23-07 04:45:33
1550109,0,23-07 04:45:34
1741017,0,23-07 04:45:35
949754,0,23-07 04:45:36
496598,0,23-07 04:45:37
1534310,0,23-07 04:45:38
1179899,0,23-07 04:45:39
1643145,0,23-07 04:45:40
1354509,0,23-07 04:45:41
282083,1068,23-07 04:45:42
224050,356,23-07 04:45:43
448136,356,23-07 04:45:44
854552,0,23-07 04:45:45
1686101,0,23-07 04:45:46
858833,0,23-07 04:45:47
1014480,0,23-07 04:45:48
744246,0,23-07 04:45:49
974952,712,23-07 04:45:50
1669232,0,23-07 04:45:51
999777,1780,23-07 04:45:52
1174130,712,23-07 04:45:53
875797,356,23-07 04:45:54
246741,356,23-07 04:45:55
1096015,0,23-07 04:45:56
1561759,0,23-07 04:45:57
1265220,0,23-07 04:45:58
1545903,0,23-07 04:45:59
1344711,0,23-07 04:46:00
1196253,712,23-07 04:46:01
889391,0,23-07 04:46:02
688250,0,23-07 04:46:03
963209,712,23-07 04:46:04
281369,356,23-07 04:46:05
492288,0,23-07 04:46:06
1008404,0,23-07 04:46:07
1638201,0,23-07 04:46:08
1807620,0,23-07 04:46:09
1396319,0,23-07 04:46:10
2369244,0,23-07 04:46:11
1305634,356,23-07 04:46:12
1131787,0,23-07 04:46:13
1173480,0,23-07 04:46:14
597189,1068,23-07 04:46:15
1202193,712,23-07 04:46:16
792072,356,23-07 04:46:17
222929,1068,23-07 04:46:18
