"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain35-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 04:44:04 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 04:44:04
0,0,23-07 04:44:05
0,0,23-07 04:44:06
0,0,23-07 04:44:07
0,0,23-07 04:44:08
0,0,23-07 04:44:09
0,0,23-07 04:44:10
0,0,23-07 04:44:11
0,0,23-07 04:44:12
0,0,23-07 04:44:13
0,0,23-07 04:44:14
0,0,23-07 04:44:15
0,0,23-07 04:44:16
778695,0,23-07 04:44:17
2094195,0,23-07 04:44:18
2169684,0,23-07 04:44:19
2131484,0,23-07 04:44:20
2207095,0,23-07 04:44:21
1997845,0,23-07 04:44:22
1969287,0,23-07 04:44:23
1323944,1068,23-07 04:44:24
2516374,0,23-07 04:44:25
2367444,0,23-07 04:44:26
2432488,0,23-07 04:44:27
1963750,712,23-07 04:44:28
3540552,356,23-07 04:44:29
302115,356,23-07 04:44:30
408801,712,23-07 04:44:31
663876,712,23-07 04:44:32
407501,356,23-07 04:44:33
2231058,0,23-07 04:44:34
1987269,0,23-07 04:44:35
2416446,0,23-07 04:44:36
2490584,0,23-07 04:44:37
1761792,0,23-07 04:44:38
1741411,0,23-07 04:44:39
2628683,0,23-07 04:44:40
2854063,0,23-07 04:44:41
1927457,712,23-07 04:44:42
2265487,0,23-07 04:44:43
3144696,0,23-07 04:44:44
2129195,1424,23-07 04:44:45
2246397,0,23-07 04:44:46
1598167,356,23-07 04:44:47
4537727,0,23-07 04:44:48
934111,356,23-07 04:44:49
295049,1780,23-07 04:44:50
600375,356,23-07 04:44:51
182852,356,23-07 04:44:52
1283895,0,23-07 04:44:53
2703682,0,23-07 04:44:54
2032130,0,23-07 04:44:55
2745148,0,23-07 04:44:56
3149624,0,23-07 04:44:57
2355527,0,23-07 04:44:58
2168477,0,23-07 04:44:59
1063034,0,23-07 04:45:00
1495933,0,23-07 04:45:01
1955237,0,23-07 04:45:02
2337135,0,23-07 04:45:03
1757492,356,23-07 04:45:04
2403702,0,23-07 04:45:05
1899119,0,23-07 04:45:06
2791731,356,23-07 04:45:07
1530193,1068,23-07 04:45:08
331971,1424,23-07 04:45:09
475369,0,23-07 04:45:10
416477,712,23-07 04:45:11
1389969,0,23-07 04:45:12
2128122,0,23-07 04:45:13
2833744,0,23-07 04:45:14
2624501,0,23-07 04:45:15
2012770,0,23-07 04:45:16
2536240,0,23-07 04:45:17
2335301,0,23-07 04:45:18
1530557,356,23-07 04:45:19
2780110,0,23-07 04:45:20
2594464,0,23-07 04:45:21
2252905,712,23-07 04:45:22
2417774,0,23-07 04:45:23
1994844,712,23-07 04:45:24
2696540,356,23-07 04:45:25
1995318,356,23-07 04:45:26
631432,1424,23-07 04:45:27
545671,0,23-07 04:45:28
2510067,0,23-07 04:45:29
2851674,0,23-07 04:45:30
2366970,0,23-07 04:45:31
2765904,0,23-07 04:45:32
2241820,0,23-07 04:45:33
2724148,0,23-07 04:45:34
1807405,0,23-07 04:45:35
1900654,0,23-07 04:45:36
3040321,0,23-07 04:45:37
879923,1068,23-07 04:45:38
1846809,0,23-07 04:45:39
2819276,0,23-07 04:45:40
2278536,0,23-07 04:45:41
2995348,356,23-07 04:45:42
2788366,356,23-07 04:45:43
2351328,356,23-07 04:45:44
2033057,1068,23-07 04:45:45
401104,1068,23-07 04:45:46
393945,356,23-07 04:45:47
483440,356,23-07 04:45:48
1040584,356,23-07 04:45:49
1568872,0,23-07 04:45:50
2256139,0,23-07 04:45:51
2619164,0,23-07 04:45:52
2792651,0,23-07 04:45:53
2313133,0,23-07 04:45:54
2430958,0,23-07 04:45:55
1953141,0,23-07 04:45:56
1889021,712,23-07 04:45:57
2282050,0,23-07 04:45:58
2545340,0,23-07 04:45:59
2565706,356,23-07 04:46:00
2857313,0,23-07 04:46:01
2359264,712,23-07 04:46:02
3323474,0,23-07 04:46:03
814854,2136,23-07 04:46:04
300205,356,23-07 04:46:05
545813,0,23-07 04:46:06
504378,712,23-07 04:46:07
2377796,0,23-07 04:46:08
2704490,0,23-07 04:46:09
2562208,0,23-07 04:46:10
2481470,0,23-07 04:46:11
1894724,0,23-07 04:46:12
2054825,0,23-07 04:46:13
1525156,356,23-07 04:46:14
3432805,0,23-07 04:46:15
3848148,0,23-07 04:46:16
2852143,0,23-07 04:46:17
2741276,1068,23-07 04:46:18
3368344,712,23-07 04:46:19
3416265,712,23-07 04:46:20
790900,712,23-07 04:46:21
386573,356,23-07 04:46:22
3005254,0,23-07 04:46:23
3954668,0,23-07 04:46:24
5058879,0,23-07 04:46:25
4162243,0,23-07 04:46:26
4617261,0,23-07 04:46:27
4622739,0,23-07 04:46:28
6544168,0,23-07 04:46:29
6920570,1424,23-07 04:46:30
6380535,1068,23-07 04:46:31
1507851,356,23-07 04:46:32
6846101,0,23-07 04:46:33
9158278,0,23-07 04:46:34
8563682,0,23-07 04:46:35
