"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain25-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","23 Jul 2017 04:44:10 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,23-07 04:44:10
0,0,23-07 04:44:11
0,0,23-07 04:44:12
0,0,23-07 04:44:13
0,0,23-07 04:44:14
0,0,23-07 04:44:15
0,0,23-07 04:44:16
0,0,23-07 04:44:17
804259,0,23-07 04:44:18
1711230,0,23-07 04:44:19
1463426,0,23-07 04:44:20
3321516,0,23-07 04:44:21
3988463,0,23-07 04:44:22
2703693,0,23-07 04:44:23
2806269,0,23-07 04:44:24
2051895,0,23-07 04:44:25
2199255,0,23-07 04:44:26
2704313,0,23-07 04:44:27
2452294,0,23-07 04:44:28
2488290,0,23-07 04:44:29
3069811,0,23-07 04:44:30
2384641,0,23-07 04:44:31
2494514,0,23-07 04:44:32
3875663,0,23-07 04:44:33
610680,2136,23-07 04:44:34
469755,356,23-07 04:44:35
2521353,0,23-07 04:44:36
1888446,0,23-07 04:44:37
2297202,0,23-07 04:44:38
2625336,0,23-07 04:44:39
3013748,0,23-07 04:44:40
2313236,0,23-07 04:44:41
2310655,0,23-07 04:44:42
3274937,0,23-07 04:44:43
2465766,0,23-07 04:44:44
2165733,712,23-07 04:44:45
1919952,0,23-07 04:44:46
2171642,0,23-07 04:44:47
2447412,0,23-07 04:44:48
2565708,0,23-07 04:44:49
2884785,1780,23-07 04:44:50
626755,356,23-07 04:44:51
364580,356,23-07 04:44:52
1491174,0,23-07 04:44:53
2715697,0,23-07 04:44:54
3277358,0,23-07 04:44:55
3230240,0,23-07 04:44:56
2212578,0,23-07 04:44:57
2796267,0,23-07 04:44:58
2345528,0,23-07 04:44:59
1557059,0,23-07 04:45:00
2351339,0,23-07 04:45:01
1662133,0,23-07 04:45:02
1913519,0,23-07 04:45:03
1812368,356,23-07 04:45:04
2612539,712,23-07 04:45:05
4660351,0,23-07 04:45:06
1065448,712,23-07 04:45:07
464522,712,23-07 04:45:08
331822,356,23-07 04:45:09
1042467,0,23-07 04:45:10
2138418,0,23-07 04:45:11
2239282,0,23-07 04:45:12
1954564,0,23-07 04:45:13
1968588,0,23-07 04:45:14
2054302,0,23-07 04:45:15
2456682,0,23-07 04:45:16
2454219,0,23-07 04:45:17
1632454,0,23-07 04:45:18
1549540,0,23-07 04:45:19
1576149,0,23-07 04:45:20
2167474,0,23-07 04:45:21
2473474,356,23-07 04:45:22
1880140,356,23-07 04:45:23
2312210,356,23-07 04:45:24
966271,1424,23-07 04:45:25
392532,356,23-07 04:45:26
631848,356,23-07 04:45:27
464194,0,23-07 04:45:28
2172573,0,23-07 04:45:29
2037333,0,23-07 04:45:30
1806604,0,23-07 04:45:31
2734696,0,23-07 04:45:32
1774064,0,23-07 04:45:33
1926277,0,23-07 04:45:34
2190939,0,23-07 04:45:35
1331614,1424,23-07 04:45:36
1813580,0,23-07 04:45:37
1727877,0,23-07 04:45:38
1514245,0,23-07 04:45:39
1898567,0,23-07 04:45:40
2512261,0,23-07 04:45:41
3248423,0,23-07 04:45:42
506461,1780,23-07 04:45:43
589090,0,23-07 04:45:44
508349,712,23-07 04:45:45
1460575,0,23-07 04:45:46
1789906,0,23-07 04:45:47
2416702,0,23-07 04:45:48
2572566,0,23-07 04:45:49
2542000,0,23-07 04:45:50
1907686,0,23-07 04:45:51
2712391,0,23-07 04:45:52
2037830,0,23-07 04:45:53
2005853,712,23-07 04:45:54
2207301,0,23-07 04:45:55
1827426,0,23-07 04:45:56
2145880,0,23-07 04:45:57
2126973,1068,23-07 04:45:58
2689963,0,23-07 04:45:59
3397572,0,23-07 04:46:00
1892699,356,23-07 04:46:01
364916,356,23-07 04:46:02
673746,356,23-07 04:46:03
1715423,0,23-07 04:46:04
2225012,0,23-07 04:46:05
2073852,0,23-07 04:46:06
2486124,0,23-07 04:46:07
1953637,0,23-07 04:46:08
2839438,0,23-07 04:46:09
3034503,0,23-07 04:46:10
2106778,0,23-07 04:46:11
1729600,0,23-07 04:46:12
2856578,0,23-07 04:46:13
1821756,0,23-07 04:46:14
2176315,1068,23-07 04:46:15
2784930,0,23-07 04:46:16
2145637,356,23-07 04:46:17
2666063,0,23-07 04:46:18
1289658,1424,23-07 04:46:19
804414,1068,23-07 04:46:20
736577,0,23-07 04:46:21
3502957,0,23-07 04:46:22
3696196,0,23-07 04:46:23
2869400,0,23-07 04:46:24
3012036,0,23-07 04:46:25
4350041,0,23-07 04:46:26
3149155,1424,23-07 04:46:27
4609826,0,23-07 04:46:28
4908962,1424,23-07 04:46:29
7022003,356,23-07 04:46:30
