"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain9-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","10 Dec 2017 00:30:07 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,10-12 00:30:07
0,0,10-12 00:30:08
95,95,10-12 00:30:09
0,0,10-12 00:30:10
0,0,10-12 00:30:11
0,0,10-12 00:30:12
0,0,10-12 00:30:13
70,0,10-12 00:30:14
0,0,10-12 00:30:15
70,0,10-12 00:30:16
917798,0,10-12 00:30:17
11632355,996,10-12 00:30:18
12637645,765,10-12 00:30:19
9918966,255,10-12 00:30:20
12557643,0,10-12 00:30:21
12677447,0,10-12 00:30:22
12236810,757,10-12 00:30:23
12716974,255,10-12 00:30:24
12988873,255,10-12 00:30:25
9792076,0,10-12 00:30:26
12804426,0,10-12 00:30:27
12954702,0,10-12 00:30:28
11972095,988,10-12 00:30:29
12870817,255,10-12 00:30:30
10126468,255,10-12 00:30:31
12700921,0,10-12 00:30:32
12915408,0,10-12 00:30:33
12298224,733,10-12 00:30:34
12725954,255,10-12 00:30:35
12374914,297,10-12 00:30:36
10674677,0,10-12 00:30:37
12755346,0,10-12 00:30:38
12751018,733,10-12 00:30:39
12282541,0,10-12 00:30:40
13003927,510,10-12 00:30:41
10098741,255,10-12 00:30:42
12658429,0,10-12 00:30:43
12645691,0,10-12 00:30:44
12157687,0,10-12 00:30:45
12965608,255,10-12 00:30:46
10955915,1004,10-12 00:30:47
11801276,0,10-12 00:30:48
12714183,0,10-12 00:30:49
12047565,0,10-12 00:30:50
12870129,42,10-12 00:30:51
13093027,757,10-12 00:30:52
9913252,765,10-12 00:30:53
12867571,0,10-12 00:30:54
12913606,0,10-12 00:30:55
12087331,0,10-12 00:30:56
12926143,1020,10-12 00:30:57
9729452,255,10-12 00:30:58
12047594,0,10-12 00:30:59
12902647,0,10-12 00:31:00
12336608,247,10-12 00:31:01
12826320,749,10-12 00:31:02
12792225,255,10-12 00:31:03
9835414,0,10-12 00:31:04
12456576,0,10-12 00:31:05
12937246,0,10-12 00:31:06
11978879,996,10-12 00:31:07
12739816,255,10-12 00:31:08
9958329,255,10-12 00:31:09
12619906,0,10-12 00:31:10
12910423,0,10-12 00:31:11
12137763,0,10-12 00:31:12
12934737,1004,10-12 00:31:13
12336449,255,10-12 00:31:14
10104381,0,10-12 00:31:15
12826543,0,10-12 00:31:16
