"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain45-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 21:02:36 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 21:02:36
0,0,27-07 21:02:37
0,0,27-07 21:02:38
0,0,27-07 21:02:39
0,0,27-07 21:02:40
0,0,27-07 21:02:41
95,95,27-07 21:02:42
0,0,27-07 21:02:43
1140824,32924,27-07 21:02:44
1371138,36576,27-07 21:02:45
1340276,35982,27-07 21:02:46
1345452,33858,27-07 21:02:47
1368358,34794,27-07 21:02:48
1317374,34992,27-07 21:02:49
1355964,36300,27-07 21:02:50
1386718,35334,27-07 21:02:51
1324197,33251,27-07 21:02:52
1379298,33738,27-07 21:02:53
1348972,31308,27-07 21:02:54
1346082,33216,27-07 21:02:55
1369218,35148,27-07 21:02:56
1343612,32934,27-07 21:02:57
1348352,34146,27-07 21:02:58
1354028,33486,27-07 21:02:59
1361350,35112,27-07 21:03:00
1346922,31560,27-07 21:03:01
1348579,35747,27-07 21:03:02
1351628,34806,27-07 21:03:03
1351198,35400,27-07 21:03:04
1358290,33792,27-07 21:03:05
1354408,34860,27-07 21:03:06
1331572,37050,27-07 21:03:07
1365644,35904,27-07 21:03:08
1344372,37116,27-07 21:03:09
1371138,36906,27-07 21:03:10
1340276,35046,27-07 21:03:11
1375891,35537,27-07 21:03:12
1320402,33792,27-07 21:03:13
1370544,35916,27-07 21:03:14
1330488,34860,27-07 21:03:15
1370054,35850,27-07 21:03:16
1355922,36084,27-07 21:03:17
1363700,36828,27-07 21:03:18
1356170,35676,27-07 21:03:19
1327592,35082,27-07 21:03:20
1361168,37764,27-07 21:03:21
1372731,32789,27-07 21:03:22
1316780,33444,27-07 21:03:23
1377310,36366,27-07 21:03:24
1348484,35676,27-07 21:03:25
1349800,32946,27-07 21:03:26
1352960,35424,27-07 21:03:27
1348666,34134,27-07 21:03:28
1339258,35676,27-07 21:03:29
1377618,33486,27-07 21:03:30
1354226,36798,27-07 21:03:31
1327687,34691,27-07 21:03:32
1351984,36816,27-07 21:03:33
1378080,35982,27-07 21:03:34
1345770,36510,27-07 21:03:35
1365644,36102,27-07 21:03:36
1347648,34056,27-07 21:03:37
1366530,34662,27-07 21:03:38
1341642,33552,27-07 21:03:39
1363154,34494,27-07 21:03:40
1327030,34884,27-07 21:03:41
1354321,36485,27-07 21:03:42
1343486,36588,27-07 21:03:43
1376682,34782,27-07 21:03:44
1345770,36510,27-07 21:03:45
1368540,35820,27-07 21:03:46
1338514,35202,27-07 21:03:47
1334782,35322,27-07 21:03:48
1369806,36114,27-07 21:03:49
1352300,33672,27-07 21:03:50
1365578,35964,27-07 21:03:51
1327592,36180,27-07 21:03:52
1344335,31733,27-07 21:03:53
1378328,36972,27-07 21:03:54
1349866,35244,27-07 21:03:55
1350362,37038,27-07 21:03:56
1345770,35718,27-07 21:03:57
1362550,35676,27-07 21:03:58
1334650,34056,27-07 21:03:59
1366844,35994,27-07 21:04:00
1354590,33738,27-07 21:04:01
1349800,33750,27-07 21:04:02
1336053,34205,27-07 21:04:03
1411954,34056,27-07 21:04:04
1323364,34254,27-07 21:04:05
1339010,36324,27-07 21:04:06
1359588,34830,27-07 21:04:07
1357056,36918,27-07 21:04:08
1330158,32610,27-07 21:04:09
1348914,33354,27-07 21:04:10
1379214,34728,27-07 21:04:11
1405652,32430,27-07 21:04:12
1288715,30125,27-07 21:04:13
1342808,35442,27-07 21:04:14
1357056,35412,27-07 21:04:15
1334716,33828,27-07 21:04:16
1392278,37026,27-07 21:04:17
1352960,35982,27-07 21:04:18
1344504,34674,27-07 21:04:19
1360150,35334,27-07 21:04:20
1352960,35376,27-07 21:04:21
