"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain7-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 21:02:29 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 21:02:29
0,0,27-07 21:02:30
95,95,27-07 21:02:31
0,0,27-07 21:02:32
0,0,27-07 21:02:33
0,0,27-07 21:02:34
0,0,27-07 21:02:35
42,42,27-07 21:02:36
0,0,27-07 21:02:37
0,0,27-07 21:02:38
0,0,27-07 21:02:39
0,0,27-07 21:02:40
0,0,27-07 21:02:41
95,95,27-07 21:02:42
0,0,27-07 21:02:43
525132,12968,27-07 21:02:44
1906934,44004,27-07 21:02:45
1352696,30966,27-07 21:02:46
1352696,31176,27-07 21:02:47
1352168,27414,27-07 21:02:48
1352564,30318,27-07 21:02:49
1352498,30462,27-07 21:02:50
1352432,29448,27-07 21:02:51
1351999,28949,27-07 21:02:52
1352498,30978,27-07 21:02:53
1351838,27174,27-07 21:02:54
1352762,30066,27-07 21:02:55
1352564,29052,27-07 21:02:56
1352630,29142,27-07 21:02:57
1354634,28782,27-07 21:02:58
1352564,28338,27-07 21:02:59
1352036,28788,27-07 21:03:00
1352762,31824,27-07 21:03:01
1352593,30191,27-07 21:03:02
1352498,28668,27-07 21:03:03
1355030,31566,27-07 21:03:04
1352696,31386,27-07 21:03:05
1352564,32154,27-07 21:03:06
1352234,29826,27-07 21:03:07
1355228,30894,27-07 21:03:08
1352234,29220,27-07 21:03:09
1352762,30186,27-07 21:03:10
1355323,32135,27-07 21:03:11
1352630,31488,27-07 21:03:12
1343912,30932,27-07 21:03:13
1352696,30834,27-07 21:03:14
1351574,27918,27-07 21:03:15
1351772,28008,27-07 21:03:16
1352036,28932,27-07 21:03:17
1352672,31824,27-07 21:03:18
1352630,31188,27-07 21:03:19
1352564,31584,27-07 21:03:20
1351933,28343,27-07 21:03:21
1353648,31506,27-07 21:03:22
1352804,30228,27-07 21:03:23
1352894,30774,27-07 21:03:24
1352762,30516,27-07 21:03:25
1352696,29778,27-07 21:03:26
1352696,31440,27-07 21:03:27
1352498,31416,27-07 21:03:28
1352498,31428,27-07 21:03:29
1352564,30162,27-07 21:03:30
1352725,31601,27-07 21:03:31
1354238,29520,27-07 21:03:32
1352960,36126,27-07 21:03:33
1353978,36480,27-07 21:03:34
1352960,35598,27-07 21:03:35
1352960,36390,27-07 21:03:36
1352960,36852,27-07 21:03:37
1352960,37074,27-07 21:03:38
1352960,36642,27-07 21:03:39
1352960,36036,27-07 21:03:40
1353055,36155,27-07 21:03:41
1352960,36456,27-07 21:03:42
1352960,37854,27-07 21:03:43
1352960,36654,27-07 21:03:44
1352762,35268,27-07 21:03:45
1352960,36312,27-07 21:03:46
