"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain11-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","08 Dec 2017 00:38:12 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,08-12 00:38:12
0,0,08-12 00:38:13
0,0,08-12 00:38:14
0,0,08-12 00:38:15
95,95,08-12 00:38:16
0,0,08-12 00:38:17
0,0,08-12 00:38:18
0,0,08-12 00:38:19
0,0,08-12 00:38:20
42,42,08-12 00:38:21
0,0,08-12 00:38:22
0,0,08-12 00:38:23
0,0,08-12 00:38:24
0,0,08-12 00:38:25
95,95,08-12 00:38:26
0,0,08-12 00:38:27
0,0,08-12 00:38:28
0,0,08-12 00:38:29
0,0,08-12 00:38:30
0,0,08-12 00:38:31
0,0,08-12 00:38:32
257598,0,08-12 00:38:33
1379941,0,08-12 00:38:34
1385930,0,08-12 00:38:35
1297125,95,08-12 00:38:36
1405079,0,08-12 00:38:37
1374715,0,08-12 00:38:38
1383406,0,08-12 00:38:39
1403668,0,08-12 00:38:40
1397830,0,08-12 00:38:41
1395630,0,08-12 00:38:42
1353309,0,08-12 00:38:43
1347923,42,08-12 00:38:44
1357522,0,08-12 00:38:45
1335229,95,08-12 00:38:46
1363282,0,08-12 00:38:47
1352066,0,08-12 00:38:48
1375104,0,08-12 00:38:49
1379739,0,08-12 00:38:50
1378396,0,08-12 00:38:51
1364360,0,08-12 00:38:52
1378322,0,08-12 00:38:53
1363360,0,08-12 00:38:54
1356222,0,08-12 00:38:55
1357250,95,08-12 00:38:56
1223677,1434,08-12 00:38:57
1360818,0,08-12 00:38:58
911365,510,08-12 00:38:59
1346718,0,08-12 00:39:00
1355283,0,08-12 00:39:01
1331166,42,08-12 00:39:02
1353543,0,08-12 00:39:03
1330093,0,08-12 00:39:04
1339547,749,08-12 00:39:05
1353555,0,08-12 00:39:06
1340440,510,08-12 00:39:07
1339082,510,08-12 00:39:08
1389996,0,08-12 00:39:09
1370130,0,08-12 00:39:10
1356933,510,08-12 00:39:11
1358760,0,08-12 00:39:12
1346569,510,08-12 00:39:13
1317890,741,08-12 00:39:14
1371426,0,08-12 00:39:15
1340795,0,08-12 00:39:16
1355433,0,08-12 00:39:17
1322571,0,08-12 00:39:18
1326305,510,08-12 00:39:19
1234654,1275,08-12 00:39:20
1094159,255,08-12 00:39:21
691130,0,08-12 00:39:22
1344484,0,08-12 00:39:23
1335156,0,08-12 00:39:24
1383957,0,08-12 00:39:25
1221483,0,08-12 00:39:26
1343508,42,08-12 00:39:27
1379245,0,08-12 00:39:28
1392900,0,08-12 00:39:29
1368936,0,08-12 00:39:30
1368634,95,08-12 00:39:31
1402118,0,08-12 00:39:32
1409127,0,08-12 00:39:33
1409279,0,08-12 00:39:34
1409739,0,08-12 00:39:35
1407869,0,08-12 00:39:36
1367314,0,08-12 00:39:37
1399107,0,08-12 00:39:38
1395044,0,08-12 00:39:39
1396364,0,08-12 00:39:40
1390752,95,08-12 00:39:41
1385402,0,08-12 00:39:42
1391034,0,08-12 00:39:43
1378227,0,08-12 00:39:44
1377965,0,08-12 00:39:45
1400792,42,08-12 00:39:46
1350050,1442,08-12 00:39:47
1309982,0,08-12 00:39:48
1040618,255,08-12 00:39:49
1407747,0,08-12 00:39:50
1404636,0,08-12 00:39:51
1417367,0,08-12 00:39:52
1425897,0,08-12 00:39:53
1425041,0,08-12 00:39:54
1379252,749,08-12 00:39:55
1367293,0,08-12 00:39:56
1402889,255,08-12 00:39:57
1410785,1020,08-12 00:39:58
1385197,0,08-12 00:39:59
1364371,255,08-12 00:40:00
1373140,0,08-12 00:40:01
1329474,255,08-12 00:40:02
1341602,1012,08-12 00:40:03
1383569,0,08-12 00:40:04
1369833,0,08-12 00:40:05
1368404,0,08-12 00:40:06
1371109,0,08-12 00:40:07
1330269,765,08-12 00:40:08
1295160,765,08-12 00:40:09
1254046,297,08-12 00:40:10
946463,0,08-12 00:40:11
1389603,0,08-12 00:40:12
1394599,0,08-12 00:40:13
1357068,0,08-12 00:40:14
1331295,0,08-12 00:40:15
1408212,0,08-12 00:40:16
1397670,0,08-12 00:40:17
1393385,0,08-12 00:40:18
1406610,0,08-12 00:40:19
1378145,95,08-12 00:40:20
1408294,0,08-12 00:40:21
1407419,0,08-12 00:40:22
1420300,0,08-12 00:40:23
1402048,0,08-12 00:40:24
1389932,0,08-12 00:40:25
1401798,0,08-12 00:40:26
1382775,0,08-12 00:40:27
1383005,0,08-12 00:40:28
1389271,0,08-12 00:40:29
1381433,95,08-12 00:40:30
1407131,0,08-12 00:40:31
1396003,0,08-12 00:40:32
1401564,0,08-12 00:40:33
1398116,0,08-12 00:40:34
1360182,1476,08-12 00:40:35
1382285,0,08-12 00:40:36
950061,255,08-12 00:40:37
1392582,0,08-12 00:40:38
1375827,0,08-12 00:40:39
1391099,0,08-12 00:40:40
1401558,0,08-12 00:40:41
1386465,0,08-12 00:40:42
1379589,749,08-12 00:40:43
1362504,510,08-12 00:40:44
1381989,765,08-12 00:40:45
1385153,0,08-12 00:40:46
1416784,255,08-12 00:40:47
1377086,0,08-12 00:40:48
1384562,0,08-12 00:40:49
1346967,0,08-12 00:40:50
1374497,1275,08-12 00:40:51
1369747,0,08-12 00:40:52
1366289,42,08-12 00:40:53
1384551,0,08-12 00:40:54
1384417,0,08-12 00:40:55
1388098,0,08-12 00:40:56
1327962,1514,08-12 00:40:57
1206814,255,08-12 00:40:58
998140,0,08-12 00:40:59
1368338,0,08-12 00:41:00
1370995,0,08-12 00:41:01
1385230,0,08-12 00:41:02
1297076,0,08-12 00:41:03
1392126,0,08-12 00:41:04
1384699,0,08-12 00:41:05
1410100,0,08-12 00:41:06
1406966,0,08-12 00:41:07
1399231,95,08-12 00:41:08
1409916,0,08-12 00:41:09
1407562,0,08-12 00:41:10
1406035,0,08-12 00:41:11
1405111,0,08-12 00:41:12
1411028,0,08-12 00:41:13
1410229,0,08-12 00:41:14
1404801,0,08-12 00:41:15
1395802,0,08-12 00:41:16
1386682,0,08-12 00:41:17
1374977,95,08-12 00:41:18
1397966,0,08-12 00:41:19
1374624,0,08-12 00:41:20
1400649,0,08-12 00:41:21
1400086,0,08-12 00:41:22
1346232,42,08-12 00:41:23
1374373,1434,08-12 00:41:24
935334,255,08-12 00:41:25
1378052,0,08-12 00:41:26
1364706,0,08-12 00:41:27
1356846,0,08-12 00:41:28
1350509,0,08-12 00:41:29
1372505,0,08-12 00:41:30
1380161,749,08-12 00:41:31
1377750,0,08-12 00:41:32
1357403,510,08-12 00:41:33
1388608,765,08-12 00:41:34
1398384,255,08-12 00:41:35
1379036,42,08-12 00:41:36
1380707,510,08-12 00:41:37
