"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain44-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","08 Dec 2017 08:13:05 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,08-12 08:13:05
0,0,08-12 08:13:06
0,0,08-12 08:13:07
0,0,08-12 08:13:08
0,0,08-12 08:13:09
0,0,08-12 08:13:10
0,0,08-12 08:13:11
0,0,08-12 08:13:12
0,0,08-12 08:13:13
95,95,08-12 08:13:14
0,0,08-12 08:13:15
0,0,08-12 08:13:16
0,0,08-12 08:13:17
0,0,08-12 08:13:18
0,0,08-12 08:13:19
0,0,08-12 08:13:20
0,0,08-12 08:13:21
0,0,08-12 08:13:22
95,95,08-12 08:13:23
0,0,08-12 08:13:24
0,0,08-12 08:13:25
0,0,08-12 08:13:26
0,0,08-12 08:13:27
0,0,08-12 08:13:28
0,0,08-12 08:13:29
0,0,08-12 08:13:30
0,0,08-12 08:13:31
0,0,08-12 08:13:32
95,95,08-12 08:13:33
712375,0,08-12 08:13:34
1316602,0,08-12 08:13:35
1348238,0,08-12 08:13:36
1280827,0,08-12 08:13:37
1378284,42,08-12 08:13:38
1396849,0,08-12 08:13:39
1399388,0,08-12 08:13:40
1399040,0,08-12 08:13:41
1408487,0,08-12 08:13:42
1408338,95,08-12 08:13:43
1388530,0,08-12 08:13:44
1375812,0,08-12 08:13:45
1369665,0,08-12 08:13:46
1353943,0,08-12 08:13:47
1392375,42,08-12 08:13:48
1378296,0,08-12 08:13:49
1402742,0,08-12 08:13:50
1393549,0,08-12 08:13:51
1379556,0,08-12 08:13:52
1384439,95,08-12 08:13:53
1395696,0,08-12 08:13:54
1408116,0,08-12 08:13:55
1371835,0,08-12 08:13:56
1392597,0,08-12 08:13:57
1334511,1434,08-12 08:13:58
1212661,0,08-12 08:13:59
1057826,0,08-12 08:14:00
1368552,0,08-12 08:14:01
1388796,0,08-12 08:14:02
1366751,0,08-12 08:14:03
1396588,0,08-12 08:14:04
1406010,0,08-12 08:14:05
1382201,0,08-12 08:14:06
1341566,95,08-12 08:14:07
1403166,0,08-12 08:14:08
1393507,255,08-12 08:14:09
1375237,0,08-12 08:14:10
1362869,0,08-12 08:14:11
1382148,0,08-12 08:14:12
1316461,0,08-12 08:14:13
1321670,247,08-12 08:14:14
1393683,0,08-12 08:14:15
1362087,0,08-12 08:14:16
1349290,0,08-12 08:14:17
1358243,0,08-12 08:14:18
1352464,0,08-12 08:14:19
1295814,1530,08-12 08:14:20
1234735,255,08-12 08:14:21
913831,255,08-12 08:14:22
1402913,0,08-12 08:14:23
1365487,0,08-12 08:14:24
1382054,0,08-12 08:14:25
1302642,0,08-12 08:14:26
1388473,0,08-12 08:14:27
1394232,0,08-12 08:14:28
1371246,42,08-12 08:14:29
1385592,0,08-12 08:14:30
1378026,95,08-12 08:14:31
1399514,0,08-12 08:14:32
1400717,0,08-12 08:14:33
1362955,0,08-12 08:14:34
1381019,0,08-12 08:14:35
1364780,42,08-12 08:14:36
1381856,0,08-12 08:14:37
1382733,0,08-12 08:14:38
1410568,0,08-12 08:14:39
1399434,0,08-12 08:14:40
1405636,95,08-12 08:14:41
1390949,0,08-12 08:14:42
1406925,0,08-12 08:14:43
1402401,0,08-12 08:14:44
