"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain32-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:42:35 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:42:35
0,0,19-07 07:42:36
0,0,19-07 07:42:37
0,0,19-07 07:42:38
0,0,19-07 07:42:39
0,0,19-07 07:42:40
0,0,19-07 07:42:41
0,0,19-07 07:42:42
0,0,19-07 07:42:43
0,0,19-07 07:42:44
0,0,19-07 07:42:45
0,0,19-07 07:42:46
0,0,19-07 07:42:47
679168,0,19-07 07:42:48
1246277,0,19-07 07:42:49
1179613,0,19-07 07:42:50
1176490,0,19-07 07:42:51
1041117,0,19-07 07:42:52
1113583,0,19-07 07:42:53
1163420,0,19-07 07:42:54
1132280,0,19-07 07:42:55
1174078,0,19-07 07:42:56
1186688,0,19-07 07:42:57
1139060,0,19-07 07:42:58
1187416,0,19-07 07:42:59
1210792,0,19-07 07:43:00
1172268,0,19-07 07:43:01
1208556,0,19-07 07:43:02
1211504,0,19-07 07:43:03
1217980,0,19-07 07:43:04
1265396,0,19-07 07:43:05
1218041,0,19-07 07:43:06
1219337,0,19-07 07:43:07
1271142,0,19-07 07:43:08
1237003,0,19-07 07:43:09
1245800,0,19-07 07:43:10
1211220,0,19-07 07:43:11
1182643,0,19-07 07:43:12
1030384,0,19-07 07:43:13
1178210,1424,19-07 07:43:14
823849,0,19-07 07:43:15
1162067,712,19-07 07:43:16
1226420,0,19-07 07:43:17
1188093,0,19-07 07:43:18
1236038,0,19-07 07:43:19
1154880,0,19-07 07:43:20
1169208,0,19-07 07:43:21
1213411,1068,19-07 07:43:22
1168149,712,19-07 07:43:23
1233290,1068,19-07 07:43:24
1270631,0,19-07 07:43:25
1122844,356,19-07 07:43:26
1250173,356,19-07 07:43:27
1191070,0,19-07 07:43:28
1192175,0,19-07 07:43:29
1174919,712,19-07 07:43:30
1024975,356,19-07 07:43:31
1256345,0,19-07 07:43:32
1208729,0,19-07 07:43:33
1269761,0,19-07 07:43:34
1257660,0,19-07 07:43:35
1006093,1068,19-07 07:43:36
707911,1424,19-07 07:43:37
779906,0,19-07 07:43:38
662746,0,19-07 07:43:39
1181504,0,19-07 07:43:40
1112631,0,19-07 07:43:41
1186216,0,19-07 07:43:42
1062877,0,19-07 07:43:43
1190203,0,19-07 07:43:44
1228324,0,19-07 07:43:45
1179516,0,19-07 07:43:46
1250938,0,19-07 07:43:47
1251400,0,19-07 07:43:48
1245508,0,19-07 07:43:49
1246956,0,19-07 07:43:50
1194852,0,19-07 07:43:51
1258788,0,19-07 07:43:52
1251296,0,19-07 07:43:53
1248925,0,19-07 07:43:54
