"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain6-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:42:32 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:42:32
0,0,19-07 07:42:33
0,0,19-07 07:42:34
0,0,19-07 07:42:35
0,0,19-07 07:42:36
0,0,19-07 07:42:37
0,0,19-07 07:42:38
0,0,19-07 07:42:39
0,0,19-07 07:42:40
0,0,19-07 07:42:41
0,0,19-07 07:42:42
0,0,19-07 07:42:43
0,0,19-07 07:42:44
0,0,19-07 07:42:45
0,0,19-07 07:42:46
45575,0,19-07 07:42:47
893296,0,19-07 07:42:48
1143701,0,19-07 07:42:49
933995,0,19-07 07:42:50
1123841,0,19-07 07:42:51
874398,0,19-07 07:42:52
979171,0,19-07 07:42:53
1025360,0,19-07 07:42:54
1031612,0,19-07 07:42:55
1091150,0,19-07 07:42:56
1059828,0,19-07 07:42:57
1049808,0,19-07 07:42:58
1066740,0,19-07 07:42:59
1061076,0,19-07 07:43:00
1012020,0,19-07 07:43:01
1049692,0,19-07 07:43:02
1123648,0,19-07 07:43:03
1058873,0,19-07 07:43:04
1073358,0,19-07 07:43:05
1071894,0,19-07 07:43:06
1100835,0,19-07 07:43:07
1062993,0,19-07 07:43:08
1080881,0,19-07 07:43:09
1064880,0,19-07 07:43:10
1142942,0,19-07 07:43:11
1099615,0,19-07 07:43:12
1088996,0,19-07 07:43:13
1134976,0,19-07 07:43:14
878315,0,19-07 07:43:15
786904,0,19-07 07:43:16
157825,0,19-07 07:43:17
0,0,19-07 07:43:18
0,0,19-07 07:43:19
0,0,19-07 07:43:20
0,0,19-07 07:43:21
0,0,19-07 07:43:22
0,0,19-07 07:43:23
192240,0,19-07 07:43:25
780208,0,19-07 07:43:25
1042006,1068,19-07 07:43:26
1064016,0,19-07 07:43:27
1161202,0,19-07 07:43:28
895614,1068,19-07 07:43:29
1049672,356,19-07 07:43:30
1177375,0,19-07 07:43:31
1138349,0,19-07 07:43:32
1070070,1068,19-07 07:43:33
1217869,0,19-07 07:43:34
963626,0,19-07 07:43:35
753325,0,19-07 07:43:36
1078970,0,19-07 07:43:37
1134617,0,19-07 07:43:38
1179092,0,19-07 07:43:39
1172197,0,19-07 07:43:40
1162609,0,19-07 07:43:41
756587,356,19-07 07:43:42
410208,2136,19-07 07:43:43
431558,356,19-07 07:43:44
432116,356,19-07 07:43:45
