"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain30-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:42:35 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:42:35
0,0,19-07 07:42:36
0,0,19-07 07:42:37
0,0,19-07 07:42:38
0,0,19-07 07:42:39
0,0,19-07 07:42:40
0,0,19-07 07:42:41
0,0,19-07 07:42:42
0,0,19-07 07:42:43
0,0,19-07 07:42:44
0,0,19-07 07:42:45
0,0,19-07 07:42:46
0,0,19-07 07:42:47
0,0,19-07 07:42:48
581302,0,19-07 07:42:49
1230343,0,19-07 07:42:50
1148779,0,19-07 07:42:51
1154335,0,19-07 07:42:52
1048902,0,19-07 07:42:53
1114843,0,19-07 07:42:54
1203784,0,19-07 07:42:55
1173556,0,19-07 07:42:56
1189978,0,19-07 07:42:57
1179588,0,19-07 07:42:58
1172120,0,19-07 07:42:59
1228176,0,19-07 07:43:00
1136812,0,19-07 07:43:01
1192508,0,19-07 07:43:02
1237716,0,19-07 07:43:03
1194232,0,19-07 07:43:04
1167453,0,19-07 07:43:05
1155276,0,19-07 07:43:06
1218112,0,19-07 07:43:07
1246329,0,19-07 07:43:08
1243538,0,19-07 07:43:09
1223632,0,19-07 07:43:10
1169427,0,19-07 07:43:11
1220332,0,19-07 07:43:12
1164808,0,19-07 07:43:13
1029179,0,19-07 07:43:14
1064078,2136,19-07 07:43:15
1104335,0,19-07 07:43:16
804634,712,19-07 07:43:17
1226391,0,19-07 07:43:18
1237881,0,19-07 07:43:19
1173946,0,19-07 07:43:20
1162248,0,19-07 07:43:21
1237436,0,19-07 07:43:22
1232998,1068,19-07 07:43:23
1085000,1068,19-07 07:43:24
1226928,0,19-07 07:43:25
1105414,0,19-07 07:43:26
1094231,0,19-07 07:43:27
1251730,0,19-07 07:43:28
1140472,712,19-07 07:43:29
1264936,0,19-07 07:43:30
1128905,712,19-07 07:43:31
1094950,1424,19-07 07:43:32
1249242,356,19-07 07:43:33
1282425,0,19-07 07:43:34
1260857,0,19-07 07:43:35
1231012,0,19-07 07:43:36
1235385,0,19-07 07:43:37
573089,1068,19-07 07:43:38
757460,712,19-07 07:43:39
553390,712,19-07 07:43:40
877965,0,19-07 07:43:41
1252459,0,19-07 07:43:42
1096483,0,19-07 07:43:43
1228445,0,19-07 07:43:44
1077852,0,19-07 07:43:45
1150863,0,19-07 07:43:46
1242140,0,19-07 07:43:47
1257006,0,19-07 07:43:48
1246792,0,19-07 07:43:49
1246968,0,19-07 07:43:50
1210576,0,19-07 07:43:51
1258740,0,19-07 07:43:52
1261692,0,19-07 07:43:53
1258788,0,19-07 07:43:54
