"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain12-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:42:33 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:42:33
0,0,19-07 07:42:34
0,0,19-07 07:42:35
0,0,19-07 07:42:36
0,0,19-07 07:42:37
0,0,19-07 07:42:38
0,0,19-07 07:42:39
0,0,19-07 07:42:40
0,0,19-07 07:42:41
0,0,19-07 07:42:42
0,0,19-07 07:42:43
0,0,19-07 07:42:44
0,0,19-07 07:42:45
0,0,19-07 07:42:46
0,0,19-07 07:42:47
0,0,19-07 07:42:48
0,0,19-07 07:42:49
172167,0,19-07 07:42:50
1079576,0,19-07 07:42:51
1175687,0,19-07 07:42:52
1183108,0,19-07 07:42:53
1053974,0,19-07 07:42:54
1159863,0,19-07 07:42:55
1152924,0,19-07 07:42:56
1204176,0,19-07 07:42:57
1201538,0,19-07 07:42:58
1145540,0,19-07 07:42:59
1178588,0,19-07 07:43:00
1172936,0,19-07 07:43:01
1135320,0,19-07 07:43:02
1181912,0,19-07 07:43:03
1183228,0,19-07 07:43:04
1180241,0,19-07 07:43:05
1152195,0,19-07 07:43:06
1208360,0,19-07 07:43:07
1197893,0,19-07 07:43:08
1232597,0,19-07 07:43:09
1250964,0,19-07 07:43:10
1174910,0,19-07 07:43:11
1204991,0,19-07 07:43:12
1223236,0,19-07 07:43:13
1182535,0,19-07 07:43:14
1111990,0,19-07 07:43:15
1039933,2136,19-07 07:43:16
1196496,0,19-07 07:43:17
803951,712,19-07 07:43:18
1238115,0,19-07 07:43:19
1225016,0,19-07 07:43:20
1108365,0,19-07 07:43:21
1177086,0,19-07 07:43:22
1202908,0,19-07 07:43:23
1088759,1068,19-07 07:43:24
1242044,0,19-07 07:43:25
1108770,356,19-07 07:43:26
1159856,356,19-07 07:43:27
1196870,712,19-07 07:43:28
1231484,0,19-07 07:43:29
1236551,0,19-07 07:43:30
1158223,1068,19-07 07:43:31
1171283,1424,19-07 07:43:32
1101976,0,19-07 07:43:33
1209354,356,19-07 07:43:34
1265165,0,19-07 07:43:35
1212976,0,19-07 07:43:36
1262541,0,19-07 07:43:37
1232901,0,19-07 07:43:38
852338,1068,19-07 07:43:39
727155,356,19-07 07:43:40
644767,1068,19-07 07:43:41
807149,0,19-07 07:43:42
1138593,0,19-07 07:43:43
1168419,0,19-07 07:43:44
1248227,0,19-07 07:43:45
1056896,0,19-07 07:43:46
1211083,0,19-07 07:43:47
