"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain30-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 17:50:31 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 17:50:31
1352960,35334,27-07 17:50:32
1352960,36522,27-07 17:50:33
1352960,36192,27-07 17:50:34
1355492,35208,27-07 17:50:35
1352960,36510,27-07 17:50:36
1353055,34295,27-07 17:50:37
1352894,34554,27-07 17:50:38
1358024,37452,27-07 17:50:39
1352960,35820,27-07 17:50:40
1352960,36834,27-07 17:50:41
1352870,35430,27-07 17:50:42
1352960,36312,27-07 17:50:43
1352960,36180,27-07 17:50:44
1352960,35178,27-07 17:50:45
1352960,35388,27-07 17:50:46
1353055,36815,27-07 17:50:47
1354226,37902,27-07 17:50:48
1352828,36378,27-07 17:50:49
1352960,36402,27-07 17:50:50
1352960,36444,27-07 17:50:51
1352960,35112,27-07 17:50:52
1352960,35862,27-07 17:50:53
1352960,36498,27-07 17:50:54
1352762,33882,27-07 17:50:55
1352960,36150,27-07 17:50:56
1353055,37908,27-07 17:50:57
1352894,35844,27-07 17:50:58
1355492,36228,27-07 17:50:59
1352960,35664,27-07 17:51:00
1352960,36180,27-07 17:51:01
1352960,36282,27-07 17:51:02
1352960,36774,27-07 17:51:03
1352960,36456,27-07 17:51:04
1352960,37284,27-07 17:51:05
1352960,36162,27-07 17:51:06
1353121,35586,27-07 17:51:07
1352960,37932,27-07 17:51:08
1352960,37578,27-07 17:51:09
1352960,36786,27-07 17:51:10
1352960,35850,27-07 17:51:11
1353002,36683,27-07 17:51:12
1352960,36864,27-07 17:51:13
1352960,36246,27-07 17:51:14
1354094,36414,27-07 17:51:15
1352960,35256,27-07 17:51:16
1353097,36642,27-07 17:51:17
1352960,36006,27-07 17:51:18
1352960,36642,27-07 17:51:19
1352960,36576,27-07 17:51:20
1352960,36468,27-07 17:51:21
1352960,36011,27-07 17:51:22
1352960,35874,27-07 17:51:23
1352894,37434,27-07 17:51:24
1352960,36162,27-07 17:51:25
1352960,37182,27-07 17:51:26
1353055,35982,27-07 17:51:27
1352960,36798,27-07 17:51:28
