"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain28-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","27 Jul 2017 17:50:10 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,27-07 17:50:10
42,42,27-07 17:50:11
0,0,27-07 17:50:12
0,0,27-07 17:50:13
0,0,27-07 17:50:14
0,0,27-07 17:50:15
95,95,27-07 17:50:16
0,0,27-07 17:50:17
0,0,27-07 17:50:18
0,0,27-07 17:50:19
0,0,27-07 17:50:20
0,0,27-07 17:50:21
0,0,27-07 17:50:22
0,0,27-07 17:50:23
0,0,27-07 17:50:24
0,0,27-07 17:50:25
136248,4735,27-07 17:50:26
1308934,28656,27-07 17:50:27
1352960,35970,27-07 17:50:28
1353026,37074,27-07 17:50:29
1352960,36444,27-07 17:50:30
1352960,36048,27-07 17:50:31
1355492,36768,27-07 17:50:32
1352960,36312,27-07 17:50:33
1352870,35466,27-07 17:50:34
1352960,38292,27-07 17:50:35
1352960,36480,27-07 17:50:36
1355587,36851,27-07 17:50:37
1352960,35268,27-07 17:50:38
1352960,37026,27-07 17:50:39
1355426,34722,27-07 17:50:40
1352960,35070,27-07 17:50:41
1352960,35838,27-07 17:50:42
1355294,36458,27-07 17:50:43
1352960,35598,27-07 17:50:44
1352960,37620,27-07 17:50:45
1352960,37026,27-07 17:50:46
1353055,36527,27-07 17:50:47
1352960,35058,27-07 17:50:48
1353002,36936,27-07 17:50:49
1352960,36918,27-07 17:50:50
1352960,36984,27-07 17:50:51
1352960,37092,27-07 17:50:52
1352960,36498,27-07 17:50:53
1353026,34782,27-07 17:50:54
1352960,35706,27-07 17:50:55
1352960,37236,27-07 17:50:56
1353055,37206,27-07 17:50:57
1352960,36876,27-07 17:50:58
1352960,36576,27-07 17:50:59
1352960,36558,27-07 17:51:00
1352960,35796,27-07 17:51:01
1352960,36786,27-07 17:51:02
1352960,36180,27-07 17:51:03
1352960,36840,27-07 17:51:04
1352960,36060,27-07 17:51:05
1352960,35376,27-07 17:51:06
1353055,36636,27-07 17:51:07
1352960,36840,27-07 17:51:08
1352960,36510,27-07 17:51:09
1352960,37446,27-07 17:51:10
1352960,36654,27-07 17:51:11
1352960,36468,27-07 17:51:12
1353002,37385,27-07 17:51:13
1352960,36312,27-07 17:51:14
1352960,36390,27-07 17:51:15
1352960,37008,27-07 17:51:16
1353055,36996,27-07 17:51:17
1353002,36168,27-07 17:51:18
1352960,37884,27-07 17:51:19
1352960,37368,27-07 17:51:20
1352960,35652,27-07 17:51:21
1352960,35520,27-07 17:51:22
1352960,37715,27-07 17:51:23
1352960,38214,27-07 17:51:24
1352960,37986,27-07 17:51:25
1352960,39480,27-07 17:51:26
1353055,36654,27-07 17:51:27
1352960,35310,27-07 17:51:28
