"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain11-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","10 Dec 2017 01:19:09 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,10-12 01:19:09
0,0,10-12 01:19:10
0,0,10-12 01:19:11
165,95,10-12 01:19:12
0,0,10-12 01:19:13
0,0,10-12 01:19:14
0,0,10-12 01:19:15
0,0,10-12 01:19:16
0,0,10-12 01:19:17
0,0,10-12 01:19:18
0,0,10-12 01:19:19
0,0,10-12 01:19:20
520578,0,10-12 01:19:21
7922427,1530,10-12 01:19:22
10148241,0,10-12 01:19:23
12713429,0,10-12 01:19:24
12520727,717,10-12 01:19:25
11680414,255,10-12 01:19:26
12837162,0,10-12 01:19:27
9468158,255,10-12 01:19:28
12361531,0,10-12 01:19:29
12663671,0,10-12 01:19:30
12102213,733,10-12 01:19:31
12669171,510,10-12 01:19:32
12230923,255,10-12 01:19:33
10010892,0,10-12 01:19:34
12731518,0,10-12 01:19:35
12722987,717,10-12 01:19:36
12218205,255,10-12 01:19:37
12905345,0,10-12 01:19:38
9691521,297,10-12 01:19:39
12418491,0,10-12 01:19:40
12738843,0,10-12 01:19:41
12081323,759,10-12 01:19:42
12859056,255,10-12 01:19:43
11871545,510,10-12 01:19:44
10699232,0,10-12 01:19:45
12617831,0,10-12 01:19:46
12540322,247,10-12 01:19:47
12215926,765,10-12 01:19:48
12821719,0,10-12 01:19:49
8965139,255,10-12 01:19:50
12523152,0,10-12 01:19:51
12449276,0,10-12 01:19:52
11927826,239,10-12 01:19:53
12675770,1004,10-12 01:19:54
11964863,255,10-12 01:19:55
10151669,0,10-12 01:19:56
12739271,0,10-12 01:19:57
12540996,0,10-12 01:19:58
12073597,749,10-12 01:19:59
12811481,502,10-12 01:20:00
10203110,0,10-12 01:20:01
12537877,0,10-12 01:20:02
12900683,0,10-12 01:20:03
11890243,0,10-12 01:20:04
12796051,1259,10-12 01:20:05
11975160,255,10-12 01:20:06
10255847,0,10-12 01:20:07
12678409,0,10-12 01:20:08
12445040,0,10-12 01:20:09
12018667,0,10-12 01:20:10
12822031,1004,10-12 01:20:11
9647510,255,10-12 01:20:12
12434842,0,10-12 01:20:13
12739992,0,10-12 01:20:14
11988570,0,10-12 01:20:15
12652974,0,10-12 01:20:16
11861127,1514,10-12 01:20:17
10434454,0,10-12 01:20:18
12695718,0,10-12 01:20:19
12345545,239,10-12 01:20:20
11992739,0,10-12 01:20:21
12629059,1096,10-12 01:20:22
11517455,0,10-12 01:20:23
12409431,0,10-12 01:20:24
12524823,0,10-12 01:20:25
12024667,494,10-12 01:20:26
12880093,510,10-12 01:20:27
10807691,510,10-12 01:20:28
11391875,0,10-12 01:20:29
12537246,0,10-12 01:20:30
12174228,717,10-12 01:20:31
11900654,0,10-12 01:20:32
12214683,255,10-12 01:20:33
10439641,255,10-12 01:20:34
11850546,0,10-12 01:20:35
12579988,0,10-12 01:20:36
12078727,0,10-12 01:20:37
12910801,749,10-12 01:20:38
11823623,765,10-12 01:20:39
10875585,0,10-12 01:20:40
12253301,0,10-12 01:20:41
11912657,733,10-12 01:20:42
11852714,0,10-12 01:20:43
12635440,502,10-12 01:20:44
9437580,0,10-12 01:20:45
12619768,0,10-12 01:20:46
12722586,0,10-12 01:20:47
