"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain35-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 22:00:05 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 22:00:06
0,0,19-07 22:00:07
0,0,19-07 22:00:08
0,0,19-07 22:00:09
0,0,19-07 22:00:10
0,0,19-07 22:00:11
0,0,19-07 22:00:12
0,0,19-07 22:00:13
0,0,19-07 22:00:14
0,0,19-07 22:00:15
0,0,19-07 22:00:16
0,0,19-07 22:00:17
0,0,19-07 22:00:18
0,0,19-07 22:00:19
0,0,19-07 22:00:20
199978,0,19-07 22:00:21
1197261,0,19-07 22:00:22
1107708,0,19-07 22:00:23
1191016,0,19-07 22:00:24
990786,0,19-07 22:00:25
1093342,0,19-07 22:00:26
1191916,0,19-07 22:00:27
1109836,0,19-07 22:00:28
1196654,0,19-07 22:00:29
1218564,0,19-07 22:00:30
1199068,0,19-07 22:00:31
1216536,0,19-07 22:00:32
1098820,0,19-07 22:00:33
1215412,0,19-07 22:00:34
1231048,0,19-07 22:00:35
1206557,0,19-07 22:00:36
1230859,0,19-07 22:00:37
1157867,0,19-07 22:00:38
1212746,0,19-07 22:00:39
1241809,0,19-07 22:00:40
1241232,0,19-07 22:00:41
1231122,0,19-07 22:00:42
1129315,0,19-07 22:00:43
1252320,0,19-07 22:00:44
1230238,0,19-07 22:00:45
1155075,0,19-07 22:00:46
1006078,1424,19-07 22:00:47
1093298,356,19-07 22:00:48
806569,712,19-07 22:00:49
1233371,0,19-07 22:00:50
1236636,0,19-07 22:00:51
1255857,0,19-07 22:00:52
1128746,0,19-07 22:00:53
1230748,0,19-07 22:00:54
1208195,1068,19-07 22:00:55
1270628,0,19-07 22:00:56
1177007,1068,19-07 22:00:57
1091432,712,19-07 22:00:58
1172468,356,19-07 22:00:59
1243582,356,19-07 22:01:00
1266054,0,19-07 22:01:01
1241375,0,19-07 22:01:02
1082822,1068,19-07 22:01:03
1099317,712,19-07 22:01:04
1209258,0,19-07 22:01:05
1245405,0,19-07 22:01:06
1275765,0,19-07 22:01:07
1183868,0,19-07 22:01:08
1267325,0,19-07 22:01:09
754484,1424,19-07 22:01:10
776859,712,19-07 22:01:11
573845,356,19-07 22:01:12
742149,0,19-07 22:01:13
1266993,0,19-07 22:01:14
1083439,0,19-07 22:01:15
1250092,0,19-07 22:01:16
1051051,0,19-07 22:01:17
1033363,0,19-07 22:01:18
1194984,0,19-07 22:01:19
1224536,0,19-07 22:01:20
1218978,0,19-07 22:01:21
1234004,0,19-07 22:01:22
1136564,0,19-07 22:01:23
1223756,0,19-07 22:01:24
1162972,0,19-07 22:01:25
1178552,0,19-07 22:01:26
1192092,0,19-07 22:01:27
1133846,0,19-07 22:01:28
1183247,0,19-07 22:01:29
1229260,0,19-07 22:01:30
1240180,0,19-07 22:01:31
1229913,0,19-07 22:01:32
1153092,0,19-07 22:01:33
1223606,0,19-07 22:01:34
1223915,0,19-07 22:01:35
1250636,0,19-07 22:01:36
1212664,0,19-07 22:01:37
963651,0,19-07 22:01:38
1025486,2136,19-07 22:01:39
1067943,356,19-07 22:01:40
760378,356,19-07 22:01:41
1164395,0,19-07 22:01:42
1126688,0,19-07 22:01:43
1250073,0,19-07 22:01:44
1220338,0,19-07 22:01:45
1157260,0,19-07 22:01:46
1193815,1068,19-07 22:01:47
1149044,0,19-07 22:01:48
1118498,1068,19-07 22:01:49
1212165,356,19-07 22:01:50
1190811,712,19-07 22:01:51
1237983,356,19-07 22:01:52
1181027,0,19-07 22:01:53
1228589,356,19-07 22:01:54
1174691,712,19-07 22:01:55
1115403,712,19-07 22:01:56
1213208,0,19-07 22:01:57
1170725,0,19-07 22:01:58
1219524,0,19-07 22:01:59
1256821,0,19-07 22:02:00
1246273,0,19-07 22:02:01
813146,1780,19-07 22:02:02
690573,0,19-07 22:02:03
679047,712,19-07 22:02:04
718567,0,19-07 22:02:05
1230015,0,19-07 22:02:06
1191027,0,19-07 22:02:07
1137457,0,19-07 22:02:08
1094638,0,19-07 22:02:09
1148343,0,19-07 22:02:10
1197824,0,19-07 22:02:11
1233216,0,19-07 22:02:12
1137738,0,19-07 22:02:13
1238928,0,19-07 22:02:14
1234660,0,19-07 22:02:15
1228136,0,19-07 22:02:16
1236952,0,19-07 22:02:17
1123848,0,19-07 22:02:18
1232276,0,19-07 22:02:19
1224105,0,19-07 22:02:20
1239352,0,19-07 22:02:21
1264692,0,19-07 22:02:22
1151084,0,19-07 22:02:23
1269889,0,19-07 22:02:24
1274554,0,19-07 22:02:25
1276295,0,19-07 22:02:26
1276904,0,19-07 22:02:27
1175112,0,19-07 22:02:28
1251475,0,19-07 22:02:29
1030314,2136,19-07 22:02:30
