"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain36-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:42:35 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:42:35
0,0,19-07 07:42:36
0,0,19-07 07:42:37
0,0,19-07 07:42:38
0,0,19-07 07:42:39
0,0,19-07 07:42:40
0,0,19-07 07:42:41
0,0,19-07 07:42:42
0,0,19-07 07:42:43
0,0,19-07 07:42:44
0,0,19-07 07:42:45
0,0,19-07 07:42:46
0,0,19-07 07:42:47
0,0,19-07 07:42:48
319816,0,19-07 07:42:49
1175974,0,19-07 07:42:50
1056577,0,19-07 07:42:51
1186732,0,19-07 07:42:52
1010247,0,19-07 07:42:53
1175763,0,19-07 07:42:54
1194944,0,19-07 07:42:55
1164876,0,19-07 07:42:56
1179878,0,19-07 07:42:57
1133860,0,19-07 07:42:58
1146748,0,19-07 07:42:59
1091576,0,19-07 07:43:00
1148652,0,19-07 07:43:01
1078540,0,19-07 07:43:02
1171548,0,19-07 07:43:03
1190741,0,19-07 07:43:04
1205735,0,19-07 07:43:05
1160460,0,19-07 07:43:06
1159245,0,19-07 07:43:07
1238369,0,19-07 07:43:08
1191532,0,19-07 07:43:09
1150094,0,19-07 07:43:10
1097191,0,19-07 07:43:11
1188160,0,19-07 07:43:12
1163804,0,19-07 07:43:13
1152114,0,19-07 07:43:14
974624,356,19-07 07:43:15
1049306,1424,19-07 07:43:16
792755,0,19-07 07:43:17
1039904,712,19-07 07:43:18
1187843,0,19-07 07:43:19
1210969,0,19-07 07:43:20
1121106,0,19-07 07:43:21
1160776,0,19-07 07:43:22
1145100,0,19-07 07:43:23
1189056,1068,19-07 07:43:24
1089309,1424,19-07 07:43:25
1159219,0,19-07 07:43:26
1158020,356,19-07 07:43:27
1140841,712,19-07 07:43:28
1184096,356,19-07 07:43:29
1135105,356,19-07 07:43:30
1120227,0,19-07 07:43:31
1115290,712,19-07 07:43:32
1006810,0,19-07 07:43:33
1097105,356,19-07 07:43:34
1202620,0,19-07 07:43:35
1138073,0,19-07 07:43:36
1132829,0,19-07 07:43:37
1230752,0,19-07 07:43:38
986918,356,19-07 07:43:39
632909,1424,19-07 07:43:40
776048,1068,19-07 07:43:41
511448,0,19-07 07:43:42
1113621,0,19-07 07:43:43
1183830,0,19-07 07:43:44
1154899,0,19-07 07:43:45
1015902,0,19-07 07:43:46
1169007,0,19-07 07:43:47
1212076,0,19-07 07:43:48
1218736,0,19-07 07:43:49
1243718,0,19-07 07:43:50
1210600,0,19-07 07:43:51
1257268,0,19-07 07:43:52
1252636,0,19-07 07:43:53
1254392,0,19-07 07:43:54
1252860,0,19-07 07:43:55
1130104,0,19-07 07:43:56
