"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain31-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:42:32 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:42:32
0,0,19-07 07:42:33
0,0,19-07 07:42:34
0,0,19-07 07:42:35
0,0,19-07 07:42:36
0,0,19-07 07:42:37
0,0,19-07 07:42:38
0,0,19-07 07:42:39
0,0,19-07 07:42:40
0,0,19-07 07:42:41
0,0,19-07 07:42:42
0,0,19-07 07:42:43
0,0,19-07 07:42:44
0,0,19-07 07:42:45
0,0,19-07 07:42:46
161498,0,19-07 07:42:47
1163932,0,19-07 07:42:48
1200309,0,19-07 07:42:49
1146265,0,19-07 07:42:50
973018,0,19-07 07:42:51
1157441,0,19-07 07:42:52
1217996,0,19-07 07:42:53
1199796,0,19-07 07:42:54
1182678,0,19-07 07:42:55
1189060,0,19-07 07:42:56
1197608,0,19-07 07:42:57
1213496,0,19-07 07:42:58
1184720,0,19-07 07:42:59
1109192,0,19-07 07:43:00
1173088,0,19-07 07:43:01
1207710,0,19-07 07:43:02
1232466,0,19-07 07:43:03
1203907,0,19-07 07:43:04
1136074,0,19-07 07:43:05
1263841,0,19-07 07:43:06
1228452,0,19-07 07:43:07
1241010,0,19-07 07:43:08
1234431,0,19-07 07:43:09
1152236,0,19-07 07:43:10
1179796,0,19-07 07:43:11
1169283,0,19-07 07:43:12
1056208,1068,19-07 07:43:13
1168200,356,19-07 07:43:14
702539,712,19-07 07:43:15
1232003,0,19-07 07:43:16
1178484,0,19-07 07:43:17
1215629,0,19-07 07:43:18
1198926,0,19-07 07:43:19
1127588,0,19-07 07:43:20
1193331,1068,19-07 07:43:21
1241070,0,19-07 07:43:22
1221168,0,19-07 07:43:23
1183732,1068,19-07 07:43:24
1160158,1068,19-07 07:43:25
1231877,356,19-07 07:43:26
1279023,0,19-07 07:43:27
1197205,356,19-07 07:43:28
1169143,0,19-07 07:43:29
998725,356,19-07 07:43:30
1149394,356,19-07 07:43:31
1269065,0,19-07 07:43:32
1263356,0,19-07 07:43:33
1273901,0,19-07 07:43:34
1215861,0,19-07 07:43:35
817128,0,19-07 07:43:36
713757,2136,19-07 07:43:37
708875,356,19-07 07:43:38
897007,0,19-07 07:43:39
1192117,0,19-07 07:43:40
1203903,0,19-07 07:43:41
1232937,0,19-07 07:43:42
1094294,0,19-07 07:43:43
1195181,0,19-07 07:43:44
1189088,0,19-07 07:43:45
1200594,0,19-07 07:43:46
1239484,0,19-07 07:43:47
1251348,0,19-07 07:43:48
1255516,0,19-07 07:43:49
1207880,0,19-07 07:43:50
1248632,0,19-07 07:43:51
1254328,0,19-07 07:43:52
1255221,0,19-07 07:43:53
