"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain24-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N tun0 --bits --output /tmp/dstat.csv",,,,"Date:","19 Jul 2017 07:42:33 UTC"
"net/tun0",,"system"
"recv","send","time"
0,0,19-07 07:42:33
0,0,19-07 07:42:34
0,0,19-07 07:42:35
0,0,19-07 07:42:36
0,0,19-07 07:42:37
0,0,19-07 07:42:38
0,0,19-07 07:42:39
0,0,19-07 07:42:40
0,0,19-07 07:42:41
0,0,19-07 07:42:42
0,0,19-07 07:42:43
0,0,19-07 07:42:44
0,0,19-07 07:42:45
0,0,19-07 07:42:46
0,0,19-07 07:42:47
0,0,19-07 07:42:48
92059,0,19-07 07:42:49
388639,0,19-07 07:42:50
1186276,0,19-07 07:42:51
1209825,0,19-07 07:42:52
1053516,0,19-07 07:42:53
1102323,0,19-07 07:42:54
1139071,0,19-07 07:42:55
1210548,0,19-07 07:42:56
1167970,0,19-07 07:42:57
1176188,0,19-07 07:42:58
1194728,0,19-07 07:43:00
1138096,0,19-07 07:43:00
1193200,0,19-07 07:43:01
1131012,0,19-07 07:43:02
1186188,0,19-07 07:43:03
1172252,0,19-07 07:43:05
1108549,0,19-07 07:43:05
1117339,0,19-07 07:43:06
1201428,0,19-07 07:43:07
1208317,0,19-07 07:43:08
1238765,0,19-07 07:43:10
1183322,0,19-07 07:43:10
1143476,0,19-07 07:43:11
1165907,0,19-07 07:43:12
1142824,0,19-07 07:43:13
1135398,0,19-07 07:43:15
1038245,0,19-07 07:43:15
1015540,2136,19-07 07:43:16
1108588,0,19-07 07:43:17
664658,712,19-07 07:43:18
1192311,0,19-07 07:43:20
1107604,0,19-07 07:43:20
1134029,0,19-07 07:43:21
1185074,0,19-07 07:43:22
1037376,0,19-07 07:43:23
1191150,0,19-07 07:43:25
1152614,1068,19-07 07:43:25
1165136,1424,19-07 07:43:26
1113327,356,19-07 07:43:27
1226862,0,19-07 07:43:28
1152848,712,19-07 07:43:30
1183543,356,19-07 07:43:30
1209192,356,19-07 07:43:31
1234973,0,19-07 07:43:32
1111362,0,19-07 07:43:33
1039242,356,19-07 07:43:35
1194993,0,19-07 07:43:35
1190193,0,19-07 07:43:36
1225613,0,19-07 07:43:37
1236008,0,19-07 07:43:38
1081303,0,19-07 07:43:40
690238,2136,19-07 07:43:40
698857,356,19-07 07:43:41
372139,356,19-07 07:43:42
836345,0,19-07 07:43:43
1185657,0,19-07 07:43:45
1103599,0,19-07 07:43:45
1213983,0,19-07 07:43:46
1072600,0,19-07 07:43:47
1194823,0,19-07 07:43:48
1207264,0,19-07 07:43:50
1207814,0,19-07 07:43:50
1251120,0,19-07 07:43:51
