"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain7-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","28 Jul 2017 02:23:20 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,28-07 02:23:20
0,0,28-07 02:23:21
0,0,28-07 02:23:22
0,0,28-07 02:23:23
0,0,28-07 02:23:24
0,0,28-07 02:23:25
0,0,28-07 02:23:26
95,95,28-07 02:23:27
0,0,28-07 02:23:28
0,0,28-07 02:23:29
0,0,28-07 02:23:30
0,0,28-07 02:23:31
42,42,28-07 02:23:32
0,0,28-07 02:23:33
0,0,28-07 02:23:34
2320640,0,28-07 02:23:35
2499254,95,28-07 02:23:36
1807342,0,28-07 02:23:37
2398666,0,28-07 02:23:38
1927830,0,28-07 02:23:39
1408487,0,28-07 02:23:40
1864019,0,28-07 02:23:41
1793993,0,28-07 02:23:42
1798292,0,28-07 02:23:43
1547038,0,28-07 02:23:44
1739567,0,28-07 02:23:45
2153995,95,28-07 02:23:46
2061044,0,28-07 02:23:47
2017940,0,28-07 02:23:48
1934257,0,28-07 02:23:49
1899974,0,28-07 02:23:50
1385882,42,28-07 02:23:51
1565090,1450,28-07 02:23:52
1373381,255,28-07 02:23:53
2456981,0,28-07 02:23:54
2616141,0,28-07 02:23:55
1868483,0,28-07 02:23:56
1724183,749,28-07 02:23:57
1710485,510,28-07 02:23:58
1518830,297,28-07 02:23:59
1174120,0,28-07 02:24:00
1999226,255,28-07 02:24:01
1330515,0,28-07 02:24:02
2096902,510,28-07 02:24:03
1342447,0,28-07 02:24:04
3023026,247,28-07 02:24:05
2138878,0,28-07 02:24:06
1759556,0,28-07 02:24:07
469917,510,28-07 02:24:08
445131,255,28-07 02:24:09
368706,255,28-07 02:24:10
664150,0,28-07 02:24:11
492278,1020,28-07 02:24:12
433068,255,28-07 02:24:13
1211339,0,28-07 02:24:14
2092775,0,28-07 02:24:15
1993354,0,28-07 02:24:16
1759839,0,28-07 02:24:17
2345021,0,28-07 02:24:18
2388064,0,28-07 02:24:19
2252902,0,28-07 02:24:20
1611584,0,28-07 02:24:21
1870092,95,28-07 02:24:22
1666865,0,28-07 02:24:23
1721520,0,28-07 02:24:24
1764752,0,28-07 02:24:25
2097085,42,28-07 02:24:26
2768301,0,28-07 02:24:27
2504544,0,28-07 02:24:28
2228127,0,28-07 02:24:29
1388515,1195,28-07 02:24:30
1594000,247,28-07 02:24:31
2790459,255,28-07 02:24:32
1872266,0,28-07 02:24:33
1768301,0,28-07 02:24:34
1512330,42,28-07 02:24:35
2029297,0,28-07 02:24:36
2302395,510,28-07 02:24:37
2077306,0,28-07 02:24:38
2820251,510,28-07 02:24:39
2186127,255,28-07 02:24:40
1893566,255,28-07 02:24:41
2921068,0,28-07 02:24:42
2435468,510,28-07 02:24:43
