"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","chain16-sink",,,,"User:","root"
"Cmdline:","dstat --net --time -N intf2 --bits --output /tmp/dstat.csv",,,,"Date:","28 Jul 2017 02:23:23 UTC"
"net/intf2",,"system"
"recv","send","time"
0,0,28-07 02:23:23
95,95,28-07 02:23:24
0,0,28-07 02:23:25
0,0,28-07 02:23:26
0,0,28-07 02:23:27
0,0,28-07 02:23:28
42,42,28-07 02:23:29
0,0,28-07 02:23:30
0,0,28-07 02:23:31
0,0,28-07 02:23:32
0,0,28-07 02:23:33
95,95,28-07 02:23:34
0,0,28-07 02:23:35
0,0,28-07 02:23:36
163415,0,28-07 02:23:37
775433,0,28-07 02:23:38
2157790,0,28-07 02:23:39
1503549,0,28-07 02:23:40
2162648,0,28-07 02:23:41
1920503,0,28-07 02:23:42
1702144,95,28-07 02:23:43
1423993,0,28-07 02:23:44
1908959,0,28-07 02:23:45
2010777,0,28-07 02:23:46
1797629,0,28-07 02:23:47
2210874,0,28-07 02:23:48
1781202,0,28-07 02:23:49
1331684,0,28-07 02:23:50
2125838,0,28-07 02:23:51
2460113,0,28-07 02:23:52
2249018,95,28-07 02:23:53
1744335,0,28-07 02:23:54
1544162,725,28-07 02:23:55
1056186,510,28-07 02:23:56
1899692,0,28-07 02:23:57
2043843,0,28-07 02:23:58
1489274,0,28-07 02:23:59
2131170,42,28-07 02:24:00
2378538,0,28-07 02:24:01
1570279,255,28-07 02:24:02
1744025,255,28-07 02:24:03
1751751,0,28-07 02:24:04
1755405,0,28-07 02:24:05
1829196,255,28-07 02:24:06
1316651,255,28-07 02:24:07
1610080,289,28-07 02:24:08
2993925,0,28-07 02:24:09
2283023,0,28-07 02:24:10
480431,255,28-07 02:24:11
484687,494,28-07 02:24:12
452014,1275,28-07 02:24:13
820648,0,28-07 02:24:14
346414,510,28-07 02:24:15
685162,0,28-07 02:24:16
1489934,0,28-07 02:24:17
1478091,0,28-07 02:24:18
1645184,0,28-07 02:24:19
1850437,0,28-07 02:24:20
1377504,0,28-07 02:24:21
1727991,0,28-07 02:24:22
2190323,0,28-07 02:24:23
2154361,95,28-07 02:24:24
2010420,0,28-07 02:24:25
1748962,0,28-07 02:24:26
1718644,0,28-07 02:24:27
2137094,0,28-07 02:24:28
2505846,0,28-07 02:24:29
2022425,42,28-07 02:24:30
1923242,0,28-07 02:24:31
1753311,0,28-07 02:24:32
1648308,0,28-07 02:24:33
1392043,95,28-07 02:24:34
1292069,1450,28-07 02:24:35
1501078,0,28-07 02:24:36
1549607,255,28-07 02:24:37
1946049,0,28-07 02:24:38
2427744,0,28-07 02:24:39
2111509,0,28-07 02:24:40
1927940,749,28-07 02:24:41
2213131,765,28-07 02:24:42
1905441,255,28-07 02:24:43
2193742,0,28-07 02:24:44
2374516,510,28-07 02:24:45
1723788,0,28-07 02:24:46
3220345,0,28-07 02:24:47
3461144,0,28-07 02:24:48
675725,510,28-07 02:24:49
554154,765,28-07 02:24:50
695364,0,28-07 02:24:51
581116,510,28-07 02:24:52
1486109,0,28-07 02:24:53
2297307,0,28-07 02:24:54
1965673,0,28-07 02:24:55
