"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth1 --nocolor --output ./results/scaleout10-from-client.csv",,,,"Date:","25 Jul 2017 17:58:47 UTC"

"net/dc1.s1-eth1",,"system"
"recv","send","time"
0.0,0.0,25-07 17:58:47
103.0,114316.0,25-07 17:58:48
0.0,250471.0,25-07 17:58:49
618.0,249906.0,25-07 17:58:50
0.0,249202.0,25-07 17:58:51
0.0,250091.0,25-07 17:58:52
103.0,250415.0,25-07 17:58:53
0.0,250128.0,25-07 17:58:54
103.0,249440.0,25-07 17:58:55
0.0,249826.0,25-07 17:58:56
0.0,250135.0,25-07 17:58:57
0.0,249685.0,25-07 17:58:58
0.0,250470.0,25-07 17:58:59
0.0,250334.0,25-07 17:59:00
0.0,249240.0,25-07 17:59:01
0.0,249786.0,25-07 17:59:02
0.0,250458.0,25-07 17:59:03
0.0,250344.0,25-07 17:59:04
0.0,250224.0,25-07 17:59:05
0.0,250148.0,25-07 17:59:06
0.0,249192.0,25-07 17:59:07
0.0,250978.0,25-07 17:59:08
0.0,248766.0,25-07 17:59:09
0.0,250665.0,25-07 17:59:10
0.0,250156.0,25-07 17:59:11
0.0,250420.0,25-07 17:59:12
0.0,249818.0,25-07 17:59:13
0.0,249026.0,25-07 17:59:14
0.0,250848.0,25-07 17:59:15
107.0,249825.0,25-07 17:59:16
206.0,249446.0,25-07 17:59:17
0.0,374161.0,25-07 17:59:18
0.0,374196.0,25-07 17:59:19
0.0,375740.0,25-07 17:59:20
46.0,374282.0,25-07 17:59:21
42.0,374716.0,25-07 17:59:22
42.0,375318.0,25-07 17:59:23
370.0,375073.0,25-07 17:59:24
42.0,375034.0,25-07 17:59:25
42.0,375477.0,25-07 17:59:26
42.0,374425.0,25-07 17:59:27
42.0,374600.0,25-07 17:59:28
370.0,375077.0,25-07 17:59:29
0.0,375450.0,25-07 17:59:30
679.0,375070.0,25-07 17:59:31
0.0,374801.0,25-07 17:59:32
0.0,375254.0,25-07 17:59:33
0.0,374964.0,25-07 17:59:34
0.0,375480.0,25-07 17:59:35
0.0,374532.0,25-07 17:59:36
103.0,374280.0,25-07 17:59:37
2735.0,375436.0,25-07 17:59:38
103.0,375444.0,25-07 17:59:39
0.0,374830.0,25-07 17:59:40
206.0,374671.0,25-07 17:59:41
0.0,375460.0,25-07 17:59:42
103.0,375620.0,25-07 17:59:43
0.0,373808.0,25-07 17:59:44
0.0,375090.0,25-07 17:59:45
0.0,375912.0,25-07 17:59:46
0.0,374712.0,25-07 17:59:47
0.0,374402.0,25-07 17:59:48
0.0,375182.0,25-07 17:59:49
0.0,374824.0,25-07 17:59:50
0.0,375992.0,25-07 17:59:51
0.0,374464.0,25-07 17:59:52
0.0,374748.0,25-07 17:59:53
0.0,374736.0,25-07 17:59:54
107.0,375812.0,25-07 17:59:55
0.0,374685.0,25-07 17:59:56
