"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth4 --nocolor --output ./results/scaleout/10000-from-vpn.csv",,,,"Date:","25 Jul 2017 19:12:58 UTC"

"net/dc2.s1-eth4",,"system"
"recv","send","time"
0.0,0.0,25-07 19:12:58
1480.0,72057918.0,25-07 19:12:59
1110.0,146693599.0,25-07 19:13:00
0.0,146615058.0,25-07 19:13:01
370.0,136862604.0,25-07 19:13:02
370.0,142969774.0,25-07 19:13:03
800.0,152637785.0,25-07 19:13:04
370.0,141059716.0,25-07 19:13:05
0.0,148129533.0,25-07 19:13:06
740.0,134060270.0,25-07 19:13:07
0.0,147469410.0,25-07 19:13:08
430.0,134692419.0,25-07 19:13:09
430.0,142635388.0,25-07 19:13:10
800.0,146123766.0,25-07 19:13:11
370.0,150328577.0,25-07 19:13:12
0.0,132916948.0,25-07 19:13:13
60.0,139035308.0,25-07 19:13:14
60.0,143439475.0,25-07 19:13:15
60.0,142151065.0,25-07 19:13:16
0.0,135470430.0,25-07 19:13:17
60.0,145561174.0,25-07 19:13:18
60.0,146521889.0,25-07 19:13:19
60.0,143906918.0,25-07 19:13:20
0.0,141803656.0,25-07 19:13:21
60.0,138702321.0,25-07 19:13:22
60.0,146529597.0,25-07 19:13:23
1540.0,132417043.0,25-07 19:13:24
370.0,143715941.0,25-07 19:13:25
0.0,138896477.0,25-07 19:13:26
370.0,136515608.0,25-07 19:13:27
370.0,142702835.0,25-07 19:13:28
370.0,173425188.0,25-07 19:13:29
740.0,146414815.0,25-07 19:13:30
0.0,160025198.0,25-07 19:13:31
370.0,155003585.0,25-07 19:13:32
370.0,152592167.0,25-07 19:13:33
740.0,147972178.0,25-07 19:13:34
0.0,151908399.0,25-07 19:13:35
740.0,149470045.0,25-07 19:13:36
0.0,151701295.0,25-07 19:13:37
0.0,42.0,25-07 19:13:38
800.0,58433273.0,25-07 19:13:39
370.0,150958599.0,25-07 19:13:40
370.0,165000013.0,25-07 19:13:41
740.0,158209463.0,25-07 19:13:42
370.0,147982799.0,25-07 19:13:43
0.0,141216356.0,25-07 19:13:44
370.0,153316010.0,25-07 19:13:45
800.0,157701103.0,25-07 19:13:46
60.0,149135745.0,25-07 19:13:47
430.0,145699483.0,25-07 19:13:48
370.0,163468531.0,25-07 19:13:49
60.0,150610399.0,25-07 19:13:50
60.0,156148870.0,25-07 19:13:51
60.0,138844886.0,25-07 19:13:52
60.0,156445973.0,25-07 19:13:53
60.0,145209772.0,25-07 19:13:54
60.0,147972612.0,25-07 19:13:55
0.0,147663975.0,25-07 19:13:56
60.0,146473392.0,25-07 19:13:57
60.0,156984043.0,25-07 19:13:58
60.0,152665082.0,25-07 19:13:59
60.0,150268930.0,25-07 19:14:00
60.0,163934706.0,25-07 19:14:01
60.0,161122282.0,25-07 19:14:02
60.0,148913771.0,25-07 19:14:03
60.0,163179437.0,25-07 19:14:04
60.0,160966813.0,25-07 19:14:05
0.0,149085183.0,25-07 19:14:06
60.0,152790492.0,25-07 19:14:07
