"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth4 --nocolor --output ./results/scaleout10000-from-vpn.csv",,,,"Date:","25 Jul 2017 18:02:39 UTC"

"net/dc2.s1-eth4",,"system"
"recv","send","time"
0.0,0.0,25-07 18:02:39
0.0,69957096.0,25-07 18:02:40
2220.0,152768290.0,25-07 18:02:41
370.0,141651123.0,25-07 18:02:42
370.0,147198924.0,25-07 18:02:43
370.0,145550650.0,25-07 18:02:44
370.0,148753551.0,25-07 18:02:45
370.0,146767857.0,25-07 18:02:46
370.0,133571099.0,25-07 18:02:47
430.0,127531288.0,25-07 18:02:48
430.0,146394810.0,25-07 18:02:49
430.0,141441747.0,25-07 18:02:50
370.0,146733013.0,25-07 18:02:51
60.0,146391060.0,25-07 18:02:52
60.0,143198097.0,25-07 18:02:53
60.0,137686179.0,25-07 18:02:54
60.0,149025575.0,25-07 18:02:55
860.0,136135564.0,25-07 18:02:56
370.0,140136658.0,25-07 18:02:57
370.0,145535937.0,25-07 18:02:58
370.0,138868936.0,25-07 18:02:59
370.0,144934912.0,25-07 18:03:00
430.0,140638732.0,25-07 18:03:01
430.0,139159285.0,25-07 18:03:02
430.0,138162239.0,25-07 18:03:03
370.0,151822445.0,25-07 18:03:04
60.0,132865743.0,25-07 18:03:05
60.0,145988487.0,25-07 18:03:06
60.0,147627205.0,25-07 18:03:07
0.0,141844839.0,25-07 18:03:08
60.0,140241203.0,25-07 18:03:09
800.0,139282622.0,25-07 18:03:10
370.0,163962613.0,25-07 18:03:11
370.0,152567114.0,25-07 18:03:12
370.0,156534296.0,25-07 18:03:13
370.0,146634354.0,25-07 18:03:14
370.0,152690746.0,25-07 18:03:15
370.0,158204404.0,25-07 18:03:16
370.0,151790477.0,25-07 18:03:17
370.0,153688554.0,25-07 18:03:18
370.0,163059525.0,25-07 18:03:19
370.0,147597371.0,25-07 18:03:20
370.0,146647529.0,25-07 18:03:21
370.0,147905716.0,25-07 18:03:22
370.0,152593171.0,25-07 18:03:23
370.0,156263411.0,25-07 18:03:24
