"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout/100-from-ids.csv",,,,"Date:","28 Jul 2017 21:48:13 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,28-07 21:48:13
0.0,0.0,28-07 21:48:14
0.0,0.0,28-07 21:48:15
0.0,0.0,28-07 21:48:16
1480.0,578761.0,28-07 21:48:17
370.0,1287682.0,28-07 21:48:18
0.0,1293657.0,28-07 21:48:19
0.0,1304225.0,28-07 21:48:20
0.0,1305866.0,28-07 21:48:21
0.0,1302465.0,28-07 21:48:22
0.0,1305882.0,28-07 21:48:23
0.0,1305364.0,28-07 21:48:24
0.0,1302803.0,28-07 21:48:25
0.0,1301349.0,28-07 21:48:26
0.0,1304041.0,28-07 21:48:27
1480.0,1262304.0,28-07 21:48:28
370.0,1291328.0,28-07 21:48:29
0.0,1304512.0,28-07 21:48:30
0.0,1299942.0,28-07 21:48:31
0.0,1305886.0,28-07 21:48:32
0.0,1304541.0,28-07 21:48:33
0.0,1303197.0,28-07 21:48:34
0.0,1302592.0,28-07 21:48:35
0.0,1306673.0,28-07 21:48:36
0.0,1307192.0,28-07 21:48:37
1480.0,1260097.0,28-07 21:48:38
370.0,1290751.0,28-07 21:48:39
0.0,1306626.0,28-07 21:48:40
0.0,1300511.0,28-07 21:48:41
0.0,1299561.0,28-07 21:48:42
42.0,1303438.0,28-07 21:48:43
0.0,1304762.0,28-07 21:48:44
0.0,1303154.0,28-07 21:48:45
0.0,1305242.0,28-07 21:48:46
0.0,1302657.0,28-07 21:48:47
1480.0,1262418.0,28-07 21:48:48
370.0,1291201.0,28-07 21:48:49
0.0,1298601.0,28-07 21:48:50
0.0,1302426.0,28-07 21:48:51
0.0,1305666.0,28-07 21:48:52
0.0,1304848.0,28-07 21:48:53
0.0,1302646.0,28-07 21:48:54
0.0,1306762.0,28-07 21:48:55
0.0,1305206.0,28-07 21:48:56
0.0,1302409.0,28-07 21:48:57
1480.0,1274317.0,28-07 21:48:58
370.0,1284287.0,28-07 21:48:59
0.0,1292526.0,28-07 21:49:00
0.0,1304287.0,28-07 21:49:01
0.0,1305650.0,28-07 21:49:02
42.0,1303930.0,28-07 21:49:03
0.0,1303457.0,28-07 21:49:04
0.0,1302118.0,28-07 21:49:05
0.0,1302965.0,28-07 21:49:06
0.0,1305975.0,28-07 21:49:07
0.0,1304433.0,28-07 21:49:08
1480.0,1260100.0,28-07 21:49:09
370.0,1282562.0,28-07 21:49:10
0.0,1303186.0,28-07 21:49:11
0.0,1301808.0,28-07 21:49:12
0.0,1305454.0,28-07 21:49:13
0.0,1304757.0,28-07 21:49:14
0.0,1301439.0,28-07 21:49:15
0.0,1304188.0,28-07 21:49:16
0.0,1283405.0,28-07 21:49:17
0.0,1302890.0,28-07 21:49:18
1480.0,1253881.0,28-07 21:49:19
370.0,1290961.0,28-07 21:49:20
0.0,1297590.0,28-07 21:49:21
0.0,1303973.0,28-07 21:49:22
42.0,1305394.0,28-07 21:49:23
0.0,1303341.0,28-07 21:49:24
0.0,1304654.0,28-07 21:49:25
0.0,1304426.0,28-07 21:49:26
0.0,1305331.0,28-07 21:49:27
0.0,1304542.0,28-07 21:49:28
1480.0,1263694.0,28-07 21:49:29
370.0,1293563.0,28-07 21:49:30
0.0,1293529.0,28-07 21:49:31
0.0,1300830.0,28-07 21:49:32
0.0,1303093.0,28-07 21:49:33
0.0,1302957.0,28-07 21:49:34
