"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout/10000-from-ids1.csv",,,,"Date:","25 Jul 2017 19:12:58 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,25-07 19:12:58
1480.0,4728671.0,25-07 19:12:59
1110.0,8944302.0,25-07 19:13:00
0.0,8685578.0,25-07 19:13:01
370.0,8181028.0,25-07 19:13:02
370.0,9260658.0,25-07 19:13:03
782.0,8701379.0,25-07 19:13:04
370.0,8713427.0,25-07 19:13:05
0.0,9011364.0,25-07 19:13:06
740.0,7404202.0,25-07 19:13:07
0.0,8560215.0,25-07 19:13:08
412.0,8583525.0,25-07 19:13:09
412.0,6863571.0,25-07 19:13:10
782.0,9728297.0,25-07 19:13:11
370.0,9700785.0,25-07 19:13:12
0.0,7478895.0,25-07 19:13:13
42.0,9846796.0,25-07 19:13:14
42.0,8552182.0,25-07 19:13:15
42.0,8873349.0,25-07 19:13:16
0.0,7536936.0,25-07 19:13:17
42.0,8009542.0,25-07 19:13:18
42.0,9902344.0,25-07 19:13:19
42.0,8710093.0,25-07 19:13:20
0.0,9166145.0,25-07 19:13:21
42.0,8060424.0,25-07 19:13:22
42.0,8761811.0,25-07 19:13:23
1522.0,9028074.0,25-07 19:13:24
370.0,9827685.0,25-07 19:13:25
0.0,7685827.0,25-07 19:13:26
370.0,10157784.0,25-07 19:13:27
370.0,9260408.0,25-07 19:13:28
370.0,8549075.0,25-07 19:13:29
740.0,6635361.0,25-07 19:13:30
0.0,8487613.0,25-07 19:13:31
370.0,8823091.0,25-07 19:13:32
370.0,9891679.0,25-07 19:13:33
740.0,7837482.0,25-07 19:13:34
0.0,7605524.0,25-07 19:13:35
740.0,9332628.0,25-07 19:13:36
0.0,8364375.0,25-07 19:13:37
0.0,60.0,25-07 19:13:38
782.0,2923457.0,25-07 19:13:39
370.0,8016555.0,25-07 19:13:40
370.0,6812973.0,25-07 19:13:41
740.0,10253610.0,25-07 19:13:42
370.0,9238910.0,25-07 19:13:43
0.0,7091235.0,25-07 19:13:44
370.0,9309933.0,25-07 19:13:45
782.0,8972808.0,25-07 19:13:46
42.0,8508997.0,25-07 19:13:47
412.0,7736479.0,25-07 19:13:48
370.0,9805030.0,25-07 19:13:49
42.0,7830602.0,25-07 19:13:50
42.0,8069167.0,25-07 19:13:51
42.0,5859573.0,25-07 19:13:52
42.0,8649682.0,25-07 19:13:53
42.0,8653426.0,25-07 19:13:54
42.0,8181847.0,25-07 19:13:55
0.0,7801574.0,25-07 19:13:56
42.0,8954160.0,25-07 19:13:57
42.0,9104905.0,25-07 19:13:58
42.0,9147531.0,25-07 19:13:59
42.0,8455237.0,25-07 19:14:00
42.0,8423875.0,25-07 19:14:01
42.0,6878465.0,25-07 19:14:02
42.0,8172415.0,25-07 19:14:03
42.0,10026704.0,25-07 19:14:04
42.0,9130182.0,25-07 19:14:05
0.0,6981046.0,25-07 19:14:06
42.0,8094834.0,25-07 19:14:07
