"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout/100-from-ids1.csv",,,,"Date:","25 Jul 2017 19:10:23 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,25-07 19:10:23
0.0,0.0,25-07 19:10:24
370.0,1107566.0,25-07 19:10:25
740.0,1249513.0,25-07 19:10:26
740.0,1245863.0,25-07 19:10:27
370.0,1250777.0,25-07 19:10:28
740.0,1249278.0,25-07 19:10:29
782.0,1248211.0,25-07 19:10:30
370.0,1248123.0,25-07 19:10:31
370.0,1250537.0,25-07 19:10:32
370.0,1248896.0,25-07 19:10:33
370.0,1248829.0,25-07 19:10:34
412.0,1247517.0,25-07 19:10:35
740.0,1242922.0,25-07 19:10:36
0.0,1250609.0,25-07 19:10:37
0.0,1248975.0,25-07 19:10:38
740.0,1250343.0,25-07 19:10:39
370.0,1250726.0,25-07 19:10:40
370.0,1247023.0,25-07 19:10:41
370.0,1248707.0,25-07 19:10:42
370.0,1250053.0,25-07 19:10:43
0.0,1249570.0,25-07 19:10:44
0.0,1248827.0,25-07 19:10:45
0.0,1246296.0,25-07 19:10:46
1480.0,1250311.0,25-07 19:10:47
370.0,1250329.0,25-07 19:10:48
370.0,1245735.0,25-07 19:10:49
370.0,1244680.0,25-07 19:10:50
370.0,1246063.0,25-07 19:10:51
0.0,1248847.0,25-07 19:10:52
0.0,1246379.0,25-07 19:10:53
1110.0,2353910.0,25-07 19:10:54
370.0,2208955.0,25-07 19:10:55
370.0,2234251.0,25-07 19:10:56
370.0,1939951.0,25-07 19:10:57
370.0,2074687.0,25-07 19:10:58
412.0,1907155.0,25-07 19:10:59
412.0,2143164.0,25-07 19:11:00
370.0,2004688.0,25-07 19:11:01
740.0,1766369.0,25-07 19:11:02
0.0,2036510.0,25-07 19:11:03
370.0,2047161.0,25-07 19:11:04
370.0,2181078.0,25-07 19:11:05
740.0,1699448.0,25-07 19:11:06
0.0,2167400.0,25-07 19:11:07
370.0,1995849.0,25-07 19:11:08
370.0,2117727.0,25-07 19:11:09
370.0,1735682.0,25-07 19:11:10
370.0,1716837.0,25-07 19:11:11
370.0,1821857.0,25-07 19:11:12
370.0,1883762.0,25-07 19:11:13
370.0,2051948.0,25-07 19:11:14
740.0,1905747.0,25-07 19:11:15
0.0,2287144.0,25-07 19:11:16
370.0,1797449.0,25-07 19:11:17
370.0,2313998.0,25-07 19:11:18
370.0,1770593.0,25-07 19:11:19
370.0,1871773.0,25-07 19:11:20
412.0,2151995.0,25-07 19:11:21
370.0,2165372.0,25-07 19:11:22
740.0,2086090.0,25-07 19:11:23
370.0,2176635.0,25-07 19:11:24
370.0,2269964.0,25-07 19:11:25
0.0,1728197.0,25-07 19:11:26
370.0,1987510.0,25-07 19:11:27
370.0,1674659.0,25-07 19:11:28
370.0,2188968.0,25-07 19:11:29
412.0,2365006.0,25-07 19:11:30
740.0,2164764.0,25-07 19:11:31
0.0,2131009.0,25-07 19:11:32
