"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth4 --nocolor --output ./results/scaleout/1000-from-vpn.csv",,,,"Date:","25 Jul 2017 19:11:40 UTC"

"net/dc2.s1-eth4",,"system"
"recv","send","time"
0.0,0.0,25-07 19:11:40
1110.0,11707422.0,25-07 19:11:41
1110.0,23974242.0,25-07 19:11:42
740.0,24154750.0,25-07 19:11:43
370.0,23516168.0,25-07 19:11:44
0.0,23155795.0,25-07 19:11:45
800.0,23747339.0,25-07 19:11:46
60.0,23420459.0,25-07 19:11:47
800.0,21941859.0,25-07 19:11:48
0.0,23544571.0,25-07 19:11:49
740.0,23582215.0,25-07 19:11:50
0.0,22638476.0,25-07 19:11:51
370.0,23087393.0,25-07 19:11:52
740.0,22784791.0,25-07 19:11:53
370.0,23803317.0,25-07 19:11:54
0.0,23406179.0,25-07 19:11:55
740.0,22588576.0,25-07 19:11:56
0.0,23607033.0,25-07 19:11:57
370.0,22306568.0,25-07 19:11:58
370.0,22277737.0,25-07 19:11:59
430.0,23036080.0,25-07 19:12:00
740.0,23120308.0,25-07 19:12:01
370.0,24253797.0,25-07 19:12:02
370.0,23778603.0,25-07 19:12:03
370.0,24014010.0,25-07 19:12:04
370.0,22581226.0,25-07 19:12:05
0.0,23787087.0,25-07 19:12:06
370.0,23992215.0,25-07 19:12:07
740.0,23474191.0,25-07 19:12:08
370.0,23393637.0,25-07 19:12:09
60.0,23901425.0,25-07 19:12:10
430.0,31296936.0,25-07 19:12:11
370.0,35729416.0,25-07 19:12:12
370.0,34901173.0,25-07 19:12:13
740.0,34654022.0,25-07 19:12:14
370.0,34880657.0,25-07 19:12:15
370.0,34239405.0,25-07 19:12:16
370.0,34982201.0,25-07 19:12:17
0.0,33014157.0,25-07 19:12:18
740.0,34797487.0,25-07 19:12:19
370.0,33118847.0,25-07 19:12:20
0.0,35032949.0,25-07 19:12:21
370.0,35245044.0,25-07 19:12:22
740.0,35339721.0,25-07 19:12:23
0.0,33168419.0,25-07 19:12:24
740.0,34837736.0,25-07 19:12:25
0.0,34629554.0,25-07 19:12:26
740.0,34442994.0,25-07 19:12:27
370.0,34695452.0,25-07 19:12:28
370.0,35630062.0,25-07 19:12:29
0.0,35188042.0,25-07 19:12:30
740.0,33477347.0,25-07 19:12:31
60.0,35004262.0,25-07 19:12:32
740.0,34638124.0,25-07 19:12:33
0.0,34366930.0,25-07 19:12:34
370.0,34155462.0,25-07 19:12:35
740.0,34198526.0,25-07 19:12:36
370.0,34247744.0,25-07 19:12:37
430.0,35752567.0,25-07 19:12:38
430.0,34188595.0,25-07 19:12:39
0.0,34702118.0,25-07 19:12:40
740.0,35652439.0,25-07 19:12:41
0.0,32389006.0,25-07 19:12:42
370.0,35527751.0,25-07 19:12:43
740.0,33160780.0,25-07 19:12:44
0.0,35311415.0,25-07 19:12:45
740.0,34879879.0,25-07 19:12:46
0.0,34234490.0,25-07 19:12:47
740.0,35508054.0,25-07 19:12:48
370.0,32995913.0,25-07 19:12:49
