"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth9 --nocolor --output ./results/scaleout/10-from-vpn-ids.csv",,,,"Date:","28 Jul 2017 21:42:53 UTC"

"net/dc2.s1-eth9",,"system"
"recv","send","time"
0.0,0.0,28-07 21:42:53
0.0,0.0,28-07 21:42:54
0.0,0.0,28-07 21:42:55
0.0,0.0,28-07 21:42:56
0.0,59778.0,28-07 21:42:57
0.0,130610.0,28-07 21:42:58
0.0,130448.0,28-07 21:42:59
1480.0,112201.0,28-07 21:43:00
0.0,121993.0,28-07 21:43:01
0.0,130342.0,28-07 21:43:02
0.0,120499.0,28-07 21:43:03
0.0,128504.0,28-07 21:43:04
0.0,130850.0,28-07 21:43:05
0.0,129259.0,28-07 21:43:06
0.0,131719.0,28-07 21:43:07
0.0,130898.0,28-07 21:43:08
0.0,130270.0,28-07 21:43:09
370.0,128663.0,28-07 21:43:10
0.0,130945.0,28-07 21:43:11
0.0,126874.0,28-07 21:43:12
0.0,131096.0,28-07 21:43:13
0.0,129971.0,28-07 21:43:14
0.0,130975.0,28-07 21:43:15
0.0,125224.0,28-07 21:43:16
0.0,130215.0,28-07 21:43:17
0.0,131089.0,28-07 21:43:18
0.0,131368.0,28-07 21:43:19
42.0,130514.0,28-07 21:43:20
0.0,130946.0,28-07 21:43:21
0.0,130908.0,28-07 21:43:22
0.0,130410.0,28-07 21:43:23
0.0,130810.0,28-07 21:43:24
0.0,130842.0,28-07 21:43:25
0.0,129993.0,28-07 21:43:26
0.0,130410.0,28-07 21:43:27
0.0,130637.0,28-07 21:43:28
0.0,131004.0,28-07 21:43:29
0.0,130842.0,28-07 21:43:30
0.0,130300.0,28-07 21:43:31
0.0,131795.0,28-07 21:43:32
0.0,130316.0,28-07 21:43:33
0.0,130859.0,28-07 21:43:34
0.0,130075.0,28-07 21:43:35
0.0,130603.0,28-07 21:43:36
0.0,130793.0,28-07 21:43:37
0.0,130892.0,28-07 21:43:38
0.0,131177.0,28-07 21:43:39
0.0,129939.0,28-07 21:43:40
0.0,130802.0,28-07 21:43:41
0.0,132006.0,28-07 21:43:42
0.0,130692.0,28-07 21:43:43
0.0,130391.0,28-07 21:43:44
0.0,130494.0,28-07 21:43:45
0.0,131034.0,28-07 21:43:46
0.0,130448.0,28-07 21:43:47
0.0,130734.0,28-07 21:43:48
0.0,130266.0,28-07 21:43:49
0.0,130680.0,28-07 21:43:50
0.0,131343.0,28-07 21:43:51
0.0,130925.0,28-07 21:43:52
0.0,129570.0,28-07 21:43:53
0.0,130704.0,28-07 21:43:54
0.0,130697.0,28-07 21:43:55
0.0,130842.0,28-07 21:43:56
0.0,130044.0,28-07 21:43:57
0.0,131898.0,28-07 21:43:58
0.0,130842.0,28-07 21:43:59
0.0,129950.0,28-07 21:44:00
0.0,130626.0,28-07 21:44:01
0.0,130955.0,28-07 21:44:02
0.0,130336.0,28-07 21:44:03
0.0,130950.0,28-07 21:44:04
0.0,131241.0,28-07 21:44:05
42.0,130830.0,28-07 21:44:06
0.0,129359.0,28-07 21:44:07
0.0,131018.0,28-07 21:44:08
0.0,130734.0,28-07 21:44:09
0.0,130908.0,28-07 21:44:10
0.0,130509.0,28-07 21:44:11
0.0,130356.0,28-07 21:44:12
0.0,130953.0,28-07 21:44:13
0.0,131004.0,28-07 21:44:14
