"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth1 --nocolor --output ./results/scaleout1000-from-client.csv",,,,"Date:","25 Jul 2017 18:01:22 UTC"

"net/dc1.s1-eth1",,"system"
"recv","send","time"
0.0,0.0,25-07 18:01:22
618.0,14095106.0,25-07 18:01:23
1583.0,24722009.0,25-07 18:01:24
1213.0,24829650.0,25-07 18:01:25
473.0,23877810.0,25-07 18:01:26
473.0,24836146.0,25-07 18:01:27
473.0,24813812.0,25-07 18:01:28
473.0,24524241.0,25-07 18:01:29
473.0,24676326.0,25-07 18:01:30
473.0,24347343.0,25-07 18:01:31
498.0,24724107.0,25-07 18:01:32
515.0,24308559.0,25-07 18:01:33
473.0,24966821.0,25-07 18:01:34
473.0,24930312.0,25-07 18:01:35
473.0,23964725.0,25-07 18:01:36
473.0,24239819.0,25-07 18:01:37
473.0,23812687.0,25-07 18:01:38
473.0,24950866.0,25-07 18:01:39
473.0,24238633.0,25-07 18:01:40
473.0,24598988.0,25-07 18:01:41
473.0,24002825.0,25-07 18:01:42
473.0,24118697.0,25-07 18:01:43
473.0,24986601.0,25-07 18:01:44
473.0,24842345.0,25-07 18:01:45
473.0,23960725.0,25-07 18:01:46
473.0,23578368.0,25-07 18:01:47
473.0,24426394.0,25-07 18:01:48
473.0,24855854.0,25-07 18:01:49
473.0,24855627.0,25-07 18:01:50
473.0,24865782.0,25-07 18:01:51
473.0,24951963.0,25-07 18:01:52
473.0,36604307.0,25-07 18:01:53
473.0,35795617.0,25-07 18:01:54
473.0,35754382.0,25-07 18:01:55
519.0,36882820.0,25-07 18:01:56
473.0,37429486.0,25-07 18:01:57
473.0,36187208.0,25-07 18:01:58
473.0,36295638.0,25-07 18:01:59
473.0,36781462.0,25-07 18:02:00
473.0,36199044.0,25-07 18:02:01
473.0,37367624.0,25-07 18:02:02
473.0,37379576.0,25-07 18:02:03
473.0,37177625.0,25-07 18:02:04
473.0,37106885.0,25-07 18:02:05
473.0,37329925.0,25-07 18:02:06
473.0,37131123.0,25-07 18:02:07
473.0,37195254.0,25-07 18:02:08
473.0,36901927.0,25-07 18:02:09
473.0,34799074.0,25-07 18:02:10
473.0,34525398.0,25-07 18:02:11
473.0,35433483.0,25-07 18:02:12
473.0,36822489.0,25-07 18:02:13
473.0,36468910.0,25-07 18:02:14
473.0,37192520.0,25-07 18:02:15
473.0,36705386.0,25-07 18:02:16
473.0,36580095.0,25-07 18:02:17
473.0,36769959.0,25-07 18:02:18
473.0,36032046.0,25-07 18:02:19
519.0,37155448.0,25-07 18:02:20
515.0,35697892.0,25-07 18:02:21
473.0,35982794.0,25-07 18:02:22
473.0,34992663.0,25-07 18:02:23
452.0,37224379.0,25-07 18:02:24
473.0,37205065.0,25-07 18:02:25
473.0,36792597.0,25-07 18:02:26
473.0,36592167.0,25-07 18:02:27
473.0,36536251.0,25-07 18:02:28
473.0,35506575.0,25-07 18:02:29
473.0,36132476.0,25-07 18:02:30
473.0,37192799.0,25-07 18:02:31
