"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth4 --nocolor --output ./results/scaleout1000-from-vpn.csv",,,,"Date:","25 Jul 2017 18:01:22 UTC"

"net/dc2.s1-eth4",,"system"
"recv","send","time"
0.0,0.0,25-07 18:01:22
0.0,14225329.0,25-07 18:01:23
1480.0,24522746.0,25-07 18:01:24
1110.0,24501749.0,25-07 18:01:25
370.0,23690892.0,25-07 18:01:26
370.0,24608896.0,25-07 18:01:27
430.0,24628905.0,25-07 18:01:28
370.0,24173087.0,25-07 18:01:29
370.0,24172327.0,25-07 18:01:30
370.0,24094274.0,25-07 18:01:31
370.0,24532277.0,25-07 18:01:32
370.0,24052248.0,25-07 18:01:33
370.0,24674935.0,25-07 18:01:34
370.0,24623286.0,25-07 18:01:35
370.0,23691719.0,25-07 18:01:36
370.0,23973287.0,25-07 18:01:37
370.0,23667845.0,25-07 18:01:38
370.0,24693322.0,25-07 18:01:39
370.0,23928229.0,25-07 18:01:40
370.0,24317674.0,25-07 18:01:41
370.0,23844341.0,25-07 18:01:42
370.0,23785921.0,25-07 18:01:43
370.0,24733374.0,25-07 18:01:44
370.0,24592141.0,25-07 18:01:45
370.0,23712268.0,25-07 18:01:46
430.0,23254151.0,25-07 18:01:47
370.0,24265228.0,25-07 18:01:48
370.0,24637500.0,25-07 18:01:49
370.0,24622221.0,25-07 18:01:50
370.0,24637032.0,25-07 18:01:51
370.0,24518435.0,25-07 18:01:52
370.0,36126610.0,25-07 18:01:53
370.0,35200796.0,25-07 18:01:54
370.0,35297684.0,25-07 18:01:55
370.0,36402179.0,25-07 18:01:56
370.0,37033020.0,25-07 18:01:57
370.0,35491644.0,25-07 18:01:58
370.0,35942855.0,25-07 18:01:59
370.0,36232310.0,25-07 18:02:00
370.0,35760229.0,25-07 18:02:01
370.0,37027135.0,25-07 18:02:02
370.0,37043718.0,25-07 18:02:03
370.0,36665057.0,25-07 18:02:04
370.0,36703484.0,25-07 18:02:05
370.0,36922882.0,25-07 18:02:06
370.0,36764847.0,25-07 18:02:07
370.0,36652074.0,25-07 18:02:08
370.0,36445473.0,25-07 18:02:09
370.0,34325606.0,25-07 18:02:10
430.0,33686343.0,25-07 18:02:11
370.0,35173491.0,25-07 18:02:12
370.0,36298770.0,25-07 18:02:13
370.0,35796867.0,25-07 18:02:14
370.0,36677881.0,25-07 18:02:15
370.0,36157101.0,25-07 18:02:16
430.0,36043066.0,25-07 18:02:17
430.0,36057798.0,25-07 18:02:18
430.0,35497273.0,25-07 18:02:19
370.0,36696752.0,25-07 18:02:20
430.0,35188787.0,25-07 18:02:21
370.0,35600567.0,25-07 18:02:22
370.0,34515381.0,25-07 18:02:23
370.0,36830149.0,25-07 18:02:24
370.0,36608325.0,25-07 18:02:25
370.0,36425980.0,25-07 18:02:26
370.0,36100737.0,25-07 18:02:27
370.0,35863157.0,25-07 18:02:28
370.0,35081865.0,25-07 18:02:29
370.0,35505260.0,25-07 18:02:30
370.0,36630234.0,25-07 18:02:31
