"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth4 --nocolor --output ./results/scaleout/100-from-vpn.csv",,,,"Date:","25 Jul 2017 19:10:23 UTC"

"net/dc2.s1-eth4",,"system"
"recv","send","time"
0.0,0.0,25-07 19:10:23
0.0,1315870.0,25-07 19:10:24
370.0,2472930.0,25-07 19:10:25
740.0,2461798.0,25-07 19:10:26
740.0,2443037.0,25-07 19:10:27
370.0,2452926.0,25-07 19:10:28
740.0,2453043.0,25-07 19:10:29
800.0,2444902.0,25-07 19:10:30
370.0,2461733.0,25-07 19:10:31
370.0,2468965.0,25-07 19:10:32
370.0,2468012.0,25-07 19:10:33
370.0,2461336.0,25-07 19:10:34
430.0,2469537.0,25-07 19:10:35
740.0,2473964.0,25-07 19:10:36
0.0,2463797.0,25-07 19:10:37
370.0,2463500.0,25-07 19:10:38
370.0,2461219.0,25-07 19:10:39
370.0,2463295.0,25-07 19:10:40
370.0,2460011.0,25-07 19:10:41
370.0,2464215.0,25-07 19:10:42
370.0,2470400.0,25-07 19:10:43
0.0,2472429.0,25-07 19:10:44
0.0,2455592.0,25-07 19:10:45
0.0,2468511.0,25-07 19:10:46
1480.0,2459510.0,25-07 19:10:47
370.0,2457468.0,25-07 19:10:48
370.0,2464636.0,25-07 19:10:49
370.0,2465634.0,25-07 19:10:50
370.0,2438280.0,25-07 19:10:51
0.0,2467871.0,25-07 19:10:52
0.0,2459908.0,25-07 19:10:53
1110.0,3662280.0,25-07 19:10:54
370.0,3701938.0,25-07 19:10:55
370.0,3701737.0,25-07 19:10:56
370.0,3680308.0,25-07 19:10:57
370.0,3691178.0,25-07 19:10:58
430.0,3698772.0,25-07 19:10:59
430.0,3707095.0,25-07 19:11:00
740.0,3696326.0,25-07 19:11:01
370.0,3687833.0,25-07 19:11:02
0.0,3695549.0,25-07 19:11:03
370.0,3701911.0,25-07 19:11:04
370.0,3677795.0,25-07 19:11:05
740.0,3702660.0,25-07 19:11:06
0.0,3683151.0,25-07 19:11:07
370.0,3695738.0,25-07 19:11:08
370.0,3691716.0,25-07 19:11:09
370.0,3682013.0,25-07 19:11:10
370.0,3673498.0,25-07 19:11:11
370.0,3710130.0,25-07 19:11:12
370.0,3699964.0,25-07 19:11:13
370.0,3702794.0,25-07 19:11:14
740.0,3681114.0,25-07 19:11:15
0.0,3705498.0,25-07 19:11:16
370.0,3690153.0,25-07 19:11:17
370.0,3685912.0,25-07 19:11:18
370.0,3691416.0,25-07 19:11:19
430.0,3708033.0,25-07 19:11:20
370.0,3697093.0,25-07 19:11:21
740.0,3690033.0,25-07 19:11:22
370.0,3680913.0,25-07 19:11:23
370.0,3686978.0,25-07 19:11:24
370.0,3678334.0,25-07 19:11:25
0.0,3710104.0,25-07 19:11:26
370.0,3710000.0,25-07 19:11:27
370.0,3706892.0,25-07 19:11:28
370.0,3703864.0,25-07 19:11:29
430.0,3693822.0,25-07 19:11:30
740.0,3692444.0,25-07 19:11:31
0.0,3699880.0,25-07 19:11:32
