"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth1 --nocolor --output ./results/scaleout10000-from-client.csv",,,,"Date:","25 Jul 2017 18:02:39 UTC"

"net/dc1.s1-eth1",,"system"
"recv","send","time"
0.0,0.0,25-07 18:02:39
618.0,70394874.0,25-07 18:02:40
2323.0,155043406.0,25-07 18:02:41
473.0,144324276.0,25-07 18:02:42
473.0,149625885.0,25-07 18:02:43
473.0,147688810.0,25-07 18:02:44
519.0,151328734.0,25-07 18:02:45
473.0,148980548.0,25-07 18:02:46
473.0,135414140.0,25-07 18:02:47
473.0,130909269.0,25-07 18:02:48
473.0,148083258.0,25-07 18:02:49
473.0,143827921.0,25-07 18:02:50
473.0,149177463.0,25-07 18:02:51
103.0,148384251.0,25-07 18:02:52
103.0,146208426.0,25-07 18:02:53
103.0,139550880.0,25-07 18:02:54
103.0,151270551.0,25-07 18:02:55
843.0,138316930.0,25-07 18:02:56
473.0,142019977.0,25-07 18:02:57
473.0,148202822.0,25-07 18:02:58
473.0,140809035.0,25-07 18:02:59
473.0,147601725.0,25-07 18:03:00
473.0,142503362.0,25-07 18:03:01
473.0,141912223.0,25-07 18:03:02
473.0,140113450.0,25-07 18:03:03
473.0,153900324.0,25-07 18:03:04
103.0,134924373.0,25-07 18:03:05
103.0,148817403.0,25-07 18:03:06
103.0,149474093.0,25-07 18:03:07
103.0,143987947.0,25-07 18:03:08
149.0,142797564.0,25-07 18:03:09
843.0,141654751.0,25-07 18:03:10
473.0,166259528.0,25-07 18:03:11
473.0,155351617.0,25-07 18:03:12
473.0,159358880.0,25-07 18:03:13
473.0,149130947.0,25-07 18:03:14
473.0,154351149.0,25-07 18:03:15
473.0,161311072.0,25-07 18:03:16
473.0,154880883.0,25-07 18:03:17
473.0,155472712.0,25-07 18:03:18
473.0,166032179.0,25-07 18:03:19
473.0,149962865.0,25-07 18:03:20
473.0,148679642.0,25-07 18:03:21
473.0,150520210.0,25-07 18:03:22
473.0,154771137.0,25-07 18:03:23
473.0,158720466.0,25-07 18:03:24
