"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout1000-from-ids1.csv",,,,"Date:","25 Jul 2017 18:01:22 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,25-07 18:01:22
0.0,5040108.0,25-07 18:01:23
1480.0,11274642.0,25-07 18:01:24
1110.0,10464358.0,25-07 18:01:25
370.0,9995661.0,25-07 18:01:26
370.0,11887199.0,25-07 18:01:27
412.0,10308057.0,25-07 18:01:28
370.0,9791937.0,25-07 18:01:29
370.0,10322409.0,25-07 18:01:30
370.0,10822724.0,25-07 18:01:31
370.0,10986873.0,25-07 18:01:32
370.0,11622919.0,25-07 18:01:33
370.0,11475238.0,25-07 18:01:34
370.0,10733225.0,25-07 18:01:35
370.0,10554308.0,25-07 18:01:36
370.0,10247788.0,25-07 18:01:37
370.0,10787841.0,25-07 18:01:38
370.0,11818947.0,25-07 18:01:39
370.0,10169461.0,25-07 18:01:40
370.0,11937884.0,25-07 18:01:41
370.0,10463151.0,25-07 18:01:42
370.0,10490613.0,25-07 18:01:43
370.0,10986723.0,25-07 18:01:44
370.0,10435221.0,25-07 18:01:45
370.0,9726391.0,25-07 18:01:46
412.0,10582020.0,25-07 18:01:47
370.0,8741396.0,25-07 18:01:48
370.0,10185910.0,25-07 18:01:49
370.0,10926703.0,25-07 18:01:50
370.0,11391185.0,25-07 18:01:51
370.0,10717579.0,25-07 18:01:52
370.0,12932047.0,25-07 18:01:53
370.0,9973598.0,25-07 18:01:54
370.0,13873399.0,25-07 18:01:55
370.0,13008716.0,25-07 18:01:56
370.0,11202589.0,25-07 18:01:57
370.0,13022957.0,25-07 18:01:58
370.0,13104052.0,25-07 18:01:59
370.0,11584230.0,25-07 18:02:00
370.0,13132992.0,25-07 18:02:01
370.0,13181427.0,25-07 18:02:02
370.0,12619828.0,25-07 18:02:03
370.0,13746691.0,25-07 18:02:04
370.0,12409561.0,25-07 18:02:05
370.0,12267397.0,25-07 18:02:06
370.0,12801928.0,25-07 18:02:07
370.0,11615917.0,25-07 18:02:08
370.0,12383442.0,25-07 18:02:09
370.0,11439607.0,25-07 18:02:10
412.0,10802229.0,25-07 18:02:11
370.0,10926188.0,25-07 18:02:12
370.0,10672403.0,25-07 18:02:13
370.0,11492574.0,25-07 18:02:14
370.0,12496836.0,25-07 18:02:15
370.0,11542673.0,25-07 18:02:16
412.0,11781714.0,25-07 18:02:17
412.0,12414547.0,25-07 18:02:18
412.0,12375819.0,25-07 18:02:19
370.0,12735698.0,25-07 18:02:20
412.0,11951894.0,25-07 18:02:21
370.0,12549516.0,25-07 18:02:22
370.0,11758719.0,25-07 18:02:23
370.0,11262350.0,25-07 18:02:24
370.0,12653129.0,25-07 18:02:25
370.0,11235925.0,25-07 18:02:26
370.0,11435636.0,25-07 18:02:27
370.0,11866732.0,25-07 18:02:28
370.0,11717994.0,25-07 18:02:29
370.0,10976753.0,25-07 18:02:30
370.0,12304651.0,25-07 18:02:31
