"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth1 --nocolor --output ./results/scaleout/10-from-client.csv",,,,"Date:","28 Jul 2017 21:42:53 UTC"

"net/dc1.s1-eth1",,"system"
"recv","send","time"
0.0,0.0,28-07 21:42:53
0.0,0.0,28-07 21:42:54
95.0,95.0,28-07 21:42:55
0.0,0.0,28-07 21:42:56
66290.0,116338.0,28-07 21:42:57
136888.0,260892.0,28-07 21:42:58
141533.0,262403.0,28-07 21:42:59
129825.0,263273.0,28-07 21:43:00
135425.0,260830.0,28-07 21:43:01
143418.0,262750.0,28-07 21:43:02
139668.0,262200.0,28-07 21:43:03
150444.0,262716.0,28-07 21:43:04
147274.0,262728.0,28-07 21:43:05
141995.0,260837.0,28-07 21:43:06
141647.0,262700.0,28-07 21:43:07
139056.0,261031.0,28-07 21:43:08
140526.0,262898.0,28-07 21:43:09
145073.0,261344.0,28-07 21:43:10
141384.0,261864.0,28-07 21:43:11
154118.0,262909.0,28-07 21:43:12
144541.0,263054.0,28-07 21:43:13
138798.0,261189.0,28-07 21:43:14
140184.0,262185.0,28-07 21:43:15
150236.0,262476.0,28-07 21:43:16
139380.0,261223.0,28-07 21:43:17
139256.0,262207.0,28-07 21:43:18
139472.0,262543.0,28-07 21:43:19
138806.0,261666.0,28-07 21:43:20
138647.0,262016.0,28-07 21:43:21
138670.0,263564.0,28-07 21:43:22
138245.0,261520.0,28-07 21:43:23
141893.0,262170.0,28-07 21:43:24
139197.0,262032.0,28-07 21:43:25
139390.0,261195.0,28-07 21:43:26
141131.0,261714.0,28-07 21:43:27
140144.0,262082.0,28-07 21:43:28
139197.0,263581.0,28-07 21:43:29
139554.0,262224.0,28-07 21:43:30
138682.0,261460.0,28-07 21:43:31
138491.0,261648.0,28-07 21:43:32
140084.0,262962.0,28-07 21:43:33
139255.0,262081.0,28-07 21:43:34
138366.0,261255.0,28-07 21:43:35
139280.0,261777.0,28-07 21:43:36
139086.0,263422.0,28-07 21:43:37
139119.0,262052.0,28-07 21:43:38
139793.0,262578.0,28-07 21:43:39
138104.0,261093.0,28-07 21:43:40
139220.0,261992.0,28-07 21:43:41
139692.0,262949.0,28-07 21:43:42
139094.0,261910.0,28-07 21:43:43
138371.0,261868.0,28-07 21:43:44
141256.0,263056.0,28-07 21:43:45
137760.0,260760.0,28-07 21:43:46
140300.0,263175.0,28-07 21:43:47
138959.0,261904.0,28-07 21:43:48
139748.0,261589.0,28-07 21:43:49
138840.0,261840.0,28-07 21:43:50
139118.0,263887.0,28-07 21:43:51
138807.0,260728.0,28-07 21:43:52
139435.0,262160.0,28-07 21:43:53
138483.0,261648.0,28-07 21:43:54
139853.0,262513.0,28-07 21:43:55
139197.0,262032.0,28-07 21:43:56
140076.0,261307.0,28-07 21:43:57
138410.0,263080.0,28-07 21:43:58
139197.0,262127.0,28-07 21:43:59
139572.0,262589.0,28-07 21:44:00
138721.0,261776.0,28-07 21:44:01
139443.0,262160.0,28-07 21:44:02
139560.0,261770.0,28-07 21:44:03
139435.0,262160.0,28-07 21:44:04
138203.0,261039.0,28-07 21:44:05
139078.0,263422.0,28-07 21:44:06
139086.0,261968.0,28-07 21:44:07
139956.0,262268.0,28-07 21:44:08
138959.0,261999.0,28-07 21:44:09
139332.0,262102.0,28-07 21:44:10
