"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout10-from-ids1.csv",,,,"Date:","25 Jul 2017 17:58:47 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,25-07 17:58:47
0.0,5027.0,25-07 17:58:48
0.0,123729.0,25-07 17:58:49
0.0,119838.0,25-07 17:58:50
0.0,126810.0,25-07 17:58:51
0.0,125183.0,25-07 17:58:52
0.0,125220.0,25-07 17:58:53
0.0,124847.0,25-07 17:58:54
0.0,125598.0,25-07 17:58:55
0.0,124742.0,25-07 17:58:56
0.0,124964.0,25-07 17:58:57
0.0,125475.0,25-07 17:58:58
0.0,123876.0,25-07 17:58:59
0.0,125118.0,25-07 17:59:00
0.0,125738.0,25-07 17:59:01
0.0,124818.0,25-07 17:59:02
0.0,125298.0,25-07 17:59:03
0.0,123810.0,25-07 17:59:04
42.0,125364.0,25-07 17:59:05
0.0,125118.0,25-07 17:59:06
0.0,125632.0,25-07 17:59:07
0.0,124014.0,25-07 17:59:08
0.0,123614.0,25-07 17:59:09
0.0,124054.0,25-07 17:59:10
0.0,125316.0,25-07 17:59:11
0.0,125202.0,25-07 17:59:12
0.0,124812.0,25-07 17:59:13
0.0,120882.0,25-07 17:59:14
0.0,117096.0,25-07 17:59:15
0.0,125022.0,25-07 17:59:16
0.0,125767.0,25-07 17:59:17
0.0,214006.0,25-07 17:59:18
0.0,144540.0,25-07 17:59:19
0.0,195420.0,25-07 17:59:20
0.0,173456.0,25-07 17:59:21
0.0,192792.0,25-07 17:59:22
0.0,196376.0,25-07 17:59:23
370.0,185761.0,25-07 17:59:24
370.0,198050.0,25-07 17:59:25
0.0,221781.0,25-07 17:59:26
740.0,190907.0,25-07 17:59:27
370.0,203016.0,25-07 17:59:28
42.0,182727.0,25-07 17:59:29
0.0,187730.0,25-07 17:59:30
370.0,181160.0,25-07 17:59:31
42.0,173483.0,25-07 17:59:32
0.0,136790.0,25-07 17:59:33
0.0,201932.0,25-07 17:59:34
0.0,167558.0,25-07 17:59:35
0.0,169506.0,25-07 17:59:36
0.0,215838.0,25-07 17:59:37
2220.0,148744.0,25-07 17:59:38
0.0,149807.0,25-07 17:59:39
0.0,187212.0,25-07 17:59:40
0.0,206917.0,25-07 17:59:41
0.0,183472.0,25-07 17:59:42
0.0,149845.0,25-07 17:59:43
0.0,177739.0,25-07 17:59:44
0.0,191814.0,25-07 17:59:45
0.0,189768.0,25-07 17:59:46
0.0,194368.0,25-07 17:59:47
0.0,210204.0,25-07 17:59:48
0.0,201920.0,25-07 17:59:49
0.0,187206.0,25-07 17:59:50
0.0,184032.0,25-07 17:59:51
0.0,195586.0,25-07 17:59:52
0.0,174060.0,25-07 17:59:53
0.0,181184.0,25-07 17:59:54
0.0,186655.0,25-07 17:59:55
0.0,182737.0,25-07 17:59:56
