"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc1.s1-eth1 --nocolor --output ./results/scaleout/1000-from-client.csv",,,,"Date:","28 Jul 2017 21:53:33 UTC"

"net/dc1.s1-eth1",,"system"
"recv","send","time"
0.0,0.0,28-07 21:53:33
0.0,0.0,28-07 21:53:34
0.0,0.0,28-07 21:53:35
95.0,95.0,28-07 21:53:36
6689971.0,11773400.0,28-07 21:53:37
12929480.0,25285851.0,28-07 21:53:38
13107123.0,25371896.0,28-07 21:53:39
13129245.0,25390708.0,28-07 21:53:40
13142249.0,25305710.0,28-07 21:53:41
13128157.0,25390757.0,28-07 21:53:42
13113204.0,25356869.0,28-07 21:53:43
13107297.0,25353479.0,28-07 21:53:44
13051566.0,25273214.0,28-07 21:53:45
13103112.0,25343492.0,28-07 21:53:46
13082450.0,25320429.0,28-07 21:53:47
13097339.0,25337021.0,28-07 21:53:48
13134795.0,25375821.0,28-07 21:53:49
13051173.0,25302880.0,28-07 21:53:50
12989652.0,25248566.0,28-07 21:53:51
13124074.0,25350544.0,28-07 21:53:52
13167397.0,25430140.0,28-07 21:53:53
13090049.0,25337060.0,28-07 21:53:54
13154675.0,25397672.0,28-07 21:53:55
13108800.0,25312707.0,28-07 21:53:56
13077117.0,25284526.0,28-07 21:53:57
13049555.0,25294264.0,28-07 21:53:58
13130475.0,25361009.0,28-07 21:53:59
13115847.0,25287881.0,28-07 21:54:00
12999119.0,25102367.0,28-07 21:54:01
13089110.0,25301956.0,28-07 21:54:02
13090737.0,25345704.0,28-07 21:54:03
13046687.0,25230099.0,28-07 21:54:04
13077539.0,25258317.0,28-07 21:54:05
13135392.0,25307340.0,28-07 21:54:06
13176351.0,25415732.0,28-07 21:54:07
13100785.0,25309603.0,28-07 21:54:08
13112788.0,25286081.0,28-07 21:54:09
13001641.0,25102738.0,28-07 21:54:10
12968983.0,25098394.0,28-07 21:54:11
12962173.0,24896373.0,28-07 21:54:12
13089573.0,25320291.0,28-07 21:54:13
13079431.0,25313584.0,28-07 21:54:14
13078431.0,25252681.0,28-07 21:54:15
12981448.0,25241291.0,28-07 21:54:16
12769326.0,25059043.0,28-07 21:54:17
13156661.0,25384147.0,28-07 21:54:18
13003962.0,25253584.0,28-07 21:54:19
12949826.0,25092113.0,28-07 21:54:20
13053129.0,25287497.0,28-07 21:54:21
13054775.0,25292397.0,28-07 21:54:22
12921144.0,25185907.0,28-07 21:54:23
13038629.0,25273559.0,28-07 21:54:24
13116346.0,25313750.0,28-07 21:54:25
12935572.0,25178916.0,28-07 21:54:26
13061627.0,25314861.0,28-07 21:54:27
13090723.0,25391762.0,28-07 21:54:28
13163930.0,25385600.0,28-07 21:54:29
13113220.0,25359946.0,28-07 21:54:30
13027382.0,25259573.0,28-07 21:54:31
13021802.0,25265686.0,28-07 21:54:32
13046795.0,25307946.0,28-07 21:54:33
13014354.0,25286045.0,28-07 21:54:34
13085394.0,25329525.0,28-07 21:54:35
13034778.0,25283544.0,28-07 21:54:36
13069525.0,25321963.0,28-07 21:54:37
13050519.0,25270948.0,28-07 21:54:38
12990617.0,25328895.0,28-07 21:54:39
13125878.0,25352841.0,28-07 21:54:40
13049724.0,25350137.0,28-07 21:54:41
13110959.0,25376261.0,28-07 21:54:42
13089902.0,25338903.0,28-07 21:54:43
12980919.0,25243604.0,28-07 21:54:44
12913397.0,25160325.0,28-07 21:54:45
13093825.0,25347482.0,28-07 21:54:46
12964893.0,25266429.0,28-07 21:54:47
13090210.0,25337873.0,28-07 21:54:48
13103567.0,25350686.0,28-07 21:54:49
13049265.0,25307310.0,28-07 21:54:50
13115988.0,25382102.0,28-07 21:54:51
13122148.0,25398042.0,28-07 21:54:52
13163248.0,25421392.0,28-07 21:54:53
13098012.0,25345043.0,28-07 21:54:54
13129863.0,25367673.0,28-07 21:54:55
13018183.0,25233697.0,28-07 21:54:56
13085905.0,25322567.0,28-07 21:54:57
13081444.0,25319888.0,28-07 21:54:58
13101215.0,25314819.0,28-07 21:54:59
13109787.0,25346571.0,28-07 21:55:00
13087942.0,25259008.0,28-07 21:55:01
13068447.0,25321334.0,28-07 21:55:02
13131006.0,25389966.0,28-07 21:55:03
13053436.0,25342243.0,28-07 21:55:04
13144754.0,25401265.0,28-07 21:55:05
13011583.0,25257559.0,28-07 21:55:06
13130364.0,25386063.0,28-07 21:55:07
12971328.0,25226357.0,28-07 21:55:08
13084403.0,25337627.0,28-07 21:55:09
13062990.0,25268905.0,28-07 21:55:10
13073366.0,25229023.0,28-07 21:55:11
13110199.0,25320612.0,28-07 21:55:12
13038977.0,25274076.0,28-07 21:55:13
12940337.0,25188114.0,28-07 21:55:14
12999716.0,25280595.0,28-07 21:55:15
13007574.0,25269011.0,28-07 21:55:16
12638110.0,24909074.0,28-07 21:55:17
13094342.0,25318141.0,28-07 21:55:18
12998644.0,25101579.0,28-07 21:55:19
13095712.0,25271389.0,28-07 21:55:20
13049167.0,25274806.0,28-07 21:55:21
13029859.0,25282478.0,28-07 21:55:22
13041740.0,25243052.0,28-07 21:55:23
13099337.0,25343668.0,28-07 21:55:24
13045998.0,25242284.0,28-07 21:55:25
13092706.0,25360828.0,28-07 21:55:26
13153987.0,25426798.0,28-07 21:55:27
13189759.0,25436518.0,28-07 21:55:28
13079857.0,25289947.0,28-07 21:55:29
13119440.0,25342329.0,28-07 21:55:30
13025480.0,25275945.0,28-07 21:55:31
13018808.0,25273333.0,28-07 21:55:32
13068183.0,25237055.0,28-07 21:55:33
12973286.0,25192591.0,28-07 21:55:34
13157622.0,25364162.0,28-07 21:55:35
13128658.0,25384784.0,28-07 21:55:36
12972648.0,25224919.0,28-07 21:55:37
13205353.0,25474874.0,28-07 21:55:38
13132735.0,25416875.0,28-07 21:55:39
13145784.0,25350828.0,28-07 21:55:40
13089957.0,25276533.0,28-07 21:55:41
13005113.0,25339538.0,28-07 21:55:42
13045828.0,25328142.0,28-07 21:55:43
13143229.0,25374155.0,28-07 21:55:44
13132709.0,25304150.0,28-07 21:55:45
13119600.0,25361299.0,28-07 21:55:46
13087952.0,25300133.0,28-07 21:55:47
12913384.0,25120298.0,28-07 21:55:48
12991083.0,25216507.0,28-07 21:55:49
13058562.0,25345666.0,28-07 21:55:50
13012641.0,25296145.0,28-07 21:55:51
13051450.0,25298793.0,28-07 21:55:52
12925090.0,25154541.0,28-07 21:55:53
13126386.0,25352866.0,28-07 21:55:54
13098623.0,25334464.0,28-07 21:55:55
13075976.0,25313851.0,28-07 21:55:56
13067790.0,25319031.0,28-07 21:55:57
13006944.0,25268787.0,28-07 21:55:58
13089055.0,25340132.0,28-07 21:55:59
13096608.0,25339528.0,28-07 21:56:00
13044927.0,25250621.0,28-07 21:56:01
13108407.0,25367897.0,28-07 21:56:02
13215428.0,25458627.0,28-07 21:56:03
13083270.0,25301557.0,28-07 21:56:04
13101561.0,25332755.0,28-07 21:56:05
13074213.0,25320962.0,28-07 21:56:06
12935715.0,25070848.0,28-07 21:56:07
22919014.0,34805568.0,28-07 21:56:08
25993425.0,37358418.0,28-07 21:56:09
26115194.0,37471053.0,28-07 21:56:10
26146276.0,37595323.0,28-07 21:56:11
25971271.0,37326706.0,28-07 21:56:12
26231261.0,37584213.0,28-07 21:56:13
26340604.0,37753153.0,28-07 21:56:14
26351607.0,37798273.0,28-07 21:56:15
26262101.0,37666134.0,28-07 21:56:16
25756851.0,37269778.0,28-07 21:56:17
26287413.0,37706265.0,28-07 21:56:18
25854397.0,37336217.0,28-07 21:56:19
25887772.0,37361477.0,28-07 21:56:20
26115245.0,37519450.0,28-07 21:56:21
26041276.0,37525039.0,28-07 21:56:22
26270531.0,37689242.0,28-07 21:56:23
26200996.0,37575685.0,28-07 21:56:24
26316464.0,37658246.0,28-07 21:56:25
26258035.0,37678007.0,28-07 21:56:26
26141839.0,37622921.0,28-07 21:56:27
26434487.0,37833971.0,28-07 21:56:28
26115427.0,37530391.0,28-07 21:56:29
26372968.0,37769769.0,28-07 21:56:30
26258584.0,37662823.0,28-07 21:56:31
26123277.0,37529482.0,28-07 21:56:32
26171730.0,37589273.0,28-07 21:56:33
26223703.0,37643062.0,28-07 21:56:34
26109222.0,37536530.0,28-07 21:56:35
26182082.0,37601958.0,28-07 21:56:36
26232361.0,37662097.0,28-07 21:56:37
26313304.0,37765281.0,28-07 21:56:38
26300857.0,37731994.0,28-07 21:56:39
25844568.0,37293948.0,28-07 21:56:40
26052038.0,37321959.0,28-07 21:56:41
26278009.0,37693280.0,28-07 21:56:42
26224379.0,37590606.0,28-07 21:56:43
26115274.0,37707678.0,28-07 21:56:44
26381991.0,37800367.0,28-07 21:56:45
26322556.0,37667245.0,28-07 21:56:46
26264242.0,37645091.0,28-07 21:56:47
25986971.0,37588526.0,28-07 21:56:48
26214311.0,37639166.0,28-07 21:56:49
26272916.0,37699801.0,28-07 21:56:50
26325169.0,37787603.0,28-07 21:56:51
26460609.0,37877702.0,28-07 21:56:52
26150672.0,37575394.0,28-07 21:56:53
26149022.0,37564939.0,28-07 21:56:54
26261838.0,37677833.0,28-07 21:56:55
26188363.0,37546474.0,28-07 21:56:56
26187490.0,37581807.0,28-07 21:56:57
26139818.0,37593901.0,28-07 21:56:58
26153355.0,37567509.0,28-07 21:56:59
26220615.0,37638791.0,28-07 21:57:00
26096411.0,37576500.0,28-07 21:57:01
26219619.0,37662537.0,28-07 21:57:02
26264914.0,37743714.0,28-07 21:57:03
26374581.0,37804938.0,28-07 21:57:04
26225739.0,37650690.0,28-07 21:57:05
26237082.0,37653499.0,28-07 21:57:06
26208026.0,37618372.0,28-07 21:57:07
26032078.0,37504896.0,28-07 21:57:08
26214984.0,37635713.0,28-07 21:57:09
26199021.0,37615648.0,28-07 21:57:10
26068514.0,37407119.0,28-07 21:57:11
26052141.0,37456564.0,28-07 21:57:12
26104684.0,37404797.0,28-07 21:57:13
26268169.0,37702828.0,28-07 21:57:14
26083995.0,37546988.0,28-07 21:57:15
26331305.0,37761983.0,28-07 21:57:16
25699616.0,37126614.0,28-07 21:57:17
26121656.0,37533243.0,28-07 21:57:18
26002113.0,37395236.0,28-07 21:57:19
26182236.0,37561450.0,28-07 21:57:20
26135225.0,37530735.0,28-07 21:57:21
26151055.0,37513335.0,28-07 21:57:22
26173381.0,37593757.0,28-07 21:57:23
25814909.0,37259297.0,28-07 21:57:24
26090852.0,37487607.0,28-07 21:57:25
26094868.0,37283197.0,28-07 21:57:26
26204047.0,37675458.0,28-07 21:57:27
26231327.0,37658648.0,28-07 21:57:28
26036032.0,37472193.0,28-07 21:57:29
26185072.0,37594227.0,28-07 21:57:30
25997167.0,37360557.0,28-07 21:57:31
25874524.0,37317965.0,28-07 21:57:32
26027469.0,37430688.0,28-07 21:57:33
25921048.0,37292392.0,28-07 21:57:34
25352612.0,36818239.0,28-07 21:57:35
25821869.0,37282287.0,28-07 21:57:36
26254722.0,37674328.0,28-07 21:57:37
26304260.0,37734469.0,28-07 21:57:38
25964378.0,37397398.0,28-07 21:57:39
26001237.0,37407908.0,28-07 21:57:40
25772068.0,37212833.0,28-07 21:57:41
25891124.0,37343854.0,28-07 21:57:42
25671020.0,37072900.0,28-07 21:57:43
25931342.0,37352897.0,28-07 21:57:44
25882443.0,37492375.0,28-07 21:57:45
25941208.0,37644959.0,28-07 21:57:46
26273711.0,37706771.0,28-07 21:57:47
26254474.0,37681692.0,28-07 21:57:48
26132427.0,37531972.0,28-07 21:57:49
26380417.0,37826980.0,28-07 21:57:50
26238279.0,37667977.0,28-07 21:57:51
26225246.0,37623633.0,28-07 21:57:52
26189661.0,37734926.0,28-07 21:57:53
26335103.0,37752014.0,28-07 21:57:54
26246279.0,37717663.0,28-07 21:57:55
26050989.0,37457709.0,28-07 21:57:56
26089978.0,37527823.0,28-07 21:57:57
26086940.0,37487578.0,28-07 21:57:58
26290068.0,37721987.0,28-07 21:57:59
26167305.0,37636771.0,28-07 21:58:00
26298675.0,37730045.0,28-07 21:58:01
26501994.0,37932637.0,28-07 21:58:02
26478390.0,37865600.0,28-07 21:58:03
26309249.0,37727620.0,28-07 21:58:04
26205105.0,37609834.0,28-07 21:58:05
26319443.0,37741700.0,28-07 21:58:06
26158427.0,37566736.0,28-07 21:58:07
26226403.0,37696615.0,28-07 21:58:08
26264070.0,37663990.0,28-07 21:58:09
26252753.0,37670136.0,28-07 21:58:10
26218956.0,37333157.0,28-07 21:58:11
26154293.0,37481329.0,28-07 21:58:12
25979581.0,37426760.0,28-07 21:58:13
25947006.0,37436692.0,28-07 21:58:14
25675794.0,37124387.0,28-07 21:58:15
25679939.0,37142357.0,28-07 21:58:16
25701583.0,37071422.0,28-07 21:58:17
26000132.0,37420107.0,28-07 21:58:18
26217148.0,37604108.0,28-07 21:58:19
26299251.0,37713813.0,28-07 21:58:20
26359650.0,37707220.0,28-07 21:58:21
25956372.0,37338287.0,28-07 21:58:22
26164226.0,37570197.0,28-07 21:58:23
26094589.0,37522865.0,28-07 21:58:24
26299008.0,37733481.0,28-07 21:58:25
25993488.0,37383167.0,28-07 21:58:26
26083257.0,37477809.0,28-07 21:58:27
25904394.0,37337071.0,28-07 21:58:28
25838596.0,37174182.0,28-07 21:58:29
25897007.0,37322532.0,28-07 21:58:30
26105051.0,37496985.0,28-07 21:58:31
25986497.0,37391222.0,28-07 21:58:32
