"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth7 --nocolor --output ./results/scaleout10000-from-ids1.csv",,,,"Date:","25 Jul 2017 18:02:39 UTC"

"net/dc2.s1-eth7",,"system"
"recv","send","time"
0.0,0.0,25-07 18:02:39
0.0,2823186.0,25-07 18:02:40
2220.0,7004714.0,25-07 18:02:41
370.0,7057370.0,25-07 18:02:42
370.0,7637000.0,25-07 18:02:43
370.0,9867454.0,25-07 18:02:44
370.0,8937481.0,25-07 18:02:45
370.0,9168498.0,25-07 18:02:46
370.0,7354718.0,25-07 18:02:47
412.0,7403409.0,25-07 18:02:48
412.0,8210143.0,25-07 18:02:49
412.0,7827681.0,25-07 18:02:50
370.0,7670452.0,25-07 18:02:51
42.0,9478796.0,25-07 18:02:52
42.0,8174389.0,25-07 18:02:53
42.0,7491544.0,25-07 18:02:54
42.0,7959375.0,25-07 18:02:55
824.0,9154577.0,25-07 18:02:56
370.0,9452531.0,25-07 18:02:57
370.0,8894431.0,25-07 18:02:58
370.0,8463289.0,25-07 18:02:59
370.0,8377424.0,25-07 18:03:00
412.0,8676139.0,25-07 18:03:01
412.0,8897259.0,25-07 18:03:02
412.0,7444236.0,25-07 18:03:03
370.0,8451636.0,25-07 18:03:04
42.0,7843501.0,25-07 18:03:05
42.0,8175857.0,25-07 18:03:06
42.0,8991291.0,25-07 18:03:07
0.0,7147406.0,25-07 18:03:08
42.0,8253319.0,25-07 18:03:09
782.0,7052501.0,25-07 18:03:10
370.0,8839321.0,25-07 18:03:11
370.0,8048897.0,25-07 18:03:12
370.0,7559132.0,25-07 18:03:13
370.0,7119201.0,25-07 18:03:14
370.0,9002698.0,25-07 18:03:15
370.0,8511463.0,25-07 18:03:16
370.0,7787626.0,25-07 18:03:17
370.0,6672340.0,25-07 18:03:18
370.0,8129660.0,25-07 18:03:19
370.0,7844413.0,25-07 18:03:20
370.0,8165150.0,25-07 18:03:21
370.0,7301377.0,25-07 18:03:22
370.0,8679721.0,25-07 18:03:23
370.0,8747239.0,25-07 18:03:24
