"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth10 --nocolor --output ./results/scaleout/100-from-vpn-fw.csv",,,,"Date:","28 Jul 2017 21:48:13 UTC"

"net/dc2.s1-eth10",,"system"
"recv","send","time"
0.0,0.0,28-07 21:48:13
0.0,0.0,28-07 21:48:14
0.0,0.0,28-07 21:48:15
0.0,0.0,28-07 21:48:16
0.0,468188.0,28-07 21:48:17
0.0,1308600.0,28-07 21:48:18
0.0,1310054.0,28-07 21:48:19
0.0,1308600.0,28-07 21:48:20
0.0,1310054.0,28-07 21:48:21
0.0,1308600.0,28-07 21:48:22
0.0,1310054.0,28-07 21:48:23
0.0,1308600.0,28-07 21:48:24
0.0,1308600.0,28-07 21:48:25
0.0,1299876.0,28-07 21:48:26
0.0,1308600.0,28-07 21:48:27
0.0,1308600.0,28-07 21:48:28
0.0,1310054.0,28-07 21:48:29
42.0,1308642.0,28-07 21:48:30
0.0,1310054.0,28-07 21:48:31
0.0,1310054.0,28-07 21:48:32
0.0,1310054.0,28-07 21:48:33
0.0,1310054.0,28-07 21:48:34
0.0,1310054.0,28-07 21:48:35
0.0,1308600.0,28-07 21:48:36
0.0,1310054.0,28-07 21:48:37
0.0,1310054.0,28-07 21:48:38
0.0,1310054.0,28-07 21:48:39
0.0,1310054.0,28-07 21:48:40
0.0,1308600.0,28-07 21:48:41
0.0,1308600.0,28-07 21:48:42
0.0,1310054.0,28-07 21:48:43
0.0,1308600.0,28-07 21:48:44
0.0,1310054.0,28-07 21:48:45
0.0,1310054.0,28-07 21:48:46
0.0,1308600.0,28-07 21:48:47
0.0,1310054.0,28-07 21:48:48
0.0,1310054.0,28-07 21:48:49
0.0,1310054.0,28-07 21:48:50
0.0,1308600.0,28-07 21:48:51
0.0,1310054.0,28-07 21:48:52
0.0,1308600.0,28-07 21:48:53
0.0,1308600.0,28-07 21:48:54
0.0,1308600.0,28-07 21:48:55
0.0,1307146.0,28-07 21:48:56
0.0,1308600.0,28-07 21:48:57
0.0,1310054.0,28-07 21:48:58
0.0,1308600.0,28-07 21:48:59
0.0,1310054.0,28-07 21:49:00
0.0,1296968.0,28-07 21:49:01
0.0,1308600.0,28-07 21:49:02
0.0,1310054.0,28-07 21:49:03
0.0,1307146.0,28-07 21:49:04
0.0,1310054.0,28-07 21:49:05
0.0,1302784.0,28-07 21:49:06
0.0,1310054.0,28-07 21:49:07
0.0,1310054.0,28-07 21:49:08
0.0,1310054.0,28-07 21:49:09
42.0,1308642.0,28-07 21:49:10
0.0,1310054.0,28-07 21:49:11
0.0,1308600.0,28-07 21:49:12
0.0,1310054.0,28-07 21:49:13
0.0,1310054.0,28-07 21:49:14
0.0,1308600.0,28-07 21:49:15
0.0,1310054.0,28-07 21:49:16
0.0,1308600.0,28-07 21:49:17
0.0,1307146.0,28-07 21:49:18
0.0,1310054.0,28-07 21:49:19
0.0,1307146.0,28-07 21:49:20
0.0,1310054.0,28-07 21:49:21
0.0,1310054.0,28-07 21:49:22
0.0,1308600.0,28-07 21:49:23
0.0,1310054.0,28-07 21:49:24
0.0,1308600.0,28-07 21:49:25
0.0,1302784.0,28-07 21:49:26
0.0,1310054.0,28-07 21:49:27
0.0,1310054.0,28-07 21:49:28
0.0,1308600.0,28-07 21:49:29
0.0,1310054.0,28-07 21:49:30
0.0,1310054.0,28-07 21:49:31
0.0,1308600.0,28-07 21:49:32
0.0,1308600.0,28-07 21:49:33
0.0,1310054.0,28-07 21:49:34
0.0,1308600.0,28-07 21:49:35
