"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","netsolver",,,,"User:","root"
"Cmdline:","dstat --net --time -N dc2.s1-eth4 --nocolor --output ./results/scaleout100-from-vpn.csv",,,,"Date:","25 Jul 2017 18:00:04 UTC"

"net/dc2.s1-eth4",,"system"
"recv","send","time"
0.0,0.0,25-07 18:00:04
0.0,1309999.0,25-07 18:00:05
0.0,2481873.0,25-07 18:00:06
0.0,2498470.0,25-07 18:00:07
370.0,2451055.0,25-07 18:00:08
370.0,2496766.0,25-07 18:00:09
1480.0,2470017.0,25-07 18:00:10
0.0,2487511.0,25-07 18:00:11
0.0,2500053.0,25-07 18:00:12
60.0,2456136.0,25-07 18:00:13
0.0,2497215.0,25-07 18:00:14
2220.0,2461972.0,25-07 18:00:15
0.0,2485848.0,25-07 18:00:16
0.0,2498319.0,25-07 18:00:17
0.0,2459704.0,25-07 18:00:18
740.0,2497350.0,25-07 18:00:19
1110.0,2461994.0,25-07 18:00:20
0.0,2491299.0,25-07 18:00:21
0.0,2499608.0,25-07 18:00:22
0.0,2448921.0,25-07 18:00:23
0.0,2496136.0,25-07 18:00:24
1110.0,2456190.0,25-07 18:00:25
0.0,2486020.0,25-07 18:00:26
0.0,2498365.0,25-07 18:00:27
370.0,2469053.0,25-07 18:00:28
0.0,2496627.0,25-07 18:00:29
2220.0,2468618.0,25-07 18:00:30
0.0,2493528.0,25-07 18:00:31
0.0,2499714.0,25-07 18:00:32
370.0,2445962.0,25-07 18:00:33
370.0,2497453.0,25-07 18:00:34
740.0,3666290.0,25-07 18:00:35
0.0,3725540.0,25-07 18:00:36
0.0,3747969.0,25-07 18:00:37
370.0,3696415.0,25-07 18:00:38
740.0,3727890.0,25-07 18:00:39
740.0,3722126.0,25-07 18:00:40
60.0,3727841.0,25-07 18:00:41
0.0,3745596.0,25-07 18:00:42
0.0,3684741.0,25-07 18:00:43
1110.0,3736368.0,25-07 18:00:44
740.0,3715991.0,25-07 18:00:45
0.0,3730158.0,25-07 18:00:46
0.0,3748798.0,25-07 18:00:47
370.0,3688037.0,25-07 18:00:48
800.0,3713594.0,25-07 18:00:49
740.0,3715397.0,25-07 18:00:50
0.0,3723710.0,25-07 18:00:51
0.0,3748043.0,25-07 18:00:52
0.0,3680521.0,25-07 18:00:53
740.0,3730343.0,25-07 18:00:54
1110.0,3719474.0,25-07 18:00:55
0.0,3734043.0,25-07 18:00:56
0.0,3748347.0,25-07 18:00:57
0.0,3684203.0,25-07 18:00:58
740.0,3739030.0,25-07 18:00:59
1110.0,3701031.0,25-07 18:01:00
0.0,3731166.0,25-07 18:01:01
0.0,3750758.0,25-07 18:01:02
0.0,3685352.0,25-07 18:01:03
370.0,3733961.0,25-07 18:01:04
1480.0,3721434.0,25-07 18:01:05
0.0,3726677.0,25-07 18:01:06
0.0,3743075.0,25-07 18:01:07
0.0,3680213.0,25-07 18:01:08
1110.0,3740508.0,25-07 18:01:09
740.0,3710669.0,25-07 18:01:10
0.0,3734646.0,25-07 18:01:11
0.0,3748449.0,25-07 18:01:12
1110.0,3695325.0,25-07 18:01:13
